Chr	BP	kimura_distance	species	norm_dist_center
II	2420001	20.42018182	nigoni	0.374152
II	2430001	20.37939394	nigoni	0.373632
II	2440001	25.8825	nigoni	0.373112
II	2450001	25.8096	nigoni	0.372592
II	2460001	22.34027027	nigoni	0.372072
II	2470001	19.97869565	nigoni	0.371552
II	2480001	18.63775	nigoni	0.371032
II	2490001	30.97027778	nigoni	0.370512
II	2500001	27.58567568	nigoni	0.369991
II	2510001	20.45428571	nigoni	0.369471
II	2520001	20.07553191	nigoni	0.368951
II	2530001	27.93708333	nigoni	0.368431
II	2540001	23.73225	nigoni	0.367911
II	2550001	21.28885714	nigoni	0.367391
II	2560001	21.076	nigoni	0.366871
II	2570001	22.0946875	nigoni	0.366351
II	2580001	21.05421053	nigoni	0.365831
II	2590001	18.42724138	nigoni	0.365311
II	2600001	21.045625	nigoni	0.364791
II	2610001	19.54457143	nigoni	0.364271
II	2620001	26.5762069	nigoni	0.363751
II	2630001	29.15368421	nigoni	0.363231
II	2640001	28.24588235	nigoni	0.362711
II	2650001	29.92129032	nigoni	0.362191
II	2660001	18.93649123	nigoni	0.361671
II	2670001	23.41785714	nigoni	0.361151
II	2680001	19.945	nigoni	0.360631
II	2690001	15.92486486	nigoni	0.360111
II	2700001	19.20461538	nigoni	0.359591
II	2710001	28.53	nigoni	0.359071
II	2720001	23.28285714	nigoni	0.358551
II	2730001	19.80419355	nigoni	0.358031
II	2740001	25.66473684	nigoni	0.357511
II	2750001	19.28761905	nigoni	0.356991
II	2760001	24.64037037	nigoni	0.356471
II	2770001	19.68181818	nigoni	0.355951
II	2780001	25.46741935	nigoni	0.355431
II	2790001	17.8996	nigoni	0.35491
II	2800001	32.7348	nigoni	0.35439
II	2810001	22.71021277	nigoni	0.35387
II	2820001	28.58653846	nigoni	0.35335
II	2830001	24.11190476	nigoni	0.35283
II	2840001	22.705	nigoni	0.35231
II	2850001	19.952	nigoni	0.35179
II	2860001	20.09464286	nigoni	0.35127
II	2870001	25.02541667	nigoni	0.35075
II	2880001	29.01060606	nigoni	0.35023
II	2890001	24.07325581	nigoni	0.34971
II	2900001	38.41633333	nigoni	0.34919
II	2910001	19.9145614	nigoni	0.34867
II	2920001	21.55631579	nigoni	0.34815
II	2930001	22.84684211	nigoni	0.34763
II	2940001	20.46666667	nigoni	0.34711
II	2950001	20.91285714	nigoni	0.34659
II	2960001	25.475	nigoni	0.34607
II	2970001	16.66290323	nigoni	0.34555
II	2980001	13.38041667	nigoni	0.34503
II	2990001	18.23714286	nigoni	0.34451
II	3000001	18.58333333	nigoni	0.34399
II	3010001	25.21777778	nigoni	0.34347
II	3020001	24.27580645	nigoni	0.34295
II	3030001	22.62157895	nigoni	0.34243
II	3040001	25.76	nigoni	0.34191
II	3050001	24.61241379	nigoni	0.34139
II	3060001	25.97444444	nigoni	0.34087
II	3070001	19.81585366	nigoni	0.34035
II	3080001	22.06136364	nigoni	0.33983
II	3090001	22.13892857	nigoni	0.339309
II	3100001	21.95785714	nigoni	0.338789
II	3110001	14.64333333	nigoni	0.338269
II	3120001	17.54555556	nigoni	0.337749
II	3130001	23.71289474	nigoni	0.337229
II	3140001	25.0816	nigoni	0.336709
II	3150001	23.04925926	nigoni	0.336189
II	3160001	26.48242424	nigoni	0.335669
II	3170001	17.75814815	nigoni	0.335149
II	3180001	23.77434783	nigoni	0.334629
II	3190001	25.63382353	nigoni	0.334109
II	3200001	26.43258065	nigoni	0.333589
II	3210001	24.61095238	nigoni	0.333069
II	3220001	20.00653846	nigoni	0.332549
II	3230001	26.63105263	nigoni	0.332029
II	3240001	23.75884615	nigoni	0.331509
II	3250001	19.05	nigoni	0.330989
II	3260001	22.684	nigoni	0.330469
II	3270001	22.68734694	nigoni	0.329949
II	3280001	23.49266667	nigoni	0.329429
II	3290001	20.35454545	nigoni	0.328909
II	3300001	27.06411765	nigoni	0.328389
II	3310001	22.84714286	nigoni	0.327869
II	3320001	17.86392157	nigoni	0.327349
II	3330001	24.65827586	nigoni	0.326829
II	3340001	22.0256	nigoni	0.326309
II	3350001	20.58375	nigoni	0.325789
II	3360001	13.61052632	nigoni	0.325269
II	3370001	22.07342105	nigoni	0.324749
II	3380001	21.14615385	nigoni	0.324228
II	3390001	21.01103448	nigoni	0.323708
II	3400001	21.02037037	nigoni	0.323188
II	3410001	19.74043478	nigoni	0.322668
II	3420001	18.39263158	nigoni	0.322148
II	3430001	20.70583333	nigoni	0.321628
II	3440001	18.89096774	nigoni	0.321108
II	3450001	0	nigoni	0.320588
II	3460001	16.14955556	nigoni	0.320068
II	3470001	17.81348837	nigoni	0.319548
II	3480001	17.8828125	nigoni	0.319028
II	3490001	19.35847826	nigoni	0.318508
II	3500001	22.86195652	nigoni	0.317988
II	3510001	22.27869565	nigoni	0.317468
II	3520001	19.2288	nigoni	0.316948
II	3530001	23.03625	nigoni	0.316428
II	3540001	24.6062069	nigoni	0.315908
II	3550001	23.90827586	nigoni	0.315388
II	3560001	21.13333333	nigoni	0.314868
II	3570001	16.07833333	nigoni	0.314348
II	3580001	13.7075	nigoni	0.313828
II	3590001	18.89884615	nigoni	0.313308
II	3600001	20.8145	nigoni	0.312788
II	3610001	20.16775	nigoni	0.312268
II	3620001	22.324	nigoni	0.311748
II	3630001	23.78972222	nigoni	0.311228
II	3640001	17.70071429	nigoni	0.310708
II	3650001	16.38214286	nigoni	0.310188
II	3660001	19.19470588	nigoni	0.309668
II	3670001	21.43709091	nigoni	0.309148
II	3680001	19.48714286	nigoni	0.308627
II	3690001	23.94080645	nigoni	0.308107
II	3700001	24.55264151	nigoni	0.307587
II	3710001	24.96666667	nigoni	0.307067
II	3720001	18.55083333	nigoni	0.306547
II	3730001	17.21285714	nigoni	0.306027
II	3740001	22.90740741	nigoni	0.305507
II	3750001	20.12333333	nigoni	0.304987
II	3760001	17.07866667	nigoni	0.304467
II	3770001	19.624	nigoni	0.303947
II	3780001	16.358125	nigoni	0.303427
II	3790001	12.61666667	nigoni	0.302907
II	3800001	20.42137931	nigoni	0.302387
II	3810001	19.0974359	nigoni	0.301867
II	3820001	20.04209302	nigoni	0.301347
II	3830001	22.17833333	nigoni	0.300827
II	3840001	18.03	nigoni	0.300307
II	3850001	26.22625	nigoni	0.299787
II	3860001	22.92666667	nigoni	0.299267
II	3870001	21.40916667	nigoni	0.298747
II	3880001	24.12475	nigoni	0.298227
II	3890001	27.32782609	nigoni	0.297707
II	3900001	30.354	nigoni	0.297187
II	3910001	12.96617647	nigoni	0.296667
II	3920001	8.91	nigoni	0.296147
II	3930001	26.62608696	nigoni	0.295627
II	3940001	22.76297297	nigoni	0.295107
II	3950001	22.32473684	nigoni	0.294587
II	3960001	14.77409091	nigoni	0.294067
II	3970001	23.78333333	nigoni	0.293546
II	3980001	17.16230769	nigoni	0.293026
II	3990001	29.72351351	nigoni	0.292506
II	4000001	21.1595	nigoni	0.291986
II	4010001	22.855	nigoni	0.291466
II	4020001	16.56321429	nigoni	0.290946
II	4040001	19.5530303	nigoni	0.289906
II	4050001	26.15333333	nigoni	0.289386
II	4060001	22.99965517	nigoni	0.288866
II	4070001	23.83033333	nigoni	0.288346
II	4080001	16.79481481	nigoni	0.287826
II	4090001	18.41590909	nigoni	0.287306
II	4100001	22.89861111	nigoni	0.286786
II	4110001	22.39981481	nigoni	0.286266
II	4120001	14.56181818	nigoni	0.285746
II	4130001	24.0576	nigoni	0.285226
II	4140001	25.00423077	nigoni	0.284706
II	4150001	28.12793103	nigoni	0.284186
II	4160001	24.50785714	nigoni	0.283666
II	4170001	24.04173913	nigoni	0.283146
II	4180001	23.59257143	nigoni	0.282626
II	4190001	21.309375	nigoni	0.282106
II	4200001	19.04030303	nigoni	0.281586
II	4210001	28.270625	nigoni	0.281066
II	4220001	23.588	nigoni	0.280546
II	4230001	21.45764706	nigoni	0.280026
II	4240001	23.73461538	nigoni	0.279506
II	4250001	27.64181818	nigoni	0.278986
II	4260001	22.72	nigoni	0.278466
II	4270001	21.86129032	nigoni	0.277945
II	4280001	23.93857143	nigoni	0.277425
II	4290001	15.626	nigoni	0.276905
II	4300001	22.52428571	nigoni	0.276385
II	4310001	22.85921053	nigoni	0.275865
II	4320001	20.4616129	nigoni	0.275345
II	4330001	26.615	nigoni	0.274825
II	4340001	22.631875	nigoni	0.274305
II	4350001	27.46461538	nigoni	0.273785
II	4360001	26.89322581	nigoni	0.273265
II	4370001	21.49055556	nigoni	0.272745
II	4380001	20.3948	nigoni	0.272225
II	4390001	20.27666667	nigoni	0.271705
II	4400001	24.3415	nigoni	0.271185
II	4410001	23.47947368	nigoni	0.270665
II	4420001	18.63863636	nigoni	0.270145
II	4430001	20.54625	nigoni	0.269625
II	4440001	26.74772727	nigoni	0.269105
II	4450001	24.10666667	nigoni	0.268585
II	4460001	25.430625	nigoni	0.268065
II	4470001	23.79047619	nigoni	0.267545
II	4480001	27.2828	nigoni	0.267025
II	4490001	22.29	nigoni	0.266505
II	4500001	15.71	nigoni	0.265985
II	4510001	23.81	nigoni	0.265465
II	4520001	29.17333333	nigoni	0.264945
II	4530001	27.86862069	nigoni	0.264425
II	4540001	22.52657143	nigoni	0.263905
II	4550001	25.43384615	nigoni	0.263385
II	4560001	31.67419355	nigoni	0.262864
II	4570001	21.79428571	nigoni	0.262344
II	4580001	20.14215686	nigoni	0.261824
II	4590001	22.205625	nigoni	0.261304
II	4600001	19.45083333	nigoni	0.260784
II	4610001	20.92259259	nigoni	0.260264
II	4620001	22.34823529	nigoni	0.259744
II	4630001	22.6826087	nigoni	0.259224
II	4640001	27.04924528	nigoni	0.258704
II	4650001	22.91333333	nigoni	0.258184
II	4660001	26.29590909	nigoni	0.257664
II	4670001	21.58518519	nigoni	0.257144
II	4680001	21.78722222	nigoni	0.256624
II	4690001	30.6275	nigoni	0.256104
II	4700001	27.71560976	nigoni	0.255584
II	4710001	24.66326923	nigoni	0.255064
II	4720001	24.43131579	nigoni	0.254544
II	4730001	18.27846154	nigoni	0.254024
II	4740001	20.73	nigoni	0.253504
II	4750001	21.36805556	nigoni	0.252984
II	4760001	13.634375	nigoni	0.252464
II	4770001	23.6126087	nigoni	0.251944
II	4780001	23.18970588	nigoni	0.251424
II	4790001	20.28642857	nigoni	0.250904
II	4800001	17.88055556	nigoni	0.250384
II	4810001	24.40444444	nigoni	0.249864
II	4820001	27.34323529	nigoni	0.249344
II	4830001	24.68388889	nigoni	0.248824
II	4840001	19.5828125	nigoni	0.248304
II	4850001	28.62533333	nigoni	0.247784
II	4860001	19.46225	nigoni	0.247263
II	4870001	21.40518519	nigoni	0.246743
II	4880001	17.74285714	nigoni	0.246223
II	4890001	21.30470588	nigoni	0.245703
II	4900001	25.23833333	nigoni	0.245183
II	4910001	22.08423077	nigoni	0.244663
II	4920001	22.50368421	nigoni	0.244143
II	4930001	21.076	nigoni	0.243623
II	4940001	22.55789474	nigoni	0.243103
II	4950001	25.22058824	nigoni	0.242583
II	4960001	24.02121212	nigoni	0.242063
II	4970001	21.82166667	nigoni	0.241543
II	4980001	22.8672	nigoni	0.241023
II	4990001	24.2590625	nigoni	0.240503
II	5000001	22.54653846	nigoni	0.239983
II	5010001	18.818125	nigoni	0.239463
II	5020001	26.70333333	nigoni	0.238943
II	5030001	20.4355	nigoni	0.238423
II	5040001	19.03162791	nigoni	0.237903
II	5050001	18.55470588	nigoni	0.237383
II	5060001	21.102	nigoni	0.236863
II	5070001	0	nigoni	0.236343
II	5080001	21.94588235	nigoni	0.235823
II	5090001	20.69617647	nigoni	0.235303
II	5100001	17.62678571	nigoni	0.234783
II	5110001	19.24545455	nigoni	0.234263
II	5120001	8.680416667	nigoni	0.233743
II	5130001	20.33315789	nigoni	0.233223
II	5140001	23.30064516	nigoni	0.232703
II	5150001	26.994375	nigoni	0.232182
II	5160001	24.90789474	nigoni	0.231662
II	5170001	19.90777778	nigoni	0.231142
II	5180001	23.02783784	nigoni	0.230622
II	5190001	19.75807692	nigoni	0.230102
II	5200001	18.96789474	nigoni	0.229582
II	5210001	25.20106383	nigoni	0.229062
II	5220001	22.01131579	nigoni	0.228542
II	5230001	24.24275862	nigoni	0.228022
II	5240001	23.29944444	nigoni	0.227502
II	5250001	20.65818182	nigoni	0.226982
II	5260001	23.7637931	nigoni	0.226462
II	5270001	18.19	nigoni	0.225942
II	5280001	19.14575758	nigoni	0.225422
II	5290001	19.76913043	nigoni	0.224902
II	5300001	18.78555556	nigoni	0.224382
II	5310001	15.16	nigoni	0.223862
II	5320001	19.5125	nigoni	0.223342
II	5330001	17.81967742	nigoni	0.222822
II	5340001	22.95090909	nigoni	0.222302
II	5350001	19.37418605	nigoni	0.221782
II	5360001	18.87625	nigoni	0.221262
II	5370001	25.03333333	nigoni	0.220742
II	5380001	27.76342857	nigoni	0.220222
II	5390001	27.05785714	nigoni	0.219702
II	5400001	19.22586207	nigoni	0.219182
II	5410001	19.65052632	nigoni	0.218662
II	5420001	22.02585366	nigoni	0.218142
II	5430001	19.31647059	nigoni	0.217622
II	5440001	21.55	nigoni	0.217102
II	5450001	22.11121212	nigoni	0.216581
II	5460001	23.16181818	nigoni	0.216061
II	5470001	22.46846154	nigoni	0.215541
II	5480001	22.71695652	nigoni	0.215021
II	5490001	22.96162162	nigoni	0.214501
II	5500001	29.80771429	nigoni	0.213981
II	5510001	26.0126087	nigoni	0.213461
II	5520001	27.70315789	nigoni	0.212941
II	5530001	23.2495	nigoni	0.212421
II	5540001	6.696666667	nigoni	0.211901
II	5550001	22.51961538	nigoni	0.211381
II	5560001	21.84222222	nigoni	0.210861
II	5570001	25.86666667	nigoni	0.210341
II	5580001	27.75263158	nigoni	0.209821
II	5590001	28.92785714	nigoni	0.209301
II	5600001	25.37769231	nigoni	0.208781
II	5610001	21.91555556	nigoni	0.208261
II	5620001	19.47923077	nigoni	0.207741
II	5630001	23.17833333	nigoni	0.207221
II	5640001	26.34225806	nigoni	0.206701
II	5650001	23.16702703	nigoni	0.206181
II	5660001	18.72612903	nigoni	0.205661
II	5670001	21.35354839	nigoni	0.205141
II	5680001	21.75163636	nigoni	0.204621
II	5690001	24.78333333	nigoni	0.204101
II	5700001	23.2730303	nigoni	0.203581
II	5710001	27.85857143	nigoni	0.203061
II	5720001	28.78444444	nigoni	0.202541
II	5730001	22.8745	nigoni	0.202021
II	5740001	22.25434783	nigoni	0.2015
II	5750001	28.09928571	nigoni	0.20098
II	5760001	26.21	nigoni	0.20046
II	5770001	27.715625	nigoni	0.19994
II	5780001	22.34708333	nigoni	0.19942
II	5790001	21.18864865	nigoni	0.1989
II	5800001	22.12888889	nigoni	0.19838
II	5810001	26.12454545	nigoni	0.19786
II	5820001	18.24	nigoni	0.19734
II	5830001	20.544	nigoni	0.19682
II	5850001	25.9516	nigoni	0.19578
II	5860001	27.33538462	nigoni	0.19526
II	5870001	8.695555556	nigoni	0.19474
II	5880001	8.116666667	nigoni	0.19422
II	5890001	21.976	nigoni	0.1937
II	5900001	14.84444444	nigoni	0.19318
II	5910001	17.29666667	nigoni	0.19266
II	5920001	19.7375	nigoni	0.19214
II	5930001	17.5452381	nigoni	0.19162
II	5940001	19.93333333	nigoni	0.1911
II	5950001	15.88021277	nigoni	0.19058
II	5960001	18.89457143	nigoni	0.19006
II	5970001	18.97529412	nigoni	0.18954
II	5980001	12.47055556	nigoni	0.18902
II	5990001	23.04865385	nigoni	0.1885
II	6000001	25.30227273	nigoni	0.18798
II	6010001	19.78178571	nigoni	0.18746
II	6020001	20.51740741	nigoni	0.18694
II	6030001	23.47928571	nigoni	0.18642
II	6040001	21.34111111	nigoni	0.185899
II	6050001	18.08075472	nigoni	0.185379
II	6060001	19.498	nigoni	0.184859
II	6070001	21.11769231	nigoni	0.184339
II	6080001	21.59047619	nigoni	0.183819
II	6090001	16.358	nigoni	0.183299
II	6100001	20.17823529	nigoni	0.182779
II	6110001	18.7890625	nigoni	0.182259
II	6120001	21.3	nigoni	0.181739
II	6130001	18.12478261	nigoni	0.181219
II	6140001	19.43296296	nigoni	0.180699
II	6150001	21.71305556	nigoni	0.180179
II	6160001	19.10277778	nigoni	0.179659
II	6170001	20.92444444	nigoni	0.179139
II	6180001	19.54173913	nigoni	0.178619
II	6190001	21.06588235	nigoni	0.178099
II	6200001	20.72625	nigoni	0.177579
II	6210001	23.94805556	nigoni	0.177059
II	6220001	23.18818182	nigoni	0.176539
II	6230001	20.045	nigoni	0.176019
II	6240001	23.3277193	nigoni	0.175499
II	6250001	24.13352941	nigoni	0.174979
II	6260001	19.81035714	nigoni	0.174459
II	6270001	17.96958333	nigoni	0.173939
II	6280001	20.08375	nigoni	0.173419
II	6290001	20.281	nigoni	0.172899
II	6300001	21.87125	nigoni	0.172379
II	6310001	14.84472222	nigoni	0.171859
II	6320001	22.92034483	nigoni	0.171339
II	6330001	21.40188679	nigoni	0.170818
II	6340001	18.93433333	nigoni	0.170298
II	6350001	18.798	nigoni	0.169778
II	6360001	21.11545455	nigoni	0.169258
II	6370001	16.53807692	nigoni	0.168738
II	6380001	17.97928571	nigoni	0.168218
II	6390001	22.61931818	nigoni	0.167698
II	6400001	16.89717391	nigoni	0.167178
II	6410001	22.29918367	nigoni	0.166658
II	6420001	18.34142857	nigoni	0.166138
II	6430001	15.05	nigoni	0.165618
II	6440001	19.8765	nigoni	0.165098
II	6450001	15.525	nigoni	0.164578
II	6460001	22.04666667	nigoni	0.164058
II	6470001	15.61517241	nigoni	0.163538
II	6480001	19.0625	nigoni	0.163018
II	6490001	16.73045455	nigoni	0.162498
II	6500001	18.55925926	nigoni	0.161978
II	6510001	22.91103448	nigoni	0.161458
II	6520001	17.22228571	nigoni	0.160938
II	6530001	21.72909091	nigoni	0.160418
II	6540001	22.83852941	nigoni	0.159898
II	6550001	19.28218182	nigoni	0.159378
II	6560001	14.518125	nigoni	0.158858
II	6570001	20.96454545	nigoni	0.158338
II	6580001	21.98076923	nigoni	0.157818
II	6590001	22.23272727	nigoni	0.157298
II	6600001	21.276	nigoni	0.156778
II	6610001	20.93777778	nigoni	0.156258
II	6620001	16.85651163	nigoni	0.155738
II	6630001	23.206	nigoni	0.155217
II	6640001	19.48727273	nigoni	0.154697
II	6650001	19.99666667	nigoni	0.154177
II	6660001	15.31115385	nigoni	0.153657
II	6670001	0	nigoni	0.153137
II	6680001	4.82	nigoni	0.152617
II	6690001	18.06933333	nigoni	0.152097
II	6700001	20.27	nigoni	0.151577
II	6710001	21.87133333	nigoni	0.151057
II	6720001	19.52354839	nigoni	0.150537
II	6730001	19.66166667	nigoni	0.150017
II	6740001	19.2448	nigoni	0.149497
II	6750001	20.06235294	nigoni	0.148977
II	6760001	25.78481481	nigoni	0.148457
II	6770001	23.59090909	nigoni	0.147937
II	6780001	20.51232558	nigoni	0.147417
II	6790001	17.82323529	nigoni	0.146897
II	6800001	17.56368421	nigoni	0.146377
II	6810001	23.43242424	nigoni	0.145857
II	6820001	15.45148148	nigoni	0.145337
II	6830001	15.08363636	nigoni	0.144817
II	6840001	19.52166667	nigoni	0.144297
II	6850001	23.28	nigoni	0.143777
II	6860001	22.66588235	nigoni	0.143257
II	6870001	24.4928	nigoni	0.142737
II	6880001	13.9	nigoni	0.142217
II	6890001	16.70142857	nigoni	0.141697
II	6900001	20.57837838	nigoni	0.141177
II	6910001	23.3725	nigoni	0.140657
II	6920001	20.2576	nigoni	0.140136
II	6930001	22.77717391	nigoni	0.139616
II	6940001	27.969	nigoni	0.139096
II	6950001	19.405	nigoni	0.138576
II	6960001	16.63230769	nigoni	0.138056
II	6970001	17.589	nigoni	0.137536
II	6980001	19.76461538	nigoni	0.137016
II	6990001	17.32514286	nigoni	0.136496
II	7000001	19.4284	nigoni	0.135976
II	7010001	22.69736842	nigoni	0.135456
II	7020001	16.336	nigoni	0.134936
II	7030001	18.80461538	nigoni	0.134416
II	7040001	21.73142857	nigoni	0.133896
II	7050001	19.26151515	nigoni	0.133376
II	7060001	18.62	nigoni	0.132856
II	7070001	17.49354839	nigoni	0.132336
II	7080001	20.11666667	nigoni	0.131816
II	7090001	17.74514286	nigoni	0.131296
II	7100001	16.292	nigoni	0.130776
II	7110001	13.82290323	nigoni	0.130256
II	7120001	22.28352941	nigoni	0.129736
II	7130001	18.43666667	nigoni	0.129216
II	7140001	17.85782609	nigoni	0.128696
II	7150001	13.96846154	nigoni	0.128176
II	7170001	17.03702703	nigoni	0.127136
II	7180001	18.85125	nigoni	0.126616
II	7190001	19.63235294	nigoni	0.126096
II	7200001	19.42461538	nigoni	0.125576
II	7210001	22.27	nigoni	0.125056
II	7220001	19.809	nigoni	0.124535
II	7230001	18.285	nigoni	0.124015
II	7240001	14.22473684	nigoni	0.123495
II	7250001	25.774	nigoni	0.122975
II	7260001	19.09913043	nigoni	0.122455
II	7270001	18.57684211	nigoni	0.121935
II	7280001	18.95611111	nigoni	0.121415
II	7290001	16.01071429	nigoni	0.120895
II	7300001	15.20307692	nigoni	0.120375
II	7320001	21.04363636	nigoni	0.119335
II	7330001	15.6975	nigoni	0.118815
II	7340001	13.52625	nigoni	0.118295
II	7360001	11.224	nigoni	0.117255
II	7370001	12.82857143	nigoni	0.116735
II	7380001	14.4225	nigoni	0.116215
II	7390001	19.67090909	nigoni	0.115695
II	7400001	16.73	nigoni	0.115175
II	7410001	17.37	nigoni	0.114655
II	7420001	19.086	nigoni	0.114135
II	7430001	20.38333333	nigoni	0.113615
II	7440001	12.19	nigoni	0.113095
II	7450001	17.01735294	nigoni	0.112575
II	7460001	18.10846154	nigoni	0.112055
II	7470001	13.06375	nigoni	0.111535
II	7480001	10.75	nigoni	0.111015
II	7500001	20.272	nigoni	0.109975
II	7510001	20.2	nigoni	0.109454
II	7520001	16.109375	nigoni	0.108934
II	7530001	24.21233333	nigoni	0.108414
II	7540001	20.918	nigoni	0.107894
II	7550001	20.375	nigoni	0.107374
II	7560001	20.91818182	nigoni	0.106854
II	7570001	16.39928571	nigoni	0.106334
II	7580001	15.46842105	nigoni	0.105814
II	7590001	16.95625	nigoni	0.105294
II	7600001	20.35869565	nigoni	0.104774
II	7610001	21.46774194	nigoni	0.104254
II	7620001	18.20466667	nigoni	0.103734
II	7630001	16.87	nigoni	0.103214
II	7640001	18.02142857	nigoni	0.102694
II	7650001	25.67	nigoni	0.102174
II	7660001	24.01888889	nigoni	0.101654
II	7680001	17.85055556	nigoni	0.100614
II	7690001	19.32055556	nigoni	0.100094
II	7700001	19.52085714	nigoni	0.0995739
II	7710001	19.996	nigoni	0.0990538
II	7720001	13.01285714	nigoni	0.0985338
II	7730001	12.21	nigoni	0.0980138
II	7740001	18.41173913	nigoni	0.0974937
II	7750001	16.5032	nigoni	0.0969737
II	7760001	22.716	nigoni	0.0964536
II	7770001	15.84583333	nigoni	0.0959336
II	7780001	21.34928571	nigoni	0.0954136
II	7790001	17.185	nigoni	0.0948935
II	7800001	14.64066667	nigoni	0.0943735
II	7810001	6.7325	nigoni	0.0938535
II	7820001	17.2752381	nigoni	0.0933334
II	7830001	21.31692308	nigoni	0.0928134
II	7840001	19.189	nigoni	0.0922934
II	7850001	20.62	nigoni	0.0917733
II	7860001	18.28	nigoni	0.0912533
II	7870001	18.01333333	nigoni	0.0907333
II	7880001	14.4975	nigoni	0.0902132
II	7890001	10.58	nigoni	0.0896932
II	7900001	12.672	nigoni	0.0891732
II	7910001	19.09727273	nigoni	0.0886531
II	7920001	15.314	nigoni	0.0881331
II	7930001	15.35277778	nigoni	0.0876131
II	7940001	17.24066667	nigoni	0.087093
II	7950001	17.55148148	nigoni	0.086573
II	7960001	22.24266667	nigoni	0.086053
II	7970001	29.78444444	nigoni	0.0855329
II	7980001	17.14941176	nigoni	0.0850129
II	7990001	18.295625	nigoni	0.0844929
II	8000001	18.73538462	nigoni	0.0839728
II	8010001	22.14777778	nigoni	0.0834528
II	8020001	22.18615385	nigoni	0.0829328
II	8030001	17.61857143	nigoni	0.0824127
II	8040001	24.62952381	nigoni	0.0818927
II	8050001	22.57428571	nigoni	0.0813727
II	8060001	18.0572	nigoni	0.0808526
II	8070001	21.72545455	nigoni	0.0803326
II	8080001	20.74333333	nigoni	0.0798126
II	8090001	24.1062963	nigoni	0.0792925
II	8100001	25.53923077	nigoni	0.0787725
II	8110001	17.603125	nigoni	0.0782525
II	8130001	22.49888889	nigoni	0.0772124
II	8140001	19.081875	nigoni	0.0766924
II	8150001	20.78208333	nigoni	0.0761723
II	8160001	21.55333333	nigoni	0.0756523
II	8170001	26.0604	nigoni	0.0751323
II	8180001	30.18692308	nigoni	0.0746122
II	8190001	24.582	nigoni	0.0740922
II	8200001	18.7725	nigoni	0.0735722
II	8210001	15.12125	nigoni	0.0730521
II	8220001	14.83714286	nigoni	0.0725321
II	8230001	16.44538462	nigoni	0.0720121
II	8240001	13.94764706	nigoni	0.071492
II	8250001	17.846	nigoni	0.070972
II	8260001	25.756	nigoni	0.070452
II	8270001	15.22388889	nigoni	0.0699319
II	8280001	23.11166667	nigoni	0.0694119
II	8290001	17.325	nigoni	0.0688919
II	8300001	23.15466667	nigoni	0.0683718
II	8310001	18.65571429	nigoni	0.0678518
II	8320001	15.66181818	nigoni	0.0673318
II	8330001	12.55647059	nigoni	0.0668117
II	8340001	19.91	nigoni	0.0662917
II	8350001	25.528	nigoni	0.0657717
II	8360001	16.331	nigoni	0.0652516
II	8370001	21.702	nigoni	0.0647316
II	8380001	21.96033333	nigoni	0.0642115
II	8390001	20.37571429	nigoni	0.0636915
II	8400001	21.74058824	nigoni	0.0631715
II	8410001	20.84375	nigoni	0.0626514
II	8420001	20.12615385	nigoni	0.0621314
II	8430001	5.76	nigoni	0.0616114
II	8440001	3.54	nigoni	0.0610913
II	8450001	8.295	nigoni	0.0605713
II	8460001	19.72619048	nigoni	0.0600513
II	8470001	23.12	nigoni	0.0595312
II	8480001	23.53833333	nigoni	0.0590112
II	8490001	22.04047619	nigoni	0.0584912
II	8500001	21.93055556	nigoni	0.0579711
II	8510001	18.19733333	nigoni	0.0574511
II	8520001	19.45142857	nigoni	0.0569311
II	8530001	13.60222222	nigoni	0.056411
II	8540001	13.96222222	nigoni	0.055891
II	8550001	21.696	nigoni	0.055371
II	8560001	15.66571429	nigoni	0.0548509
II	8570001	18.08	nigoni	0.0543309
II	8580001	19.60230769	nigoni	0.0538109
II	8590001	11.726	nigoni	0.0532908
II	8600001	18.06071429	nigoni	0.0527708
II	8610001	19.02222222	nigoni	0.0522508
II	8620001	15.82230769	nigoni	0.0517307
II	8630001	16.64896552	nigoni	0.0512107
II	8640001	26.45802198	nigoni	0.0506907
II	8650001	18.14952381	nigoni	0.0501706
II	8660001	19.84642857	nigoni	0.0496506
II	8670001	19.23866667	nigoni	0.0491306
II	8680001	9.025	nigoni	0.0486105
II	8690001	23.5125	nigoni	0.0480905
II	8700001	18.81142857	nigoni	0.0475705
II	8710001	19.00352941	nigoni	0.0470504
II	8720001	19.26125	nigoni	0.0465304
II	8730001	20.9	nigoni	0.0460104
II	8770001	28.2176	nigoni	0.0439302
II	8780001	22.7675	nigoni	0.0434102
II	8790001	25.585	nigoni	0.0428902
II	8800001	19.72	nigoni	0.0423701
II	8810001	19.19333333	nigoni	0.0418501
II	8820001	19.6275	nigoni	0.0413301
II	8830001	17.29307692	nigoni	0.04081
II	8840001	16.11636364	nigoni	0.04029
II	8850001	16.32125	nigoni	0.03977
II	8860001	7.5075	nigoni	0.0392499
II	8870001	19.38	nigoni	0.0387299
II	8880001	19.729375	nigoni	0.0382099
II	8890001	21.38583333	nigoni	0.0376898
II	8900001	19.80277778	nigoni	0.0371698
II	8910001	8.845	nigoni	0.0366498
II	8930001	22.51	nigoni	0.0356097
II	8940001	22.11714286	nigoni	0.0350897
II	8950001	20.0825	nigoni	0.0345696
II	8960001	22.68	nigoni	0.0340496
