Chr	BP	element_count	species
I	15870001	30	nigoni
I	15880001	20	nigoni
I	15890001	20	nigoni
I	15900001	20	nigoni
I	15910001	29	nigoni
I	15920001	23	nigoni
I	15930001	20	nigoni
I	15940001	24	nigoni
I	15950001	26	nigoni
I	15960001	21	nigoni
I	15970001	25	nigoni
I	15980001	12	nigoni
I	15990001	20	nigoni
I	16000001	28	nigoni
I	16010001	21	nigoni
I	16020001	22	nigoni
I	16030001	34	nigoni
I	16040001	20	nigoni
I	16050001	17	nigoni
I	16060001	20	nigoni
I	16070001	14	nigoni
I	16080001	34	nigoni
I	16090001	24	nigoni
I	16100001	24	nigoni
I	16110001	24	nigoni
I	16120001	21	nigoni
I	16130001	14	nigoni
I	16140001	21	nigoni
I	16150001	15	nigoni
I	16160001	36	nigoni
I	16170001	37	nigoni
I	16180001	16	nigoni
I	16190001	41	nigoni
I	16200001	34	nigoni
I	16210001	31	nigoni
I	16220001	23	nigoni
I	16230001	35	nigoni
I	16240001	22	nigoni
I	16250001	16	nigoni
I	16260001	25	nigoni
I	16270001	9	nigoni
I	16280001	18	nigoni
I	16290001	13	nigoni
I	16300001	28	nigoni
I	16310001	30	nigoni
I	16320001	26	nigoni
I	16330001	0	nigoni
I	16340001	12	nigoni
I	16350001	24	nigoni
I	16360001	15	nigoni
I	16370001	28	nigoni
I	16380001	35	nigoni
I	16390001	22	nigoni
I	16400001	27	nigoni
I	16410001	32	nigoni
I	16420001	22	nigoni
I	16430001	29	nigoni
I	16440001	18	nigoni
I	16450001	19	nigoni
I	16460001	1	nigoni
I	16470001	22	nigoni
I	16480001	20	nigoni
I	16490001	17	nigoni
I	16500001	17	nigoni
I	16510001	13	nigoni
I	16520001	27	nigoni
I	16530001	24	nigoni
I	16540001	8	nigoni
I	16550001	15	nigoni
I	16560001	27	nigoni
I	16570001	9	nigoni
I	16580001	20	nigoni
I	16590001	10	nigoni
I	16600001	7	nigoni
I	16610001	2	nigoni
I	16620001	16	nigoni
I	16630001	4	nigoni
I	16640001	4	nigoni
I	16650001	7	nigoni
I	16660001	8	nigoni
I	16670001	10	nigoni
I	16680001	2	nigoni
I	16690001	9	nigoni
I	16700001	15	nigoni
I	16710001	12	nigoni
I	16720001	12	nigoni
I	16730001	4	nigoni
I	16740001	0	nigoni
II	1	27	nigoni
II	10001	30	nigoni
II	20001	28	nigoni
II	30001	31	nigoni
II	40001	19	nigoni
II	50001	0	nigoni
II	60001	15	nigoni
II	70001	6	nigoni
II	80001	15	nigoni
II	90001	10	nigoni
II	100001	8	nigoni
II	110001	2	nigoni
II	120001	4	nigoni
II	130001	12	nigoni
II	140001	3	nigoni
II	150001	3	nigoni
II	160001	5	nigoni
II	170001	6	nigoni
II	180001	5	nigoni
II	190001	6	nigoni
II	200001	2	nigoni
II	210001	5	nigoni
II	220001	5	nigoni
II	230001	11	nigoni
II	240001	8	nigoni
II	250001	5	nigoni
II	260001	11	nigoni
II	270001	13	nigoni
II	280001	13	nigoni
II	290001	6	nigoni
II	300001	6	nigoni
II	310001	16	nigoni
II	320001	7	nigoni
II	330001	14	nigoni
II	340001	22	nigoni
II	350001	30	nigoni
II	360001	22	nigoni
II	370001	27	nigoni
II	380001	16	nigoni
II	390001	24	nigoni
II	400001	29	nigoni
II	410001	15	nigoni
II	420001	31	nigoni
II	430001	27	nigoni
II	440001	36	nigoni
II	450001	20	nigoni
II	460001	22	nigoni
II	470001	31	nigoni
II	480001	17	nigoni
II	490001	19	nigoni
II	500001	29	nigoni
II	510001	24	nigoni
II	520001	31	nigoni
II	530001	10	nigoni
II	540001	10	nigoni
II	550001	9	nigoni
II	560001	11	nigoni
II	570001	14	nigoni
II	580001	4	nigoni
II	590001	21	nigoni
II	600001	57	nigoni
II	610001	26	nigoni
II	620001	30	nigoni
II	630001	20	nigoni
II	640001	39	nigoni
II	650001	37	nigoni
II	660001	32	nigoni
II	670001	36	nigoni
II	680001	39	nigoni
II	690001	32	nigoni
II	700001	37	nigoni
II	710001	25	nigoni
II	720001	33	nigoni
II	730001	29	nigoni
II	740001	26	nigoni
II	750001	24	nigoni
II	760001	27	nigoni
II	770001	25	nigoni
II	780001	17	nigoni
II	790001	33	nigoni
II	800001	36	nigoni
II	810001	29	nigoni
II	820001	29	nigoni
II	830001	34	nigoni
II	840001	28	nigoni
II	850001	15	nigoni
II	860001	19	nigoni
II	870001	40	nigoni
II	880001	53	nigoni
II	890001	35	nigoni
II	900001	36	nigoni
II	910001	45	nigoni
II	920001	24	nigoni
II	930001	34	nigoni
II	940001	27	nigoni
II	950001	30	nigoni
II	960001	29	nigoni
II	970001	36	nigoni
II	980001	35	nigoni
II	990001	26	nigoni
II	1000001	32	nigoni
II	1010001	31	nigoni
II	1020001	44	nigoni
II	1030001	21	nigoni
II	1040001	24	nigoni
II	1050001	40	nigoni
II	1060001	32	nigoni
II	1070001	33	nigoni
II	1080001	37	nigoni
II	1090001	25	nigoni
II	1100001	21	nigoni
II	1110001	39	nigoni
II	1120001	40	nigoni
II	1130001	30	nigoni
II	1140001	39	nigoni
II	1150001	35	nigoni
II	1160001	25	nigoni
II	1170001	33	nigoni
II	1180001	41	nigoni
II	1190001	27	nigoni
II	1200001	32	nigoni
II	1210001	33	nigoni
II	1220001	18	nigoni
II	1230001	14	nigoni
II	1240001	55	nigoni
II	1250001	20	nigoni
II	1260001	32	nigoni
II	1270001	14	nigoni
II	1280001	22	nigoni
II	1290001	20	nigoni
II	1300001	29	nigoni
II	1310001	39	nigoni
II	1320001	43	nigoni
II	1330001	31	nigoni
II	1340001	50	nigoni
II	1350001	26	nigoni
II	1360001	42	nigoni
II	1370001	47	nigoni
II	1380001	34	nigoni
II	1390001	50	nigoni
II	1400001	44	nigoni
II	1410001	34	nigoni
II	1420001	17	nigoni
II	1430001	22	nigoni
II	1440001	19	nigoni
II	1450001	30	nigoni
II	1460001	40	nigoni
II	1470001	32	nigoni
II	1480001	36	nigoni
II	1490001	41	nigoni
II	1500001	15	nigoni
II	1510001	31	nigoni
II	1520001	17	nigoni
II	1530001	21	nigoni
II	1540001	31	nigoni
II	1550001	22	nigoni
II	1560001	33	nigoni
II	1570001	8	nigoni
II	1580001	6	nigoni
II	1590001	14	nigoni
II	1600001	33	nigoni
II	1610001	33	nigoni
II	1620001	28	nigoni
II	1630001	29	nigoni
II	1640001	33	nigoni
II	1650001	30	nigoni
II	1660001	41	nigoni
II	1670001	37	nigoni
II	1680001	39	nigoni
II	1690001	31	nigoni
II	1700001	32	nigoni
II	1710001	38	nigoni
II	1720001	31	nigoni
II	1730001	27	nigoni
II	1740001	48	nigoni
II	1750001	37	nigoni
II	1760001	17	nigoni
II	1770001	26	nigoni
II	1780001	24	nigoni
II	1790001	36	nigoni
II	1800001	33	nigoni
II	1810001	22	nigoni
II	1820001	30	nigoni
II	1830001	24	nigoni
II	1840001	38	nigoni
II	1850001	35	nigoni
II	1860001	26	nigoni
II	1870001	19	nigoni
II	1880001	26	nigoni
II	1890001	37	nigoni
II	1900001	31	nigoni
II	1910001	20	nigoni
II	1920001	25	nigoni
II	1930001	50	nigoni
II	1940001	37	nigoni
II	1950001	35	nigoni
II	1960001	24	nigoni
II	1970001	38	nigoni
II	1980001	24	nigoni
II	1990001	29	nigoni
II	2000001	32	nigoni
II	2010001	31	nigoni
II	2020001	36	nigoni
II	2030001	27	nigoni
II	2040001	40	nigoni
II	2050001	31	nigoni
II	2060001	30	nigoni
II	2070001	16	nigoni
II	2080001	35	nigoni
II	2090001	34	nigoni
II	2100001	40	nigoni
II	2110001	40	nigoni
II	2120001	16	nigoni
II	2130001	9	nigoni
II	2140001	18	nigoni
II	2150001	38	nigoni
II	2160001	31	nigoni
II	2170001	24	nigoni
II	2180001	28	nigoni
II	2190001	25	nigoni
II	2200001	25	nigoni
II	2210001	26	nigoni
II	2220001	14	nigoni
II	2230001	27	nigoni
II	2240001	37	nigoni
II	2250001	28	nigoni
II	2260001	42	nigoni
II	2270001	16	nigoni
II	2280001	19	nigoni
II	2290001	28	nigoni
II	2300001	11	nigoni
II	2310001	8	nigoni
II	2320001	18	nigoni
II	2330001	16	nigoni
II	2340001	12	nigoni
II	2350001	6	nigoni
II	2360001	3	nigoni
II	2370001	7	nigoni
II	2380001	20	nigoni
II	2390001	37	nigoni
II	2400001	41	nigoni
II	2410001	15	nigoni
II	2420001	38	nigoni
II	2430001	28	nigoni
II	2440001	20	nigoni
II	2450001	50	nigoni
II	2460001	36	nigoni
II	2470001	28	nigoni
II	2480001	26	nigoni
II	2490001	27	nigoni
II	2500001	26	nigoni
II	2510001	41	nigoni
II	2520001	32	nigoni
II	2530001	35	nigoni
II	2540001	25	nigoni
II	2550001	29	nigoni
II	2560001	9	nigoni
II	2570001	25	nigoni
II	2580001	16	nigoni
II	2590001	22	nigoni
II	2600001	17	nigoni
II	2610001	29	nigoni
II	2620001	21	nigoni
II	2630001	26	nigoni
II	2640001	28	nigoni
II	2650001	37	nigoni
II	2660001	44	nigoni
II	2670001	23	nigoni
II	2680001	10	nigoni
II	2690001	33	nigoni
II	2700001	11	nigoni
II	2710001	9	nigoni
II	2720001	28	nigoni
II	2730001	28	nigoni
II	2740001	31	nigoni
II	2750001	20	nigoni
II	2760001	21	nigoni
II	2770001	21	nigoni
II	2780001	24	nigoni
II	2790001	22	nigoni
II	2800001	17	nigoni
II	2810001	42	nigoni
II	2820001	13	nigoni
II	2830001	17	nigoni
II	2840001	23	nigoni
II	2850001	21	nigoni
II	2860001	25	nigoni
II	2870001	22	nigoni
II	2880001	29	nigoni
II	2890001	31	nigoni
II	2900001	24	nigoni
II	2910001	41	nigoni
II	2920001	14	nigoni
II	2930001	34	nigoni
II	2940001	9	nigoni
II	2950001	23	nigoni
II	2960001	22	nigoni
II	2970001	22	nigoni
II	2980001	25	nigoni
II	2990001	17	nigoni
II	3000001	11	nigoni
II	3010001	9	nigoni
II	3020001	25	nigoni
II	3030001	22	nigoni
II	3040001	26	nigoni
II	3050001	31	nigoni
II	3060001	25	nigoni
II	3070001	30	nigoni
II	3080001	19	nigoni
II	3090001	23	nigoni
II	3100001	19	nigoni
II	3110001	8	nigoni
II	3120001	11	nigoni
II	3130001	33	nigoni
II	3140001	33	nigoni
II	3150001	20	nigoni
II	3160001	29	nigoni
II	3170001	20	nigoni
II	3180001	21	nigoni
II	3190001	34	nigoni
II	3200001	30	nigoni
II	3210001	17	nigoni
II	3220001	24	nigoni
II	3230001	24	nigoni
II	3240001	26	nigoni
II	3250001	27	nigoni
II	3260001	17	nigoni
II	3270001	38	nigoni
II	3280001	12	nigoni
II	3290001	35	nigoni
II	3300001	39	nigoni
II	3310001	36	nigoni
II	3320001	42	nigoni
II	3330001	29	nigoni
II	3340001	22	nigoni
II	3350001	40	nigoni
II	3360001	20	nigoni
II	3370001	34	nigoni
II	3380001	22	nigoni
II	3390001	25	nigoni
II	3400001	22	nigoni
II	3410001	30	nigoni
II	3420001	30	nigoni
II	3430001	31	nigoni
II	3440001	23	nigoni
II	3450001	1	nigoni
II	3460001	28	nigoni
II	3470001	31	nigoni
II	3480001	28	nigoni
II	3490001	32	nigoni
II	3500001	34	nigoni
II	3510001	15	nigoni
II	3520001	17	nigoni
II	3530001	15	nigoni
II	3540001	21	nigoni
II	3550001	26	nigoni
II	3560001	26	nigoni
II	3570001	23	nigoni
II	3580001	10	nigoni
II	3590001	21	nigoni
II	3600001	25	nigoni
II	3610001	35	nigoni
II	3620001	21	nigoni
II	3630001	28	nigoni
II	3640001	17	nigoni
II	3650001	22	nigoni
II	3660001	36	nigoni
II	3670001	34	nigoni
II	3680001	7	nigoni
II	3690001	40	nigoni
II	3700001	27	nigoni
II	3710001	43	nigoni
II	3720001	12	nigoni
II	3730001	14	nigoni
II	3740001	14	nigoni
II	3750001	6	nigoni
II	3760001	16	nigoni
II	3770001	37	nigoni
II	3780001	19	nigoni
II	3790001	12	nigoni
II	3800001	16	nigoni
II	3810001	33	nigoni
II	3820001	33	nigoni
II	3830001	5	nigoni
II	3840001	7	nigoni
II	3850001	24	nigoni
II	3860001	30	nigoni
II	3870001	21	nigoni
II	3880001	32	nigoni
II	3890001	36	nigoni
II	3900001	6	nigoni
II	3910001	19	nigoni
II	3920001	3	nigoni
II	3930001	21	nigoni
II	3940001	23	nigoni
II	3950001	29	nigoni
II	3960001	17	nigoni
II	3970001	13	nigoni
II	3980001	13	nigoni
II	3990001	41	nigoni
II	4000001	25	nigoni
II	4010001	23	nigoni
II	4020001	22	nigoni
II	4030001	3	nigoni
II	4040001	24	nigoni
II	4050001	10	nigoni
II	4060001	30	nigoni
II	4070001	32	nigoni
II	4080001	24	nigoni
II	4090001	22	nigoni
II	4100001	35	nigoni
II	4110001	46	nigoni
II	4120001	13	nigoni
II	4130001	20	nigoni
II	4140001	28	nigoni
II	4150001	31	nigoni
II	4160001	26	nigoni
II	4170001	24	nigoni
II	4180001	26	nigoni
II	4190001	13	nigoni
II	4200001	31	nigoni
II	4210001	26	nigoni
II	4220001	27	nigoni
II	4230001	14	nigoni
II	4240001	17	nigoni
II	4250001	21	nigoni
II	4260001	28	nigoni
II	4270001	25	nigoni
II	4280001	13	nigoni
II	4290001	9	nigoni
II	4300001	11	nigoni
II	4310001	41	nigoni
II	4320001	24	nigoni
II	4330001	21	nigoni
II	4340001	17	nigoni
II	4350001	17	nigoni
II	4360001	27	nigoni
II	4370001	28	nigoni
II	4380001	32	nigoni
II	4390001	28	nigoni
II	4400001	16	nigoni
II	4410001	18	nigoni
II	4420001	18	nigoni
II	4430001	22	nigoni
II	4440001	39	nigoni
II	4450001	23	nigoni
II	4460001	11	nigoni
II	4470001	17	nigoni
II	4480001	27	nigoni
II	4490001	30	nigoni
II	4500001	14	nigoni
II	4510001	27	nigoni
II	4520001	20	nigoni
II	4530001	26	nigoni
II	4540001	30	nigoni
II	4550001	41	nigoni
II	4560001	29	nigoni
II	4570001	41	nigoni
II	4580001	39	nigoni
II	4590001	22	nigoni
II	4600001	25	nigoni
II	4610001	37	nigoni
II	4620001	18	nigoni
II	4630001	19	nigoni
II	4640001	32	nigoni
II	4650001	25	nigoni
II	4660001	33	nigoni
II	4670001	31	nigoni
II	4680001	17	nigoni
II	4690001	12	nigoni
II	4700001	30	nigoni
II	4710001	40	nigoni
II	4720001	35	nigoni
II	4730001	14	nigoni
II	4740001	31	nigoni
II	4750001	30	nigoni
II	4760001	14	nigoni
II	4770001	25	nigoni
II	4780001	29	nigoni
II	4790001	14	nigoni
II	4800001	23	nigoni
II	4810001	10	nigoni
II	4820001	28	nigoni
II	4830001	20	nigoni
II	4840001	27	nigoni
II	4850001	19	nigoni
II	4860001	29	nigoni
II	4870001	24	nigoni
II	4880001	24	nigoni
II	4890001	30	nigoni
II	4900001	24	nigoni
II	4910001	23	nigoni
II	4920001	17	nigoni
II	4930001	23	nigoni
II	4940001	21	nigoni
II	4950001	15	nigoni
II	4960001	39	nigoni
II	4970001	26	nigoni
II	4980001	33	nigoni
II	4990001	25	nigoni
II	5000001	23	nigoni
II	5010001	32	nigoni
II	5020001	39	nigoni
II	5030001	21	nigoni
II	5040001	31	nigoni
II	5050001	33	nigoni
II	5060001	20	nigoni
II	5070001	3	nigoni
II	5080001	15	nigoni
II	5090001	26	nigoni
II	5100001	24	nigoni
II	5110001	8	nigoni
II	5120001	28	nigoni
II	5130001	15	nigoni
II	5140001	28	nigoni
II	5150001	37	nigoni
II	5160001	30	nigoni
II	5170001	19	nigoni
II	5180001	33	nigoni
II	5190001	40	nigoni
II	5200001	31	nigoni
II	5210001	41	nigoni
II	5220001	33	nigoni
II	5230001	25	nigoni
II	5240001	45	nigoni
II	5250001	11	nigoni
II	5260001	25	nigoni
II	5270001	11	nigoni
II	5280001	26	nigoni
II	5290001	25	nigoni
II	5300001	16	nigoni
II	5310001	3	nigoni
II	5320001	16	nigoni
II	5330001	29	nigoni
II	5340001	33	nigoni
II	5350001	29	nigoni
II	5360001	20	nigoni
II	5370001	11	nigoni
II	5380001	35	nigoni
II	5390001	26	nigoni
II	5400001	22	nigoni
II	5410001	14	nigoni
II	5420001	35	nigoni
II	5430001	15	nigoni
II	5440001	25	nigoni
II	5450001	20	nigoni
II	5460001	7	nigoni
II	5470001	19	nigoni
II	5480001	22	nigoni
II	5490001	27	nigoni
II	5500001	28	nigoni
II	5510001	19	nigoni
II	5520001	17	nigoni
II	5530001	20	nigoni
II	5540001	3	nigoni
II	5550001	21	nigoni
II	5560001	21	nigoni
II	5570001	12	nigoni
II	5580001	17	nigoni
II	5590001	20	nigoni
II	5600001	11	nigoni
II	5610001	20	nigoni
II	5620001	17	nigoni
II	5630001	29	nigoni
II	5640001	22	nigoni
II	5650001	26	nigoni
II	5660001	19	nigoni
II	5670001	24	nigoni
II	5680001	44	nigoni
II	5690001	16	nigoni
II	5700001	25	nigoni
II	5710001	6	nigoni
II	5720001	20	nigoni
II	5730001	18	nigoni
II	5740001	20	nigoni
II	5750001	14	nigoni
II	5760001	9	nigoni
II	5770001	12	nigoni
II	5780001	19	nigoni
II	5790001	28	nigoni
II	5800001	8	nigoni
II	5810001	22	nigoni
II	5820001	16	nigoni
II	5830001	6	nigoni
II	5840001	2	nigoni
II	5850001	20	nigoni
II	5860001	16	nigoni
II	5870001	17	nigoni
II	5880001	15	nigoni
II	5890001	12	nigoni
II	5900001	7	nigoni
II	5910001	4	nigoni
II	5920001	4	nigoni
II	5930001	22	nigoni
II	5940001	30	nigoni
II	5950001	34	nigoni
II	5960001	24	nigoni
II	5970001	23	nigoni
II	5980001	18	nigoni
II	5990001	30	nigoni
II	6000001	19	nigoni
II	6010001	22	nigoni
II	6020001	28	nigoni
II	6030001	27	nigoni
II	6040001	33	nigoni
II	6050001	39	nigoni
II	6060001	9	nigoni
II	6070001	13	nigoni
II	6080001	34	nigoni
II	6090001	20	nigoni
II	6100001	31	nigoni
II	6110001	26	nigoni
II	6120001	16	nigoni
II	6130001	24	nigoni
II	6140001	19	nigoni
II	6150001	25	nigoni
II	6160001	28	nigoni
II	6170001	13	nigoni
II	6180001	30	nigoni
II	6190001	38	nigoni
II	6200001	17	nigoni
II	6210001	28	nigoni
II	6220001	27	nigoni
II	6230001	23	nigoni
II	6240001	33	nigoni
II	6250001	22	nigoni
II	6260001	25	nigoni
II	6270001	24	nigoni
II	6280001	27	nigoni
II	6290001	20	nigoni
II	6300001	23	nigoni
II	6310001	29	nigoni
II	6320001	23	nigoni
II	6330001	38	nigoni
II	6340001	23	nigoni
II	6350001	26	nigoni
II	6360001	18	nigoni
II	6370001	19	nigoni
II	6380001	21	nigoni
II	6390001	33	nigoni
II	6400001	35	nigoni
II	6410001	36	nigoni
II	6420001	38	nigoni
II	6430001	25	nigoni
II	6440001	20	nigoni
II	6450001	22	nigoni
II	6460001	25	nigoni
II	6470001	21	nigoni
II	6480001	11	nigoni
II	6490001	36	nigoni
II	6500001	25	nigoni
II	6510001	25	nigoni
II	6520001	21	nigoni
II	6530001	21	nigoni
II	6540001	29	nigoni
II	6550001	45	nigoni
II	6560001	14	nigoni
II	6570001	19	nigoni
II	6580001	32	nigoni
II	6590001	8	nigoni
II	6600001	28	nigoni
II	6610001	7	nigoni
II	6620001	33	nigoni
II	6630001	23	nigoni
II	6640001	25	nigoni
II	6650001	28	nigoni
II	6660001	22	nigoni
II	6670001	2	nigoni
II	6680001	5	nigoni
II	6690001	24	nigoni
II	6700001	21	nigoni
II	6710001	31	nigoni
II	6720001	23	nigoni
II	6730001	20	nigoni
II	6740001	18	nigoni
II	6750001	24	nigoni
II	6760001	22	nigoni
II	6770001	17	nigoni
II	6780001	30	nigoni
II	6790001	34	nigoni
II	6800001	27	nigoni
II	6810001	30	nigoni
II	6820001	19	nigoni
II	6830001	33	nigoni
II	6840001	20	nigoni
II	6850001	13	nigoni
II	6860001	17	nigoni
II	6870001	21	nigoni
II	6880001	2	nigoni
II	6890001	10	nigoni
II	6900001	25	nigoni
II	6910001	27	nigoni
II	6920001	26	nigoni
II	6930001	30	nigoni
II	6940001	9	nigoni
II	6950001	23	nigoni
II	6960001	13	nigoni
II	6970001	18	nigoni
II	6980001	12	nigoni
II	6990001	25	nigoni
II	7000001	20	nigoni
II	7010001	17	nigoni
II	7020001	22	nigoni
II	7030001	13	nigoni
II	7040001	10	nigoni
II	7050001	33	nigoni
II	7060001	5	nigoni
II	7070001	22	nigoni
II	7080001	27	nigoni
II	7090001	26	nigoni
II	7100001	14	nigoni
II	7110001	23	nigoni
II	7120001	17	nigoni
II	7130001	12	nigoni
II	7140001	17	nigoni
II	7150001	15	nigoni
II	7160001	1	nigoni
II	7170001	33	nigoni
II	7180001	25	nigoni
II	7190001	24	nigoni
II	7200001	18	nigoni
II	7210001	18	nigoni
II	7220001	11	nigoni
II	7230001	6	nigoni
II	7240001	22	nigoni
II	7250001	7	nigoni
II	7260001	18	nigoni
II	7270001	16	nigoni
II	7280001	18	nigoni
II	7290001	14	nigoni
II	7300001	15	nigoni
II	7310001	0	nigoni
II	7320001	12	nigoni
II	7330001	16	nigoni
II	7340001	8	nigoni
II	7350001	0	nigoni
II	7360001	6	nigoni
II	7370001	7	nigoni
II	7380001	4	nigoni
II	7390001	14	nigoni
II	7400001	3	nigoni
II	7410001	7	nigoni
II	7420001	23	nigoni
II	7430001	18	nigoni
II	7440001	5	nigoni
II	7450001	22	nigoni
II	7460001	19	nigoni
II	7470001	9	nigoni
II	7480001	4	nigoni
II	7490001	0	nigoni
II	7500001	18	nigoni
II	7510001	8	nigoni
II	7520001	18	nigoni
II	7530001	24	nigoni
II	7540001	27	nigoni
II	7550001	17	nigoni
II	7560001	16	nigoni
II	7570001	22	nigoni
II	7580001	16	nigoni
II	7590001	12	nigoni
II	7600001	23	nigoni
II	7610001	23	nigoni
II	7620001	22	nigoni
II	7630001	13	nigoni
II	7640001	16	nigoni
II	7650001	22	nigoni
II	7660001	21	nigoni
II	7670001	5	nigoni
II	7680001	16	nigoni
II	7690001	17	nigoni
II	7700001	28	nigoni
II	7710001	10	nigoni
II	7720001	9	nigoni
II	7730001	3	nigoni
II	7740001	18	nigoni
II	7750001	24	nigoni
II	7760001	19	nigoni
II	7770001	18	nigoni
II	7780001	15	nigoni
II	7790001	7	nigoni
II	7800001	15	nigoni
II	7810001	6	nigoni
II	7820001	16	nigoni
II	7830001	26	nigoni
II	7840001	10	nigoni
II	7850001	4	nigoni
II	7860001	15	nigoni
II	7870001	11	nigoni
II	7880001	9	nigoni
II	7890001	3	nigoni
II	7900001	7	nigoni
II	7910001	12	nigoni
II	7920001	16	nigoni
II	7930001	15	nigoni
II	7940001	16	nigoni
II	7950001	26	nigoni
II	7960001	15	nigoni
II	7970001	7	nigoni
II	7980001	12	nigoni
II	7990001	16	nigoni
II	8000001	12	nigoni
II	8010001	10	nigoni
II	8020001	15	nigoni
II	8030001	8	nigoni
II	8040001	17	nigoni
II	8050001	7	nigoni
II	8060001	19	nigoni
II	8070001	19	nigoni
II	8080001	13	nigoni
II	8090001	20	nigoni
II	8100001	23	nigoni
II	8110001	11	nigoni
II	8120001	2	nigoni
II	8130001	12	nigoni
II	8140001	16	nigoni
II	8150001	20	nigoni
II	8160001	18	nigoni
II	8170001	21	nigoni
II	8180001	13	nigoni
II	8190001	22	nigoni
II	8200001	22	nigoni
II	8210001	11	nigoni
II	8220001	17	nigoni
II	8230001	12	nigoni
II	8240001	17	nigoni
II	8250001	4	nigoni
II	8260001	12	nigoni
II	8270001	14	nigoni
II	8280001	16	nigoni
II	8290001	10	nigoni
II	8300001	15	nigoni
II	8310001	18	nigoni
II	8320001	11	nigoni
II	8330001	15	nigoni
II	8340001	6	nigoni
II	8350001	24	nigoni
II	8360001	16	nigoni
II	8370001	12	nigoni
II	8380001	22	nigoni
II	8390001	13	nigoni
II	8400001	24	nigoni
II	8410001	10	nigoni
II	8420001	12	nigoni
II	8430001	5	nigoni
II	8440001	7	nigoni
II	8450001	6	nigoni
II	8460001	19	nigoni
II	8470001	2	nigoni
II	8480001	6	nigoni
II	8490001	17	nigoni
II	8500001	19	nigoni
II	8510001	13	nigoni
II	8520001	18	nigoni
II	8530001	7	nigoni
II	8540001	9	nigoni
II	8550001	11	nigoni
II	8560001	24	nigoni
II	8570001	16	nigoni
II	8580001	14	nigoni
II	8590001	6	nigoni
II	8600001	12	nigoni
II	8610001	11	nigoni
II	8620001	12	nigoni
II	8630001	22	nigoni
II	8640001	10	nigoni
II	8650001	17	nigoni
II	8660001	12	nigoni
II	8670001	20	nigoni
II	8680001	4	nigoni
II	8690001	3	nigoni
II	8700001	24	nigoni
II	8710001	25	nigoni
II	8720001	28	nigoni
II	8730001	21	nigoni
II	8740001	3	nigoni
II	8750001	3	nigoni
II	8760001	2	nigoni
II	8770001	18	nigoni
II	8780001	6	nigoni
II	8790001	8	nigoni
II	8800001	11	nigoni
II	8810001	17	nigoni
II	8820001	20	nigoni
II	8830001	17	nigoni
II	8840001	13	nigoni
II	8850001	13	nigoni
II	8860001	8	nigoni
II	8870001	6	nigoni
II	8880001	16	nigoni
II	8890001	22	nigoni
II	8900001	26	nigoni
II	8910001	6	nigoni
II	8920001	1	nigoni
II	8930001	1	nigoni
II	8940001	9	nigoni
II	8950001	18	nigoni
II	8960001	7	nigoni
II	8970001	13	nigoni
II	8980001	12	nigoni
II	8990001	19	nigoni
II	9000001	45	nigoni
II	9010001	14	nigoni
II	9020001	2	nigoni
II	9030001	7	nigoni
II	9040001	7	nigoni
II	9050001	5	nigoni
II	9060001	10	nigoni
II	9070001	40	nigoni
II	9080001	6	nigoni
II	9090001	12	nigoni
II	9100001	13	nigoni
II	9110001	6	nigoni
II	9120001	3	nigoni
II	9130001	8	nigoni
II	9140001	11	nigoni
II	9150001	11	nigoni
II	9160001	22	nigoni
II	9170001	16	nigoni
II	9180001	16	nigoni
II	9190001	18	nigoni
II	9200001	6	nigoni
II	9210001	8	nigoni
II	9220001	6	nigoni
II	9230001	9	nigoni
II	9240001	5	nigoni
II	9250001	14	nigoni
II	9260001	12	nigoni
II	9270001	4	nigoni
II	9280001	4	nigoni
II	9290001	3	nigoni
II	9300001	16	nigoni
II	9310001	6	nigoni
II	9320001	5	nigoni
II	9330001	9	nigoni
II	9340001	8	nigoni
II	9350001	4	nigoni
II	9360001	7	nigoni
II	9370001	5	nigoni
II	9380001	9	nigoni
II	9390001	11	nigoni
II	9400001	4	nigoni
II	9410001	22	nigoni
II	9420001	4	nigoni
II	9430001	10	nigoni
II	9440001	1	nigoni
II	9450001	6	nigoni
II	9460001	15	nigoni
II	9470001	17	nigoni
II	9480001	16	nigoni
II	9490001	3	nigoni
II	9500001	13	nigoni
II	9510001	12	nigoni
II	9520001	1	nigoni
II	9530001	10	nigoni
II	9540001	14	nigoni
II	9550001	15	nigoni
II	9560001	15	nigoni
II	9570001	21	nigoni
II	9580001	4	nigoni
II	9590001	17	nigoni
II	9600001	17	nigoni
II	9610001	7	nigoni
II	9620001	5	nigoni
II	9630001	12	nigoni
II	9640001	7	nigoni
II	9650001	5	nigoni
II	9660001	21	nigoni
II	9670001	11	nigoni
II	9680001	9	nigoni
II	9690001	10	nigoni
II	9700001	5	nigoni
II	9710001	10	nigoni
II	9720001	13	nigoni
II	9730001	15	nigoni
II	9740001	16	nigoni
II	9750001	16	nigoni
II	9760001	16	nigoni
II	9770001	28	nigoni
II	9780001	17	nigoni
II	9790001	9	nigoni
II	9800001	14	nigoni
II	9810001	23	nigoni
II	9820001	18	nigoni
II	9830001	1	nigoni
II	9840001	12	nigoni
II	9850001	17	nigoni
II	9860001	27	nigoni
II	9870001	1	nigoni
II	9880001	14	nigoni
II	9890001	10	nigoni
II	9900001	8	nigoni
II	9910001	4	nigoni
II	9920001	12	nigoni
II	9930001	23	nigoni
II	9940001	15	nigoni
