Chr	BP	num_rep	species	norm_dist_center
IV	18070001	1894	inopinata	0.359754
IV	18080001	394	inopinata	0.36023
IV	18090001	713	inopinata	0.360705
IV	18100001	5769	inopinata	0.361181
IV	18110001	5626	inopinata	0.361657
IV	18120001	2917	inopinata	0.362133
IV	18130001	3059	inopinata	0.362609
IV	18140001	2697	inopinata	0.363084
IV	18150001	5249	inopinata	0.36356
IV	18160001	5051	inopinata	0.364036
IV	18170001	2601	inopinata	0.364512
IV	18180001	2891	inopinata	0.364988
IV	18190001	257	inopinata	0.365463
IV	18200001	989	inopinata	0.365939
IV	18210001	1583	inopinata	0.366415
IV	18220001	3949	inopinata	0.366891
IV	18230001	5930	inopinata	0.367367
IV	18240001	2432	inopinata	0.367842
IV	18250001	950	inopinata	0.368318
IV	18260001	1137	inopinata	0.368794
IV	18270001	4030	inopinata	0.36927
IV	18280001	2160	inopinata	0.369745
IV	18290001	3860	inopinata	0.370221
IV	18300001	5865	inopinata	0.370697
IV	18310001	5709	inopinata	0.371173
IV	18320001	7886	inopinata	0.371649
IV	18330001	9053	inopinata	0.372124
IV	18340001	3619	inopinata	0.3726
IV	18350001	2261	inopinata	0.373076
IV	18360001	2519	inopinata	0.373552
IV	18370001	732	inopinata	0.374028
IV	18380001	967	inopinata	0.374503
IV	18390001	1934	inopinata	0.374979
IV	18400001	473	inopinata	0.375455
IV	18410001	1607	inopinata	0.375931
IV	18420001	709	inopinata	0.376407
IV	18430001	827	inopinata	0.376882
IV	18440001	2744	inopinata	0.377358
IV	18450001	6541	inopinata	0.377834
IV	18460001	6221	inopinata	0.37831
IV	18470001	6548	inopinata	0.378786
IV	18480001	6239	inopinata	0.379261
IV	18490001	6023	inopinata	0.379737
IV	18500001	3774	inopinata	0.380213
IV	18510001	5770	inopinata	0.380689
IV	18520001	4889	inopinata	0.381164
IV	18530001	5293	inopinata	0.38164
IV	18540001	4478	inopinata	0.382116
IV	18550001	2471	inopinata	0.382592
IV	18560001	6986	inopinata	0.383068
IV	18570001	6586	inopinata	0.383543
IV	18580001	3613	inopinata	0.384019
IV	18590001	5221	inopinata	0.384495
IV	18600001	5284	inopinata	0.384971
IV	18610001	2308	inopinata	0.385447
IV	18620001	2222	inopinata	0.385922
IV	18630001	536	inopinata	0.386398
IV	18640001	2872	inopinata	0.386874
IV	18650001	6202	inopinata	0.38735
IV	18660001	1755	inopinata	0.387826
IV	18670001	3757	inopinata	0.388301
IV	18680001	3208	inopinata	0.388777
IV	18690001	412	inopinata	0.389253
IV	18700001	19	inopinata	0.389729
IV	18710001	1666	inopinata	0.390204
IV	18720001	3297	inopinata	0.39068
IV	18730001	4107	inopinata	0.391156
IV	18740001	2810	inopinata	0.391632
IV	18750001	5877	inopinata	0.392108
IV	18760001	2395	inopinata	0.392583
IV	18770001	5534	inopinata	0.393059
IV	18780001	719	inopinata	0.393535
IV	18790001	1572	inopinata	0.394011
IV	18800001	2574	inopinata	0.394487
IV	18810001	63	inopinata	0.394962
IV	18820001	1680	inopinata	0.395438
IV	18830001	2546	inopinata	0.395914
IV	18840001	6185	inopinata	0.39639
IV	18850001	4976	inopinata	0.396866
IV	18860001	7100	inopinata	0.397341
IV	18870001	127	inopinata	0.397817
IV	18880001	3293	inopinata	0.398293
IV	18890001	3906	inopinata	0.398769
IV	18900001	2183	inopinata	0.399245
IV	18910001	1625	inopinata	0.39972
IV	18920001	2456	inopinata	0.400196
IV	18930001	937	inopinata	0.400672
IV	18940001	1367	inopinata	0.401148
IV	18950001	1954	inopinata	0.401623
IV	18960001	881	inopinata	0.402099
IV	18970001	90	inopinata	0.402575
IV	18980001	2401	inopinata	0.403051
IV	18990001	332	inopinata	0.403527
IV	19000001	642	inopinata	0.404002
IV	19010001	426	inopinata	0.404478
IV	19020001	3869	inopinata	0.404954
IV	19030001	6294	inopinata	0.40543
IV	19040001	6888	inopinata	0.405906
IV	19050001	6317	inopinata	0.406381
IV	19060001	6954	inopinata	0.406857
IV	19070001	1717	inopinata	0.407333
IV	19080001	3293	inopinata	0.407809
IV	19090001	3313	inopinata	0.408285
IV	19100001	3108	inopinata	0.40876
IV	19110001	4582	inopinata	0.409236
IV	19120001	2597	inopinata	0.409712
IV	19130001	2400	inopinata	0.410188
IV	19140001	2721	inopinata	0.410663
IV	19150001	1203	inopinata	0.411139
IV	19160001	7571	inopinata	0.411615
IV	19170001	5323	inopinata	0.412091
IV	19180001	6560	inopinata	0.412567
IV	19190001	7590	inopinata	0.413042
IV	19200001	932	inopinata	0.413518
IV	19210001	1390	inopinata	0.413994
IV	19220001	1319	inopinata	0.41447
IV	19230001	4778	inopinata	0.414946
IV	19240001	3519	inopinata	0.415421
IV	19250001	2032	inopinata	0.415897
IV	19260001	2466	inopinata	0.416373
IV	19270001	3495	inopinata	0.416849
IV	19280001	1066	inopinata	0.417325
IV	19290001	5378	inopinata	0.4178
IV	19300001	2395	inopinata	0.418276
IV	19310001	2815	inopinata	0.418752
IV	19320001	2440	inopinata	0.419228
IV	19330001	6717	inopinata	0.419704
IV	19340001	2747	inopinata	0.420179
IV	19350001	4519	inopinata	0.420655
IV	19360001	2070	inopinata	0.421131
IV	19370001	2247	inopinata	0.421607
IV	19380001	2458	inopinata	0.422082
IV	19390001	3638	inopinata	0.422558
IV	19400001	4776	inopinata	0.423034
IV	19410001	3642	inopinata	0.42351
IV	19420001	1485	inopinata	0.423986
IV	19430001	1789	inopinata	0.424461
IV	19440001	882	inopinata	0.424937
IV	19450001	180	inopinata	0.425413
IV	19460001	861	inopinata	0.425889
IV	19470001	2894	inopinata	0.426365
IV	19480001	3048	inopinata	0.42684
IV	19490001	3619	inopinata	0.427316
IV	19500001	1847	inopinata	0.427792
IV	19510001	4505	inopinata	0.428268
IV	19520001	6365	inopinata	0.428744
IV	19530001	2115	inopinata	0.429219
IV	19540001	4998	inopinata	0.429695
IV	19550001	6015	inopinata	0.430171
IV	19560001	2706	inopinata	0.430647
IV	19570001	416	inopinata	0.431122
IV	19580001	360	inopinata	0.431598
IV	19590001	1729	inopinata	0.432074
IV	19600001	3154	inopinata	0.43255
IV	19610001	4278	inopinata	0.433026
IV	19620001	5977	inopinata	0.433501
IV	19630001	4373	inopinata	0.433977
IV	19640001	1205	inopinata	0.434453
IV	19650001	5449	inopinata	0.434929
IV	19660001	3839	inopinata	0.435405
IV	19670001	4435	inopinata	0.43588
IV	19680001	3343	inopinata	0.436356
IV	19690001	3787	inopinata	0.436832
IV	19700001	5180	inopinata	0.437308
IV	19710001	2735	inopinata	0.437784
IV	19720001	129	inopinata	0.438259
IV	19730001	874	inopinata	0.438735
IV	19740001	2169	inopinata	0.439211
IV	19750001	899	inopinata	0.439687
IV	19760001	2099	inopinata	0.440163
IV	19770001	4699	inopinata	0.440638
IV	19780001	1985	inopinata	0.441114
IV	19790001	2971	inopinata	0.44159
IV	19800001	8630	inopinata	0.442066
IV	19810001	7006	inopinata	0.442541
IV	19820001	8266	inopinata	0.443017
IV	19830001	8068	inopinata	0.443493
IV	19840001	6874	inopinata	0.443969
IV	19850001	5346	inopinata	0.444445
IV	19860001	4243	inopinata	0.44492
IV	19870001	5454	inopinata	0.445396
IV	19880001	2584	inopinata	0.445872
IV	19890001	892	inopinata	0.446348
IV	19900001	1046	inopinata	0.446824
IV	19910001	2274	inopinata	0.447299
IV	19920001	3283	inopinata	0.447775
IV	19930001	921	inopinata	0.448251
IV	19940001	3498	inopinata	0.448727
IV	19950001	4169	inopinata	0.449203
IV	19960001	4578	inopinata	0.449678
IV	19970001	790	inopinata	0.450154
IV	19980001	1863	inopinata	0.45063
IV	19990001	6598	inopinata	0.451106
IV	20000001	1488	inopinata	0.451581
IV	20010001	3980	inopinata	0.452057
IV	20020001	3155	inopinata	0.452533
IV	20030001	1704	inopinata	0.453009
IV	20040001	4415	inopinata	0.453485
IV	20050001	4139	inopinata	0.45396
IV	20060001	4957	inopinata	0.454436
IV	20070001	6139	inopinata	0.454912
IV	20080001	4196	inopinata	0.455388
IV	20090001	1560	inopinata	0.455864
IV	20100001	1282	inopinata	0.456339
IV	20110001	3494	inopinata	0.456815
IV	20120001	5072	inopinata	0.457291
IV	20130001	1983	inopinata	0.457767
IV	20140001	3302	inopinata	0.458243
IV	20150001	3423	inopinata	0.458718
IV	20160001	3940	inopinata	0.459194
IV	20170001	5961	inopinata	0.45967
IV	20180001	6583	inopinata	0.460146
IV	20190001	6482	inopinata	0.460622
IV	20200001	4749	inopinata	0.461097
IV	20210001	5255	inopinata	0.461573
IV	20220001	5675	inopinata	0.462049
IV	20230001	1402	inopinata	0.462525
IV	20240001	3006	inopinata	0.463
IV	20250001	5127	inopinata	0.463476
IV	20260001	2462	inopinata	0.463952
IV	20270001	3227	inopinata	0.464428
IV	20280001	1633	inopinata	0.464904
IV	20290001	3961	inopinata	0.465379
IV	20300001	2982	inopinata	0.465855
IV	20310001	2425	inopinata	0.466331
IV	20320001	1208	inopinata	0.466807
IV	20330001	274	inopinata	0.467283
IV	20340001	3591	inopinata	0.467758
IV	20350001	194	inopinata	0.468234
IV	20360001	1562	inopinata	0.46871
IV	20370001	1188	inopinata	0.469186
IV	20380001	1224	inopinata	0.469662
IV	20390001	4070	inopinata	0.470137
IV	20400001	4175	inopinata	0.470613
IV	20410001	1776	inopinata	0.471089
IV	20420001	850	inopinata	0.471565
IV	20430001	367	inopinata	0.47204
IV	20440001	6662	inopinata	0.472516
IV	20450001	618	inopinata	0.472992
IV	20460001	3087	inopinata	0.473468
IV	20470001	273	inopinata	0.473944
IV	20480001	1069	inopinata	0.474419
IV	20490001	3287	inopinata	0.474895
IV	20500001	3026	inopinata	0.475371
IV	20510001	3345	inopinata	0.475847
IV	20520001	629	inopinata	0.476323
IV	20530001	911	inopinata	0.476798
IV	20540001	1711	inopinata	0.477274
IV	20550001	123	inopinata	0.47775
IV	20560001	1737	inopinata	0.478226
IV	20570001	2176	inopinata	0.478702
IV	20580001	2255	inopinata	0.479177
IV	20590001	1164	inopinata	0.479653
IV	20600001	3733	inopinata	0.480129
IV	20610001	750	inopinata	0.480605
IV	20620001	3282	inopinata	0.481081
IV	20630001	1383	inopinata	0.481556
IV	20640001	2915	inopinata	0.482032
IV	20650001	828	inopinata	0.482508
IV	20660001	1499	inopinata	0.482984
IV	20670001	888	inopinata	0.483459
IV	20680001	1385	inopinata	0.483935
IV	20690001	2574	inopinata	0.484411
IV	20700001	1830	inopinata	0.484887
IV	20710001	1240	inopinata	0.485363
IV	20720001	2682	inopinata	0.485838
IV	20730001	3327	inopinata	0.486314
IV	20740001	2797	inopinata	0.48679
IV	20750001	1367	inopinata	0.487266
IV	20760001	1505	inopinata	0.487742
IV	20770001	1455	inopinata	0.488217
IV	20780001	1660	inopinata	0.488693
IV	20790001	687	inopinata	0.489169
IV	20800001	1439	inopinata	0.489645
IV	20810001	3474	inopinata	0.490121
IV	20820001	331	inopinata	0.490596
IV	20830001	1701	inopinata	0.491072
IV	20840001	2091	inopinata	0.491548
IV	20850001	6420	inopinata	0.492024
IV	20860001	2653	inopinata	0.492499
IV	20870001	1347	inopinata	0.492975
IV	20880001	3146	inopinata	0.493451
IV	20890001	4816	inopinata	0.493927
IV	20900001	2768	inopinata	0.494403
IV	20910001	5258	inopinata	0.494878
IV	20920001	609	inopinata	0.495354
IV	20930001	2194	inopinata	0.49583
IV	20940001	2663	inopinata	0.496306
IV	20950001	4380	inopinata	0.496782
IV	20960001	2114	inopinata	0.497257
IV	20970001	2082	inopinata	0.497733
IV	20980001	4423	inopinata	0.498209
IV	20990001	1679	inopinata	0.498685
IV	21000001	5572	inopinata	0.499161
IV	21010001	5326	inopinata	0.499636
V	1	9043	inopinata	0.5
V	10001	8655	inopinata	0.499577
V	20001	1596	inopinata	0.499154
V	30001	6766	inopinata	0.498731
V	40001	9746	inopinata	0.498308
V	50001	2096	inopinata	0.497885
V	60001	2215	inopinata	0.497462
V	70001	5498	inopinata	0.497039
V	80001	4581	inopinata	0.496616
V	90001	1904	inopinata	0.496193
V	100001	5758	inopinata	0.49577
V	110001	7663	inopinata	0.495346
V	120001	5772	inopinata	0.494923
V	130001	7215	inopinata	0.4945
V	140001	5565	inopinata	0.494077
V	150001	2704	inopinata	0.493654
V	160001	4052	inopinata	0.493231
V	170001	1844	inopinata	0.492808
V	180001	749	inopinata	0.492385
V	190001	7310	inopinata	0.491962
V	200001	4167	inopinata	0.491539
V	210001	3333	inopinata	0.491116
V	220001	1764	inopinata	0.490693
V	230001	3937	inopinata	0.49027
V	240001	2572	inopinata	0.489847
V	250001	684	inopinata	0.489424
V	260001	1990	inopinata	0.489001
V	270001	1922	inopinata	0.488578
V	280001	3975	inopinata	0.488155
V	290001	1305	inopinata	0.487732
V	300001	805	inopinata	0.487309
V	310001	2559	inopinata	0.486886
V	320001	2225	inopinata	0.486463
V	330001	1325	inopinata	0.486039
V	340001	2434	inopinata	0.485616
V	350001	3090	inopinata	0.485193
V	360001	3028	inopinata	0.48477
V	370001	2009	inopinata	0.484347
V	380001	3073	inopinata	0.483924
V	390001	3940	inopinata	0.483501
V	400001	4044	inopinata	0.483078
V	410001	3115	inopinata	0.482655
V	420001	3494	inopinata	0.482232
V	430001	3046	inopinata	0.481809
V	440001	4852	inopinata	0.481386
V	450001	3493	inopinata	0.480963
V	460001	4225	inopinata	0.48054
V	470001	2898	inopinata	0.480117
V	480001	2299	inopinata	0.479694
V	490001	152	inopinata	0.479271
V	500001	2032	inopinata	0.478848
V	510001	3416	inopinata	0.478425
V	520001	3460	inopinata	0.478002
V	530001	1851	inopinata	0.477579
V	540001	3101	inopinata	0.477156
V	550001	5166	inopinata	0.476732
V	560001	4544	inopinata	0.476309
V	570001	3036	inopinata	0.475886
V	580001	6235	inopinata	0.475463
V	590001	7319	inopinata	0.47504
V	600001	6968	inopinata	0.474617
V	610001	1900	inopinata	0.474194
V	620001	1360	inopinata	0.473771
V	630001	2386	inopinata	0.473348
V	640001	1742	inopinata	0.472925
V	650001	1593	inopinata	0.472502
V	660001	4868	inopinata	0.472079
V	670001	4314	inopinata	0.471656
V	680001	3243	inopinata	0.471233
V	690001	2567	inopinata	0.47081
V	700001	3439	inopinata	0.470387
V	710001	9019	inopinata	0.469964
V	720001	7352	inopinata	0.469541
V	730001	2426	inopinata	0.469118
V	740001	1459	inopinata	0.468695
V	750001	1641	inopinata	0.468272
V	760001	2069	inopinata	0.467849
V	770001	5151	inopinata	0.467426
V	780001	8624	inopinata	0.467002
V	790001	3159	inopinata	0.466579
V	800001	1418	inopinata	0.466156
V	810001	3635	inopinata	0.465733
V	820001	1165	inopinata	0.46531
V	830001	2906	inopinata	0.464887
V	840001	2705	inopinata	0.464464
V	850001	6568	inopinata	0.464041
V	860001	3594	inopinata	0.463618
V	870001	4958	inopinata	0.463195
V	880001	3394	inopinata	0.462772
V	890001	2986	inopinata	0.462349
V	900001	5643	inopinata	0.461926
V	910001	4528	inopinata	0.461503
V	920001	8709	inopinata	0.46108
V	930001	9908	inopinata	0.460657
V	940001	5444	inopinata	0.460234
V	950001	8202	inopinata	0.459811
V	960001	9531	inopinata	0.459388
V	970001	6278	inopinata	0.458965
V	980001	4309	inopinata	0.458542
V	990001	2511	inopinata	0.458119
V	1000001	4941	inopinata	0.457695
V	1010001	2552	inopinata	0.457272
V	1020001	5568	inopinata	0.456849
V	1030001	6334	inopinata	0.456426
V	1040001	1978	inopinata	0.456003
V	1050001	2615	inopinata	0.45558
V	1060001	1955	inopinata	0.455157
V	1070001	3127	inopinata	0.454734
V	1080001	2065	inopinata	0.454311
V	1090001	2977	inopinata	0.453888
V	1100001	448	inopinata	0.453465
V	1110001	535	inopinata	0.453042
V	1120001	2795	inopinata	0.452619
V	1130001	3362	inopinata	0.452196
V	1140001	8496	inopinata	0.451773
V	1150001	4311	inopinata	0.45135
V	1160001	5900	inopinata	0.450927
V	1170001	2047	inopinata	0.450504
V	1180001	2026	inopinata	0.450081
V	1190001	732	inopinata	0.449658
V	1200001	5282	inopinata	0.449235
V	1210001	3142	inopinata	0.448812
V	1220001	1511	inopinata	0.448388
V	1230001	451	inopinata	0.447965
V	1240001	935	inopinata	0.447542
V	1250001	930	inopinata	0.447119
V	1260001	1552	inopinata	0.446696
V	1270001	291	inopinata	0.446273
V	1280001	664	inopinata	0.44585
V	1290001	1147	inopinata	0.445427
V	1300001	3199	inopinata	0.445004
V	1310001	2903	inopinata	0.444581
V	1320001	793	inopinata	0.444158
V	1330001	6011	inopinata	0.443735
V	1340001	9746	inopinata	0.443312
V	1350001	1501	inopinata	0.442889
V	1360001	2247	inopinata	0.442466
V	1370001	2681	inopinata	0.442043
V	1380001	4563	inopinata	0.44162
V	1390001	1483	inopinata	0.441197
V	1400001	4634	inopinata	0.440774
V	1410001	1698	inopinata	0.440351
V	1420001	3118	inopinata	0.439928
V	1430001	2554	inopinata	0.439505
V	1440001	4783	inopinata	0.439082
V	1450001	5559	inopinata	0.438658
V	1460001	1864	inopinata	0.438235
V	1470001	265	inopinata	0.437812
V	1480001	249	inopinata	0.437389
V	1490001	239	inopinata	0.436966
V	1500001	858	inopinata	0.436543
V	1510001	671	inopinata	0.43612
V	1520001	1683	inopinata	0.435697
V	1530001	2195	inopinata	0.435274
V	1540001	2131	inopinata	0.434851
V	1550001	1487	inopinata	0.434428
V	1560001	992	inopinata	0.434005
V	1570001	2746	inopinata	0.433582
V	1580001	2709	inopinata	0.433159
V	1590001	5548	inopinata	0.432736
V	1600001	3669	inopinata	0.432313
V	1610001	2381	inopinata	0.43189
V	1620001	3381	inopinata	0.431467
V	1630001	1754	inopinata	0.431044
V	1640001	1720	inopinata	0.430621
V	1650001	925	inopinata	0.430198
V	1660001	3624	inopinata	0.429775
V	1670001	6546	inopinata	0.429351
V	1680001	3212	inopinata	0.428928
V	1690001	2204	inopinata	0.428505
V	1700001	1380	inopinata	0.428082
V	1710001	529	inopinata	0.427659
V	1720001	417	inopinata	0.427236
V	1730001	3410	inopinata	0.426813
V	1740001	1933	inopinata	0.42639
V	1750001	1733	inopinata	0.425967
V	1760001	3943	inopinata	0.425544
V	1770001	3381	inopinata	0.425121
V	1780001	1280	inopinata	0.424698
V	1790001	2033	inopinata	0.424275
V	1800001	2391	inopinata	0.423852
V	1810001	401	inopinata	0.423429
V	1820001	3568	inopinata	0.423006
V	1830001	2233	inopinata	0.422583
V	1840001	1694	inopinata	0.42216
V	1850001	2567	inopinata	0.421737
V	1860001	4872	inopinata	0.421314
V	1870001	2791	inopinata	0.420891
V	1880001	2755	inopinata	0.420468
V	1890001	1872	inopinata	0.420044
V	1900001	2403	inopinata	0.419621
V	1910001	2311	inopinata	0.419198
V	1920001	566	inopinata	0.418775
V	1930001	4223	inopinata	0.418352
V	1940001	3263	inopinata	0.417929
V	1950001	2184	inopinata	0.417506
V	1960001	4245	inopinata	0.417083
V	1970001	7173	inopinata	0.41666
V	1980001	4144	inopinata	0.416237
V	1990001	3072	inopinata	0.415814
V	2000001	1704	inopinata	0.415391
V	2010001	2886	inopinata	0.414968
V	2020001	1784	inopinata	0.414545
V	2030001	4106	inopinata	0.414122
V	2040001	2115	inopinata	0.413699
V	2050001	4398	inopinata	0.413276
V	2060001	4909	inopinata	0.412853
V	2070001	2809	inopinata	0.41243
V	2080001	2822	inopinata	0.412007
V	2090001	3212	inopinata	0.411584
V	2100001	1532	inopinata	0.411161
V	2110001	3294	inopinata	0.410737
V	2120001	3766	inopinata	0.410314
V	2130001	2234	inopinata	0.409891
V	2140001	1557	inopinata	0.409468
V	2150001	1667	inopinata	0.409045
V	2160001	5126	inopinata	0.408622
V	2170001	4001	inopinata	0.408199
V	2180001	4204	inopinata	0.407776
V	2190001	2872	inopinata	0.407353
V	2200001	6578	inopinata	0.40693
V	2210001	3000	inopinata	0.406507
V	2220001	3777	inopinata	0.406084
V	2230001	4029	inopinata	0.405661
V	2240001	1227	inopinata	0.405238
V	2250001	4226	inopinata	0.404815
V	2260001	3841	inopinata	0.404392
V	2270001	4408	inopinata	0.403969
V	2280001	3293	inopinata	0.403546
V	2290001	284	inopinata	0.403123
V	2300001	245	inopinata	0.4027
V	2310001	158	inopinata	0.402277
V	2320001	392	inopinata	0.401854
V	2330001	1022	inopinata	0.401431
V	2340001	1635	inopinata	0.401007
V	2350001	941	inopinata	0.400584
V	2360001	9104	inopinata	0.400161
V	2370001	5109	inopinata	0.399738
V	2380001	1235	inopinata	0.399315
V	2390001	4526	inopinata	0.398892
V	2400001	6222	inopinata	0.398469
V	2410001	9998	inopinata	0.398046
V	2420001	5831	inopinata	0.397623
V	2430001	1607	inopinata	0.3972
V	2440001	2568	inopinata	0.396777
V	2450001	2041	inopinata	0.396354
V	2460001	2890	inopinata	0.395931
V	2470001	2386	inopinata	0.395508
V	2480001	1696	inopinata	0.395085
V	2490001	2239	inopinata	0.394662
V	2500001	4168	inopinata	0.394239
V	2510001	3900	inopinata	0.393816
V	2520001	2811	inopinata	0.393393
V	2530001	343	inopinata	0.39297
V	2540001	2037	inopinata	0.392547
V	2550001	2895	inopinata	0.392124
V	2560001	1271	inopinata	0.3917
V	2570001	2988	inopinata	0.391277
V	2580001	3613	inopinata	0.390854
V	2590001	4299	inopinata	0.390431
V	2600001	2531	inopinata	0.390008
V	2610001	2846	inopinata	0.389585
V	2620001	2919	inopinata	0.389162
V	2630001	1782	inopinata	0.388739
V	2640001	2658	inopinata	0.388316
V	2650001	614	inopinata	0.387893
V	2660001	3318	inopinata	0.38747
V	2670001	807	inopinata	0.387047
V	2680001	236	inopinata	0.386624
V	2690001	7690	inopinata	0.386201
V	2700001	7496	inopinata	0.385778
V	2710001	1652	inopinata	0.385355
V	2720001	1934	inopinata	0.384932
V	2730001	905	inopinata	0.384509
V	2740001	3020	inopinata	0.384086
V	2750001	2336	inopinata	0.383663
V	2760001	1989	inopinata	0.38324
V	2770001	3598	inopinata	0.382817
V	2780001	2349	inopinata	0.382393
V	2790001	5679	inopinata	0.38197
V	2800001	2724	inopinata	0.381547
V	2810001	1876	inopinata	0.381124
V	2820001	2809	inopinata	0.380701
V	2830001	1705	inopinata	0.380278
V	2840001	3853	inopinata	0.379855
V	2850001	3263	inopinata	0.379432
V	2860001	1633	inopinata	0.379009
V	2870001	960	inopinata	0.378586
V	2880001	3850	inopinata	0.378163
V	2890001	2249	inopinata	0.37774
V	2900001	3458	inopinata	0.377317
V	2910001	4336	inopinata	0.376894
V	2920001	3446	inopinata	0.376471
V	2930001	289	inopinata	0.376048
V	2940001	562	inopinata	0.375625
V	2950001	1040	inopinata	0.375202
V	2960001	440	inopinata	0.374779
V	2970001	1187	inopinata	0.374356
V	2980001	2543	inopinata	0.373933
V	2990001	2431	inopinata	0.37351
V	3000001	2633	inopinata	0.373087
V	3010001	3726	inopinata	0.372663
V	3020001	40	inopinata	0.37224
V	3030001	506	inopinata	0.371817
V	3040001	1414	inopinata	0.371394
V	3050001	3957	inopinata	0.370971
V	3060001	2600	inopinata	0.370548
V	3070001	1886	inopinata	0.370125
V	3080001	3860	inopinata	0.369702
V	3090001	4934	inopinata	0.369279
V	3100001	2949	inopinata	0.368856
V	3110001	2019	inopinata	0.368433
V	3120001	3158	inopinata	0.36801
V	3130001	4410	inopinata	0.367587
V	3140001	7164	inopinata	0.367164
V	3150001	5832	inopinata	0.366741
V	3160001	3600	inopinata	0.366318
V	3170001	1877	inopinata	0.365895
V	3180001	3568	inopinata	0.365472
V	3190001	3882	inopinata	0.365049
V	3200001	7830	inopinata	0.364626
V	3210001	6444	inopinata	0.364203
V	3220001	9876	inopinata	0.36378
V	3230001	5720	inopinata	0.363356
V	3240001	3855	inopinata	0.362933
V	3250001	4359	inopinata	0.36251
V	3260001	4562	inopinata	0.362087
V	3270001	638	inopinata	0.361664
V	3280001	1117	inopinata	0.361241
V	3290001	1855	inopinata	0.360818
V	3300001	1180	inopinata	0.360395
V	3310001	794	inopinata	0.359972
V	3320001	4971	inopinata	0.359549
V	3330001	8476	inopinata	0.359126
V	3340001	10000	inopinata	0.358703
V	3350001	6242	inopinata	0.35828
V	3360001	8489	inopinata	0.357857
V	3370001	6790	inopinata	0.357434
V	3380001	6848	inopinata	0.357011
V	3390001	6825	inopinata	0.356588
V	3400001	7301	inopinata	0.356165
V	3410001	8984	inopinata	0.355742
V	3420001	10000	inopinata	0.355319
V	3430001	3431	inopinata	0.354896
V	3440001	4330	inopinata	0.354473
V	3450001	9321	inopinata	0.354049
V	3460001	2855	inopinata	0.353626
V	3470001	3854	inopinata	0.353203
V	3480001	3183	inopinata	0.35278
V	3490001	2647	inopinata	0.352357
V	3500001	3146	inopinata	0.351934
V	3510001	2245	inopinata	0.351511
V	3520001	4633	inopinata	0.351088
V	3530001	5278	inopinata	0.350665
V	3540001	2247	inopinata	0.350242
V	3550001	10000	inopinata	0.349819
V	3560001	7247	inopinata	0.349396
V	3570001	2655	inopinata	0.348973
V	3580001	205	inopinata	0.34855
V	3590001	1869	inopinata	0.348127
V	3600001	2054	inopinata	0.347704
V	3610001	3541	inopinata	0.347281
V	3620001	2891	inopinata	0.346858
V	3630001	2225	inopinata	0.346435
V	3640001	539	inopinata	0.346012
V	3650001	2087	inopinata	0.345589
V	3660001	1848	inopinata	0.345166
V	3670001	1583	inopinata	0.344743
V	3680001	1520	inopinata	0.344319
V	3690001	1457	inopinata	0.343896
V	3700001	6208	inopinata	0.343473
V	3710001	2606	inopinata	0.34305
V	3720001	1730	inopinata	0.342627
V	3730001	2433	inopinata	0.342204
V	3740001	4287	inopinata	0.341781
V	3750001	2165	inopinata	0.341358
V	3760001	1292	inopinata	0.340935
V	3770001	8754	inopinata	0.340512
V	3780001	9999	inopinata	0.340089
V	3790001	7003	inopinata	0.339666
V	3800001	3828	inopinata	0.339243
V	3810001	2230	inopinata	0.33882
V	3820001	2613	inopinata	0.338397
V	3830001	845	inopinata	0.337974
V	3840001	2331	inopinata	0.337551
V	3850001	4099	inopinata	0.337128
V	3860001	2514	inopinata	0.336705
V	3870001	1859	inopinata	0.336282
V	3880001	1178	inopinata	0.335859
V	3890001	1916	inopinata	0.335436
V	3900001	3329	inopinata	0.335012
V	3910001	660	inopinata	0.334589
V	3920001	1557	inopinata	0.334166
V	3930001	3259	inopinata	0.333743
V	3940001	1902	inopinata	0.33332
V	3950001	2822	inopinata	0.332897
V	3960001	966	inopinata	0.332474
V	3970001	2248	inopinata	0.332051
V	3980001	3239	inopinata	0.331628
V	3990001	3878	inopinata	0.331205
V	4000001	2319	inopinata	0.330782
V	4010001	2348	inopinata	0.330359
V	4020001	2755	inopinata	0.329936
V	4030001	958	inopinata	0.329513
V	4040001	1079	inopinata	0.32909
V	4050001	406	inopinata	0.328667
V	4060001	5097	inopinata	0.328244
V	4070001	1069	inopinata	0.327821
V	4080001	1535	inopinata	0.327398
V	4090001	2684	inopinata	0.326975
V	4100001	1920	inopinata	0.326552
V	4110001	8647	inopinata	0.326129
V	4120001	9445	inopinata	0.325705
V	4130001	6763	inopinata	0.325282
V	4140001	1461	inopinata	0.324859
V	4150001	699	inopinata	0.324436
V	4160001	299	inopinata	0.324013
V	4170001	7565	inopinata	0.32359
V	4180001	8562	inopinata	0.323167
V	4190001	7499	inopinata	0.322744
V	4200001	1964	inopinata	0.322321
V	4210001	210	inopinata	0.321898
V	4220001	164	inopinata	0.321475
V	4230001	2376	inopinata	0.321052
V	4240001	2528	inopinata	0.320629
V	4250001	818	inopinata	0.320206
V	4260001	177	inopinata	0.319783
V	4270001	3552	inopinata	0.31936
V	4280001	1719	inopinata	0.318937
V	4290001	2030	inopinata	0.318514
V	4300001	3025	inopinata	0.318091
V	4310001	4728	inopinata	0.317668
V	4320001	6295	inopinata	0.317245
V	4330001	9711	inopinata	0.316822
V	4340001	8831	inopinata	0.316398
V	4350001	6275	inopinata	0.315975
