Chr	BP	gene_length	species	norm_dist_center
III	6300001	3478.705882	inopinata_no_transposons	0.175867
III	6400001	3239.772727	inopinata_no_transposons	0.170722
III	6500001	3535.071429	inopinata_no_transposons	0.165577
III	6600001	2817.941176	inopinata_no_transposons	0.160432
III	6700001	3327.545455	inopinata_no_transposons	0.155287
III	6800001	3382.4375	inopinata_no_transposons	0.150142
III	6900001	3671.888889	inopinata_no_transposons	0.144997
III	7000001	2797.333333	inopinata_no_transposons	0.139852
III	7100001	2562.409091	inopinata_no_transposons	0.134707
III	7200001	4484	inopinata_no_transposons	0.129562
III	7300001	3723.666667	inopinata_no_transposons	0.124417
III	7400001	3376.235294	inopinata_no_transposons	0.119272
III	7500001	2248.086957	inopinata_no_transposons	0.114127
III	7600001	3185.846154	inopinata_no_transposons	0.108983
III	7700001	3699.45	inopinata_no_transposons	0.103838
III	7800001	3860.4375	inopinata_no_transposons	0.0986926
III	7900001	2114.181818	inopinata_no_transposons	0.0935476
III	8000001	3009.363636	inopinata_no_transposons	0.0884027
III	8100001	4597.272727	inopinata_no_transposons	0.0832577
III	8200001	3190.434783	inopinata_no_transposons	0.0781127
III	8300001	3916.176471	inopinata_no_transposons	0.0729678
III	8400001	3813.823529	inopinata_no_transposons	0.0678228
III	8500001	4212	inopinata_no_transposons	0.0626778
III	8600001	1970.592593	inopinata_no_transposons	0.0575329
III	8700001	4302	inopinata_no_transposons	0.0523879
III	8800001	5603.8	inopinata_no_transposons	0.0472429
III	8900001	5496.166667	inopinata_no_transposons	0.042098
III	9000001	3895	inopinata_no_transposons	0.036953
III	9100001	3247.25	inopinata_no_transposons	0.031808
III	9200001	1762.827586	inopinata_no_transposons	0.0266631
III	9300001	1816.318182	inopinata_no_transposons	0.0215181
III	9400001	1973.740741	inopinata_no_transposons	0.0163731
III	9500001	1406.758621	inopinata_no_transposons	0.0112282
III	9600001	2042.238095	inopinata_no_transposons	0.0060832
III	9700001	5651.923077	inopinata_no_transposons	0.000938236
III	9800001	3873.769231	inopinata_no_transposons	0.00420673
III	9900001	4056.555556	inopinata_no_transposons	0.0093517
III	10000001	2484.052632	inopinata_no_transposons	0.0144967
III	10100001	3391.631579	inopinata_no_transposons	0.0196416
III	10200001	4618.416667	inopinata_no_transposons	0.0247866
III	10300001	2612.181818	inopinata_no_transposons	0.0299316
III	10400001	3971.866667	inopinata_no_transposons	0.0350765
III	10500001	4802.5	inopinata_no_transposons	0.0402215
III	10600001	3712.866667	inopinata_no_transposons	0.0453665
III	10700001	2170	inopinata_no_transposons	0.0505114
III	10800001	889.5	inopinata_no_transposons	0.0556564
III	10900001	2385.2	inopinata_no_transposons	0.0608014
III	11000001	1767.9375	inopinata_no_transposons	0.0659463
III	11100001	2462.863636	inopinata_no_transposons	0.0710913
III	11200001	2860.565217	inopinata_no_transposons	0.0762363
III	11300001	3013.947368	inopinata_no_transposons	0.0813812
III	11400001	3525.333333	inopinata_no_transposons	0.0865262
III	11500001	3001.333333	inopinata_no_transposons	0.0916712
III	11600001	2838.0625	inopinata_no_transposons	0.0968161
III	11700001	4454.272727	inopinata_no_transposons	0.101961
III	11800001	3088.944444	inopinata_no_transposons	0.107106
III	11900001	5218.4375	inopinata_no_transposons	0.112251
III	12000001	3120.714286	inopinata_no_transposons	0.117396
III	12100001	3909.105263	inopinata_no_transposons	0.122541
III	12200001	4646.625	inopinata_no_transposons	0.127686
III	12300001	3521.222222	inopinata_no_transposons	0.132831
III	12400001	4443.4	inopinata_no_transposons	0.137976
III	12500001	3299.058824	inopinata_no_transposons	0.143121
III	12600001	6681.636364	inopinata_no_transposons	0.148266
III	12700001	2223.315789	inopinata_no_transposons	0.153411
III	12800001	2648.9375	inopinata_no_transposons	0.158556
III	12900001	3923.733333	inopinata_no_transposons	0.163701
III	13000001	4098.769231	inopinata_no_transposons	0.168846
III	13100001	3744.277778	inopinata_no_transposons	0.173991
III	13200001	2812	inopinata_no_transposons	0.179136
III	13300001	2218.681818	inopinata_no_transposons	0.184281
III	13400001	3507.066667	inopinata_no_transposons	0.189426
III	13500001	3023.7	inopinata_no_transposons	0.19457
III	13600001	3197.357143	inopinata_no_transposons	0.199715
III	13700001	3327.952381	inopinata_no_transposons	0.20486
III	13800001	2368.75	inopinata_no_transposons	0.210005
III	13900001	1279.714286	inopinata_no_transposons	0.21515
III	14000001	3146.055556	inopinata_no_transposons	0.220295
III	14100001	8854.555556	inopinata_no_transposons	0.22544
III	14200001	6084	inopinata_no_transposons	0.230585
III	14300001	2852.75	inopinata_no_transposons	0.23573
III	14400001	4424.277778	inopinata_no_transposons	0.240875
III	14500001	3517.705882	inopinata_no_transposons	0.24602
III	14600001	2563.307692	inopinata_no_transposons	0.251165
III	14700001	2573.434783	inopinata_no_transposons	0.25631
III	14800001	5632.666667	inopinata_no_transposons	0.261455
III	14900001	3196	inopinata_no_transposons	0.2666
III	15000001	3128.909091	inopinata_no_transposons	0.271745
III	15100001	5435.384615	inopinata_no_transposons	0.27689
III	15200001	3005.631579	inopinata_no_transposons	0.282035
III	15300001	7047.857143	inopinata_no_transposons	0.28718
III	15400001	2114.4	inopinata_no_transposons	0.292325
III	15500001	4660.142857	inopinata_no_transposons	0.29747
III	15600001	3200.75	inopinata_no_transposons	0.302615
III	15700001	3263.473684	inopinata_no_transposons	0.30776
III	15800001	3980.071429	inopinata_no_transposons	0.312905
III	15900001	3845.625	inopinata_no_transposons	0.31805
III	16000001	3621.875	inopinata_no_transposons	0.323195
III	16100001	2712.333333	inopinata_no_transposons	0.32834
III	16200001	1908.545455	inopinata_no_transposons	0.333485
III	16300001	4811.6875	inopinata_no_transposons	0.33863
III	16400001	3846.88	inopinata_no_transposons	0.343774
III	16500001	3985.411765	inopinata_no_transposons	0.348919
III	16600001	2956.65	inopinata_no_transposons	0.354064
III	16700001	4497.888889	inopinata_no_transposons	0.359209
III	16800001	4762.533333	inopinata_no_transposons	0.364354
III	16900001	1914.705882	inopinata_no_transposons	0.369499
III	17000001	2873.85	inopinata_no_transposons	0.374644
III	17100001	3415.409091	inopinata_no_transposons	0.379789
III	17200001	2979.666667	inopinata_no_transposons	0.384934
III	17300001	2209.96	inopinata_no_transposons	0.390079
III	17400001	6150.428571	inopinata_no_transposons	0.395224
III	17500001	5283.571429	inopinata_no_transposons	0.400369
III	17600001	3307.708333	inopinata_no_transposons	0.405514
III	17700001	3551.95	inopinata_no_transposons	0.410659
III	17800001	2343.2	inopinata_no_transposons	0.415804
III	17900001	2250.392857	inopinata_no_transposons	0.420949
III	18000001	2665.566667	inopinata_no_transposons	0.426094
III	18100001	5039.764706	inopinata_no_transposons	0.431239
III	18200001	6303.214286	inopinata_no_transposons	0.436384
III	18300001	4763.230769	inopinata_no_transposons	0.441529
III	18400001	4643.933333	inopinata_no_transposons	0.446674
III	18500001	4142.1875	inopinata_no_transposons	0.451819
III	18600001	4706.25	inopinata_no_transposons	0.456964
III	18700001	3142.304348	inopinata_no_transposons	0.462109
III	18800001	3833.5	inopinata_no_transposons	0.467254
III	18900001	3236.285714	inopinata_no_transposons	0.472399
III	19000001	4289.058824	inopinata_no_transposons	0.477544
III	19100001	2539.192308	inopinata_no_transposons	0.482689
III	19200001	3559.058824	inopinata_no_transposons	0.487834
III	19300001	5626.153846	inopinata_no_transposons	0.492979
III	19400001	3949.857143	inopinata_no_transposons	0.498123
IV	1	2050.75	inopinata_no_transposons	0.5
IV	100001	3892.157895	inopinata_no_transposons	0.495242
IV	200001	2548.571429	inopinata_no_transposons	0.490484
IV	300001	4567.384615	inopinata_no_transposons	0.485726
IV	400001	2617.642857	inopinata_no_transposons	0.480968
IV	500001	3103.454545	inopinata_no_transposons	0.47621
IV	600001	2994.1875	inopinata_no_transposons	0.471453
IV	700001	7102.272727	inopinata_no_transposons	0.466695
IV	800001	2005.464286	inopinata_no_transposons	0.461937
IV	900001	5087.818182	inopinata_no_transposons	0.457179
IV	1000001	2827.214286	inopinata_no_transposons	0.452421
IV	1100001	2672.3125	inopinata_no_transposons	0.447663
IV	1200001	3498.681818	inopinata_no_transposons	0.442905
IV	1300001	2281.423077	inopinata_no_transposons	0.438147
IV	1400001	2913.444444	inopinata_no_transposons	0.433389
IV	1500001	2612.590909	inopinata_no_transposons	0.428631
IV	1600001	2502.294118	inopinata_no_transposons	0.423873
IV	1700001	4059.142857	inopinata_no_transposons	0.419116
IV	1800001	5602.153846	inopinata_no_transposons	0.414358
IV	1900001	5228	inopinata_no_transposons	0.4096
IV	2000001	5347.083333	inopinata_no_transposons	0.404842
IV	2100001	3990.083333	inopinata_no_transposons	0.400084
IV	2200001	6240.727273	inopinata_no_transposons	0.395326
IV	2300001	4831.6	inopinata_no_transposons	0.390568
IV	2400001	5635.285714	inopinata_no_transposons	0.38581
IV	2500001	2651.8125	inopinata_no_transposons	0.381052
IV	2600001	4634.214286	inopinata_no_transposons	0.376294
IV	2700001	2589.190476	inopinata_no_transposons	0.371536
IV	2800001	2999.066667	inopinata_no_transposons	0.366779
IV	2900001	1462.321429	inopinata_no_transposons	0.362021
IV	3000001	1818.95	inopinata_no_transposons	0.357263
IV	3100001	3122	inopinata_no_transposons	0.352505
IV	3200001	5505.538462	inopinata_no_transposons	0.347747
IV	3300001	4246.333333	inopinata_no_transposons	0.342989
IV	3400001	3972.727273	inopinata_no_transposons	0.338231
IV	3500001	6505.142857	inopinata_no_transposons	0.333473
IV	3600001	4422.615385	inopinata_no_transposons	0.328715
IV	3700001	5448.153846	inopinata_no_transposons	0.323957
IV	3800001	6169.333333	inopinata_no_transposons	0.319199
IV	3900001	5048.571429	inopinata_no_transposons	0.314442
IV	4000001	5698.2	inopinata_no_transposons	0.309684
IV	4100001	3238.842105	inopinata_no_transposons	0.304926
IV	4200001	7778.666667	inopinata_no_transposons	0.300168
IV	4300001	4239.384615	inopinata_no_transposons	0.29541
IV	4400001	10593.75	inopinata_no_transposons	0.290652
IV	4500001	6100.777778	inopinata_no_transposons	0.285894
IV	4600001	4981.733333	inopinata_no_transposons	0.281136
IV	4700001	3782.375	inopinata_no_transposons	0.276378
IV	4800001	5706.285714	inopinata_no_transposons	0.27162
IV	4900001	3425.111111	inopinata_no_transposons	0.266862
IV	5000001	4092.6875	inopinata_no_transposons	0.262105
IV	5100001	3463.545455	inopinata_no_transposons	0.257347
IV	5200001	2935.8125	inopinata_no_transposons	0.252589
IV	5300001	4654.333333	inopinata_no_transposons	0.247831
IV	5400001	3425.5625	inopinata_no_transposons	0.243073
IV	5500001	2563.913043	inopinata_no_transposons	0.238315
IV	5600001	3487.933333	inopinata_no_transposons	0.233557
IV	5700001	2929.458333	inopinata_no_transposons	0.228799
IV	5800001	5084.166667	inopinata_no_transposons	0.224041
IV	5900001	3194.769231	inopinata_no_transposons	0.219283
IV	6000001	5354.818182	inopinata_no_transposons	0.214526
IV	6100001	3297.65	inopinata_no_transposons	0.209768
IV	6200001	2252.222222	inopinata_no_transposons	0.20501
IV	6300001	6423.875	inopinata_no_transposons	0.200252
IV	6400001	3118.705882	inopinata_no_transposons	0.195494
IV	6500001	3187.904762	inopinata_no_transposons	0.190736
IV	6600001	3302.642857	inopinata_no_transposons	0.185978
IV	6700001	4693.5	inopinata_no_transposons	0.18122
IV	6800001	3964.818182	inopinata_no_transposons	0.176462
IV	6900001	3079.55	inopinata_no_transposons	0.171704
IV	7000001	7737.833333	inopinata_no_transposons	0.166946
IV	7100001	2175.962963	inopinata_no_transposons	0.162189
IV	7200001	5119.142857	inopinata_no_transposons	0.157431
IV	7300001	3026.764706	inopinata_no_transposons	0.152673
IV	7400001	3082.823529	inopinata_no_transposons	0.147915
IV	7500001	1536.764706	inopinata_no_transposons	0.143157
IV	7600001	4173.785714	inopinata_no_transposons	0.138399
IV	7700001	2930.555556	inopinata_no_transposons	0.133641
IV	7800001	3945.529412	inopinata_no_transposons	0.128883
IV	7900001	3281.85	inopinata_no_transposons	0.124125
IV	8000001	5059.083333	inopinata_no_transposons	0.119367
IV	8100001	4357.85	inopinata_no_transposons	0.114609
IV	8200001	2687.64	inopinata_no_transposons	0.109852
IV	8300001	4860.842105	inopinata_no_transposons	0.105094
IV	8400001	1297.322581	inopinata_no_transposons	0.100336
IV	8500001	2236.142857	inopinata_no_transposons	0.0955778
IV	8600001	2271.217391	inopinata_no_transposons	0.0908199
IV	8700001	2095.193548	inopinata_no_transposons	0.086062
IV	8800001	1952.333333	inopinata_no_transposons	0.0813041
IV	8900001	3824.571429	inopinata_no_transposons	0.0765462
IV	9000001	2116.956522	inopinata_no_transposons	0.0717883
IV	9100001	3581.538462	inopinata_no_transposons	0.0670304
IV	9200001	4806.933333	inopinata_no_transposons	0.0622725
IV	9300001	3158.105263	inopinata_no_transposons	0.0575146
IV	9400001	2599	inopinata_no_transposons	0.0527567
IV	9500001	4467.166667	inopinata_no_transposons	0.0479988
IV	9600001	4105.230769	inopinata_no_transposons	0.0432409
IV	9700001	3617.6	inopinata_no_transposons	0.038483
IV	9800001	3227.611111	inopinata_no_transposons	0.033725
IV	9900001	3772.058824	inopinata_no_transposons	0.0289671
IV	10000001	2361.473684	inopinata_no_transposons	0.0242092
IV	10100001	3232.615385	inopinata_no_transposons	0.0194513
IV	10200001	3960.133333	inopinata_no_transposons	0.0146934
IV	10300001	4510.583333	inopinata_no_transposons	0.00993551
IV	10400001	2743.1875	inopinata_no_transposons	0.0051776
IV	10500001	1647.407407	inopinata_no_transposons	0.000419695
IV	10600001	4142.285714	inopinata_no_transposons	0.00433821
IV	10700001	2439.153846	inopinata_no_transposons	0.00909612
IV	10800001	5625.666667	inopinata_no_transposons	0.013854
IV	10900001	2937.941176	inopinata_no_transposons	0.0186119
IV	11000001	3673.25	inopinata_no_transposons	0.0233698
IV	11100001	4844.357143	inopinata_no_transposons	0.0281277
IV	11200001	4706	inopinata_no_transposons	0.0328857
IV	11300001	12061.33333	inopinata_no_transposons	0.0376436
IV	11400001	3503.125	inopinata_no_transposons	0.0424015
IV	11500001	2356.866667	inopinata_no_transposons	0.0471594
IV	11600001	1885.45	inopinata_no_transposons	0.0519173
IV	11700001	3932.4	inopinata_no_transposons	0.0566752
IV	11800001	3721.235294	inopinata_no_transposons	0.0614331
IV	11900001	2406.733333	inopinata_no_transposons	0.066191
IV	12000001	3935.545455	inopinata_no_transposons	0.0709489
IV	12100001	2901.1	inopinata_no_transposons	0.0757068
IV	12200001	2094.666667	inopinata_no_transposons	0.0804647
IV	12300001	2518.238095	inopinata_no_transposons	0.0852226
IV	12400001	2977.368421	inopinata_no_transposons	0.0899805
IV	12500001	4253.285714	inopinata_no_transposons	0.0947384
IV	12600001	3000	inopinata_no_transposons	0.0994964
IV	12700001	3163.375	inopinata_no_transposons	0.104254
IV	12800001	1883.277778	inopinata_no_transposons	0.109012
IV	12900001	2017.733333	inopinata_no_transposons	0.11377
IV	13000001	5448.714286	inopinata_no_transposons	0.118528
IV	13100001	3927.571429	inopinata_no_transposons	0.123286
IV	13200001	3377.933333	inopinata_no_transposons	0.128044
IV	13300001	2169.533333	inopinata_no_transposons	0.132802
IV	13400001	3980.866667	inopinata_no_transposons	0.13756
IV	13500001	2781.25	inopinata_no_transposons	0.142318
IV	13600001	6001.846154	inopinata_no_transposons	0.147075
IV	13700001	2876.055556	inopinata_no_transposons	0.151833
IV	13800001	3776.684211	inopinata_no_transposons	0.156591
IV	13900001	3171	inopinata_no_transposons	0.161349
IV	14000001	2553.368421	inopinata_no_transposons	0.166107
IV	14100001	3636.166667	inopinata_no_transposons	0.170865
IV	14200001	4863.307692	inopinata_no_transposons	0.175623
IV	14300001	3341.142857	inopinata_no_transposons	0.180381
IV	14400001	3283.526316	inopinata_no_transposons	0.185139
IV	14500001	7082.777778	inopinata_no_transposons	0.189897
IV	14600001	3032.307692	inopinata_no_transposons	0.194655
IV	14700001	4497.866667	inopinata_no_transposons	0.199412
IV	14800001	5938.333333	inopinata_no_transposons	0.20417
IV	14900001	3670.352941	inopinata_no_transposons	0.208928
IV	15000001	3347.52381	inopinata_no_transposons	0.213686
IV	15100001	7059.166667	inopinata_no_transposons	0.218444
IV	15200001	3445.363636	inopinata_no_transposons	0.223202
IV	15300001	4700.769231	inopinata_no_transposons	0.22796
IV	15400001	1536.304348	inopinata_no_transposons	0.232718
IV	15500001	6529.857143	inopinata_no_transposons	0.237476
IV	15600001	5105.533333	inopinata_no_transposons	0.242234
IV	15700001	4657.3	inopinata_no_transposons	0.246991
IV	15800001	4908.571429	inopinata_no_transposons	0.251749
IV	15900001	3355.15	inopinata_no_transposons	0.256507
IV	16000001	3405.583333	inopinata_no_transposons	0.261265
IV	16100001	3253.545455	inopinata_no_transposons	0.266023
IV	16200001	5748.909091	inopinata_no_transposons	0.270781
IV	16300001	3374.294118	inopinata_no_transposons	0.275539
IV	16400001	2448.695652	inopinata_no_transposons	0.280297
IV	16500001	3711.8	inopinata_no_transposons	0.285055
IV	16600001	3272.363636	inopinata_no_transposons	0.289813
IV	16700001	2214.181818	inopinata_no_transposons	0.294571
IV	16800001	5954.333333	inopinata_no_transposons	0.299328
IV	16900001	2930.846154	inopinata_no_transposons	0.304086
IV	17000001	3329.473684	inopinata_no_transposons	0.308844
IV	17100001	2386.684211	inopinata_no_transposons	0.313602
IV	17200001	1799.846154	inopinata_no_transposons	0.31836
IV	17300001	2559.235294	inopinata_no_transposons	0.323118
IV	17400001	6888.111111	inopinata_no_transposons	0.327876
IV	17500001	4079.555556	inopinata_no_transposons	0.332634
IV	17600001	4583.153846	inopinata_no_transposons	0.337392
IV	17700001	2103.884615	inopinata_no_transposons	0.34215
IV	17800001	3453.238095	inopinata_no_transposons	0.346908
IV	17900001	4707.928571	inopinata_no_transposons	0.351665
IV	18000001	2668.285714	inopinata_no_transposons	0.356423
IV	18100001	2719.75	inopinata_no_transposons	0.361181
IV	18200001	3131.954545	inopinata_no_transposons	0.365939
IV	18300001	4192.111111	inopinata_no_transposons	0.370697
IV	18400001	3439.421053	inopinata_no_transposons	0.375455
IV	18500001	4250.2	inopinata_no_transposons	0.380213
IV	18600001	3580.714286	inopinata_no_transposons	0.384971
IV	18700001	3278.944444	inopinata_no_transposons	0.389729
IV	18800001	5208.444444	inopinata_no_transposons	0.394487
IV	18900001	3180.28	inopinata_no_transposons	0.399245
IV	19000001	3004.818182	inopinata_no_transposons	0.404002
IV	19100001	2986.583333	inopinata_no_transposons	0.40876
IV	19200001	4622.8	inopinata_no_transposons	0.413518
IV	19300001	4100.909091	inopinata_no_transposons	0.418276
IV	19400001	2088.037037	inopinata_no_transposons	0.423034
IV	19500001	2793.375	inopinata_no_transposons	0.427792
IV	19600001	4116.6	inopinata_no_transposons	0.43255
IV	19700001	2965.333333	inopinata_no_transposons	0.437308
IV	19800001	4007.5	inopinata_no_transposons	0.442066
IV	19900001	3768.636364	inopinata_no_transposons	0.446824
IV	20000001	4972	inopinata_no_transposons	0.451581
IV	20100001	3300.6	inopinata_no_transposons	0.456339
IV	20200001	3731.615385	inopinata_no_transposons	0.461097
IV	20300001	3745.941176	inopinata_no_transposons	0.465855
IV	20400001	2515.380952	inopinata_no_transposons	0.470613
IV	20500001	4715.111111	inopinata_no_transposons	0.475371
IV	20600001	3411.769231	inopinata_no_transposons	0.480129
IV	20700001	3974.2	inopinata_no_transposons	0.484887
IV	20800001	5536	inopinata_no_transposons	0.489645
IV	20900001	5828.916667	inopinata_no_transposons	0.494403
IV	21000001	11290.5	inopinata_no_transposons	0.499161
V	1	2323.35	inopinata_no_transposons	0.5
V	100001	3690.153846	inopinata_no_transposons	0.49577
V	200001	3504.866667	inopinata_no_transposons	0.491539
V	300001	3681.714286	inopinata_no_transposons	0.487309
V	400001	2857.555556	inopinata_no_transposons	0.483078
V	500001	1758.714286	inopinata_no_transposons	0.478848
V	600001	3209.923077	inopinata_no_transposons	0.474617
V	700001	3990.4	inopinata_no_transposons	0.470387
V	800001	3175.210526	inopinata_no_transposons	0.466156
V	900001	1925.409091	inopinata_no_transposons	0.461926
V	1000001	2888.277778	inopinata_no_transposons	0.457695
V	1100001	3549.285714	inopinata_no_transposons	0.453465
V	1200001	3028.133333	inopinata_no_transposons	0.449235
V	1300001	2698.846154	inopinata_no_transposons	0.445004
V	1400001	1659.47619	inopinata_no_transposons	0.440774
V	1500001	3208.071429	inopinata_no_transposons	0.436543
V	1600001	2795.153846	inopinata_no_transposons	0.432313
V	1700001	3426.454545	inopinata_no_transposons	0.428082
V	1800001	2334.578947	inopinata_no_transposons	0.423852
V	1900001	2229.944444	inopinata_no_transposons	0.419621
V	2000001	2613.733333	inopinata_no_transposons	0.415391
V	2100001	2242.8125	inopinata_no_transposons	0.411161
V	2200001	3099.647059	inopinata_no_transposons	0.40693
V	2300001	3448.923077	inopinata_no_transposons	0.4027
V	2400001	1884.578947	inopinata_no_transposons	0.398469
V	2500001	2271.133333	inopinata_no_transposons	0.394239
V	2600001	2315.363636	inopinata_no_transposons	0.390008
V	2700001	5105.285714	inopinata_no_transposons	0.385778
V	2800001	3021	inopinata_no_transposons	0.381547
V	2900001	3353.5	inopinata_no_transposons	0.377317
V	3000001	5031.533333	inopinata_no_transposons	0.373087
V	3100001	3109.8	inopinata_no_transposons	0.368856
V	3200001	2499.818182	inopinata_no_transposons	0.364626
V	3300001	1378.466667	inopinata_no_transposons	0.360395
V	3400001	2065.055556	inopinata_no_transposons	0.356165
V	3500001	2697.076923	inopinata_no_transposons	0.351934
V	3600001	2786.466667	inopinata_no_transposons	0.347704
V	3700001	2845.538462	inopinata_no_transposons	0.343473
V	3800001	3724.222222	inopinata_no_transposons	0.339243
V	3900001	2313.434783	inopinata_no_transposons	0.335012
V	4000001	2418.733333	inopinata_no_transposons	0.330782
V	4100001	2943.266667	inopinata_no_transposons	0.326552
V	4200001	3975.125	inopinata_no_transposons	0.322321
V	4300001	2240.333333	inopinata_no_transposons	0.318091
V	4400001	2294.142857	inopinata_no_transposons	0.31386
V	4500001	2756	inopinata_no_transposons	0.30963
V	4600001	3054.5	inopinata_no_transposons	0.305399
V	4700001	3208.6	inopinata_no_transposons	0.301169
V	4800001	4161.928571	inopinata_no_transposons	0.296938
V	4900001	1813.125	inopinata_no_transposons	0.292708
V	5000001	1974.833333	inopinata_no_transposons	0.288478
V	5100001	1751.578947	inopinata_no_transposons	0.284247
V	5200001	1783.705882	inopinata_no_transposons	0.280017
V	5300001	2640.933333	inopinata_no_transposons	0.275786
V	5400001	2812.263158	inopinata_no_transposons	0.271556
V	5500001	2463.166667	inopinata_no_transposons	0.267325
V	5600001	3413.3125	inopinata_no_transposons	0.263095
V	5700001	4439.384615	inopinata_no_transposons	0.258864
V	5800001	2834.05	inopinata_no_transposons	0.254634
V	5900001	2319.222222	inopinata_no_transposons	0.250404
V	6000001	2173.642857	inopinata_no_transposons	0.246173
V	6100001	3130.8	inopinata_no_transposons	0.241943
V	6200001	4246.846154	inopinata_no_transposons	0.237712
V	6300001	2692.210526	inopinata_no_transposons	0.233482
V	6400001	2901.05	inopinata_no_transposons	0.229251
V	6500001	3320.357143	inopinata_no_transposons	0.225021
V	6600001	8080.5	inopinata_no_transposons	0.22079
V	6700001	5012.2	inopinata_no_transposons	0.21656
V	6800001	2481.416667	inopinata_no_transposons	0.212329
V	6900001	3871.833333	inopinata_no_transposons	0.208099
V	7000001	2948.5625	inopinata_no_transposons	0.203869
V	7100001	2881.047619	inopinata_no_transposons	0.199638
V	7200001	4056.625	inopinata_no_transposons	0.195408
V	7300001	2968.764706	inopinata_no_transposons	0.191177
V	7400001	4516	inopinata_no_transposons	0.186947
V	7500001	2674.866667	inopinata_no_transposons	0.182716
V	7600001	3867.666667	inopinata_no_transposons	0.178486
V	7700001	1333.842105	inopinata_no_transposons	0.174255
V	7800001	2289.333333	inopinata_no_transposons	0.170025
V	7900001	3204.533333	inopinata_no_transposons	0.165795
V	8000001	3199.947368	inopinata_no_transposons	0.161564
V	8100001	3465.705882	inopinata_no_transposons	0.157334
V	8200001	4366.583333	inopinata_no_transposons	0.153103
V	8300001	3550.769231	inopinata_no_transposons	0.148873
V	8400001	2136	inopinata_no_transposons	0.144642
V	8500001	3000	inopinata_no_transposons	0.140412
V	8600001	2786.705882	inopinata_no_transposons	0.136181
V	8700001	2371.578947	inopinata_no_transposons	0.131951
V	8800001	3459.714286	inopinata_no_transposons	0.12772
V	8900001	1974.958333	inopinata_no_transposons	0.12349
V	9000001	5522.25	inopinata_no_transposons	0.11926
V	9100001	3852.944444	inopinata_no_transposons	0.115029
V	9200001	2415.391304	inopinata_no_transposons	0.110799
V	9300001	2836.941176	inopinata_no_transposons	0.106568
V	9400001	4343.357143	inopinata_no_transposons	0.102338
V	9500001	2467.105263	inopinata_no_transposons	0.0981074
V	9600001	4010.071429	inopinata_no_transposons	0.0938769
V	9700001	2424.473684	inopinata_no_transposons	0.0896465
V	9800001	2411.125	inopinata_no_transposons	0.085416
V	9900001	2906.681818	inopinata_no_transposons	0.0811856
V	10000001	1781.678571	inopinata_no_transposons	0.0769551
V	10100001	2161.48	inopinata_no_transposons	0.0727247
V	10200001	3360.5	inopinata_no_transposons	0.0684942
V	10300001	1954.133333	inopinata_no_transposons	0.0642638
V	10400001	2434.3125	inopinata_no_transposons	0.0600333
V	10500001	4025.6	inopinata_no_transposons	0.0558029
V	10600001	3111.84	inopinata_no_transposons	0.0515724
V	10700001	2448	inopinata_no_transposons	0.047342
V	10800001	2459.631579	inopinata_no_transposons	0.0431115
V	10900001	2083.210526	inopinata_no_transposons	0.0388811
V	11000001	3247.8	inopinata_no_transposons	0.0346506
V	11100001	5345.529412	inopinata_no_transposons	0.0304202
V	11200001	28729.75	inopinata_no_transposons	0.0261897
V	11300001	5761.421053	inopinata_no_transposons	0.0219593
V	11400001	3951.083333	inopinata_no_transposons	0.0177288
V	11500001	2822.833333	inopinata_no_transposons	0.0134984
V	11600001	3795.733333	inopinata_no_transposons	0.00926794
V	11700001	3841.882353	inopinata_no_transposons	0.00503749
V	11800001	3180.733333	inopinata_no_transposons	0.000807043
V	11900001	2383.533333	inopinata_no_transposons	0.00342341
V	12000001	2442.173913	inopinata_no_transposons	0.00765385
V	12100001	5512	inopinata_no_transposons	0.0118843
V	12200001	3013.894737	inopinata_no_transposons	0.0161148
V	12300001	2804.782609	inopinata_no_transposons	0.0203452
V	12400001	2579.380952	inopinata_no_transposons	0.0245756
V	12500001	3893	inopinata_no_transposons	0.0288061
V	12600001	1882.105263	inopinata_no_transposons	0.0330365
V	12700001	2125.368421	inopinata_no_transposons	0.037267
V	12800001	1800.545455	inopinata_no_transposons	0.0414974
V	12900001	3335.625	inopinata_no_transposons	0.0457279
V	13000001	3413.769231	inopinata_no_transposons	0.0499583
V	13100001	2231.304348	inopinata_no_transposons	0.0541888
V	13200001	5823.8	inopinata_no_transposons	0.0584192
V	13300001	4160.666667	inopinata_no_transposons	0.0626497
V	13400001	2046.956522	inopinata_no_transposons	0.0668801
V	13500001	2191.95	inopinata_no_transposons	0.0711106
V	13600001	2684.619048	inopinata_no_transposons	0.075341
V	13700001	2413.48	inopinata_no_transposons	0.0795715
V	13800001	3398.75	inopinata_no_transposons	0.0838019
V	13900001	3079.666667	inopinata_no_transposons	0.0880324
V	14000001	2835.666667	inopinata_no_transposons	0.0922628
V	14100001	1838.5	inopinata_no_transposons	0.0964933
V	14200001	2343.692308	inopinata_no_transposons	0.100724
V	14300001	3528.666667	inopinata_no_transposons	0.104954
V	14400001	3033	inopinata_no_transposons	0.109185
V	14500001	5583.8	inopinata_no_transposons	0.113415
V	14600001	3357.785714	inopinata_no_transposons	0.117646
V	14700001	3905.071429	inopinata_no_transposons	0.121876
V	14800001	2664.047619	inopinata_no_transposons	0.126106
V	14900001	4202.909091	inopinata_no_transposons	0.130337
V	15000001	2548	inopinata_no_transposons	0.134567
