Chr	BP	gene_num	perc_N	species	norm_dist_center
II	13400001	9	17.436	inopinata_no_transposon_cds	0.166103
II	13500001	11	22.231	inopinata_no_transposon_cds	0.171074
II	13600001	13	26.953	inopinata_no_transposon_cds	0.176045
II	13700001	18	44.694	inopinata_no_transposon_cds	0.181016
II	13800001	15	34.853	inopinata_no_transposon_cds	0.185987
II	13900001	13	38.077	inopinata_no_transposon_cds	0.190958
II	14000001	14	31.492	inopinata_no_transposon_cds	0.195929
II	14100001	19	26.75	inopinata_no_transposon_cds	0.2009
II	14200001	20	25.736	inopinata_no_transposon_cds	0.205871
II	14300001	14	32.669	inopinata_no_transposon_cds	0.210842
II	14400001	17	23.826	inopinata_no_transposon_cds	0.215813
II	14500001	13	35.962	inopinata_no_transposon_cds	0.220784
II	14600001	18	29.07	inopinata_no_transposon_cds	0.225755
II	14700001	20	22.7	inopinata_no_transposon_cds	0.230725
II	14800001	19	24.162	inopinata_no_transposon_cds	0.235696
II	14900001	13	20.969	inopinata_no_transposon_cds	0.240667
II	15000001	22	35.069	inopinata_no_transposon_cds	0.245638
II	15100001	9	28.807	inopinata_no_transposon_cds	0.250609
II	15200001	27	18.063	inopinata_no_transposon_cds	0.25558
II	15300001	15	31.52	inopinata_no_transposon_cds	0.260551
II	15400001	13	43.434	inopinata_no_transposon_cds	0.265522
II	15500001	22	22.762	inopinata_no_transposon_cds	0.270493
II	15600001	17	19.563	inopinata_no_transposon_cds	0.275464
II	15700001	18	35.698	inopinata_no_transposon_cds	0.280435
II	15800001	19	27.942	inopinata_no_transposon_cds	0.285406
II	15900001	21	30.015	inopinata_no_transposon_cds	0.290377
II	16000001	8	34.258	inopinata_no_transposon_cds	0.295347
II	16100001	12	50.853	inopinata_no_transposon_cds	0.300318
II	16200001	14	36.365	inopinata_no_transposon_cds	0.305289
II	16300001	11	35.874	inopinata_no_transposon_cds	0.31026
II	16400001	20	41.151	inopinata_no_transposon_cds	0.315231
II	16500001	12	34.615	inopinata_no_transposon_cds	0.320202
II	16600001	8	48.958	inopinata_no_transposon_cds	0.325173
II	16700001	14	20.165	inopinata_no_transposon_cds	0.330144
II	16800001	11	31.254	inopinata_no_transposon_cds	0.335115
II	16900001	13	27.257	inopinata_no_transposon_cds	0.340086
II	17000001	13	37.061	inopinata_no_transposon_cds	0.345057
II	17100001	11	37.009	inopinata_no_transposon_cds	0.350028
II	17200001	16	39.409	inopinata_no_transposon_cds	0.354998
II	17300001	12	33.541	inopinata_no_transposon_cds	0.359969
II	17400001	8	33.63	inopinata_no_transposon_cds	0.36494
II	17500001	14	33.895	inopinata_no_transposon_cds	0.369911
II	17600001	19	25.635	inopinata_no_transposon_cds	0.374882
II	17700001	6	23.774	inopinata_no_transposon_cds	0.379853
II	17800001	12	34.65	inopinata_no_transposon_cds	0.384824
II	17900001	11	44.431	inopinata_no_transposon_cds	0.389795
II	18000001	17	21.325	inopinata_no_transposon_cds	0.394766
II	18100001	21	26.793	inopinata_no_transposon_cds	0.399737
II	18200001	9	34.314	inopinata_no_transposon_cds	0.404708
II	18300001	16	29.89	inopinata_no_transposon_cds	0.409679
II	18400001	10	21.014	inopinata_no_transposon_cds	0.41465
II	18500001	12	36.002	inopinata_no_transposon_cds	0.41962
II	18600001	11	37.447	inopinata_no_transposon_cds	0.424591
II	18700001	19	29.598	inopinata_no_transposon_cds	0.429562
II	18800001	13	34.645	inopinata_no_transposon_cds	0.434533
II	18900001	14	21.983	inopinata_no_transposon_cds	0.439504
II	19000001	18	22.815	inopinata_no_transposon_cds	0.444475
II	19100001	26	28.559	inopinata_no_transposon_cds	0.449446
II	19200001	11	29.399	inopinata_no_transposon_cds	0.454417
II	19300001	10	27.568	inopinata_no_transposon_cds	0.459388
II	19400001	17	22.544	inopinata_no_transposon_cds	0.464359
II	19500001	11	19.053	inopinata_no_transposon_cds	0.46933
II	19600001	22	25.72	inopinata_no_transposon_cds	0.474301
II	19700001	14	26.854	inopinata_no_transposon_cds	0.479272
II	19800001	6	22.047	inopinata_no_transposon_cds	0.484242
II	19900001	15	14.491	inopinata_no_transposon_cds	0.489213
II	20000001	19	26.009	inopinata_no_transposon_cds	0.494184
II	20100001	3	13.082	inopinata_no_transposon_cds	0.499155
I	1	17	47.098	inopinata_no_transposon_cds	0.5
I	100001	27	17.767	inopinata_no_transposon_cds	0.495144
I	200001	20	16.643	inopinata_no_transposon_cds	0.490289
I	300001	16	20.29	inopinata_no_transposon_cds	0.485433
I	400001	12	19.165	inopinata_no_transposon_cds	0.480577
I	500001	13	23.626	inopinata_no_transposon_cds	0.475722
I	600001	31	9.465	inopinata_no_transposon_cds	0.470866
I	700001	27	21.438	inopinata_no_transposon_cds	0.46601
I	800001	21	17.247	inopinata_no_transposon_cds	0.461155
I	900001	32	15.699	inopinata_no_transposon_cds	0.456299
I	1000001	20	30.493	inopinata_no_transposon_cds	0.451443
I	1100001	27	35.014	inopinata_no_transposon_cds	0.446588
I	1200001	23	33.609	inopinata_no_transposon_cds	0.441732
I	1300001	20	18.791	inopinata_no_transposon_cds	0.436876
I	1400001	22	18.829	inopinata_no_transposon_cds	0.432021
I	1500001	15	21.474	inopinata_no_transposon_cds	0.427165
I	1600001	15	18.645	inopinata_no_transposon_cds	0.42231
I	1700001	26	30.1	inopinata_no_transposon_cds	0.417454
I	1800001	16	25.646	inopinata_no_transposon_cds	0.412598
I	1900001	10	22.287	inopinata_no_transposon_cds	0.407743
I	2000001	25	21.164	inopinata_no_transposon_cds	0.402887
I	2100001	16	23.634	inopinata_no_transposon_cds	0.398031
I	2200001	7	6.526	inopinata_no_transposon_cds	0.393176
I	2300001	12	34.246	inopinata_no_transposon_cds	0.38832
I	2400001	13	28.539	inopinata_no_transposon_cds	0.383464
I	2500001	19	43.61	inopinata_no_transposon_cds	0.378609
I	2600001	23	45.949	inopinata_no_transposon_cds	0.373753
I	2700001	23	31.815	inopinata_no_transposon_cds	0.368897
I	2800001	20	26.484	inopinata_no_transposon_cds	0.364042
I	2900001	24	19.283	inopinata_no_transposon_cds	0.359186
I	3000001	10	18.471	inopinata_no_transposon_cds	0.35433
I	3100001	17	26.257	inopinata_no_transposon_cds	0.349475
I	3200001	8	39.927	inopinata_no_transposon_cds	0.344619
I	3300001	20	32.208	inopinata_no_transposon_cds	0.339763
I	3400001	11	42.545	inopinata_no_transposon_cds	0.334908
I	3500001	15	33.264	inopinata_no_transposon_cds	0.330052
I	3600001	24	15.803	inopinata_no_transposon_cds	0.325196
I	3700001	15	58.642	inopinata_no_transposon_cds	0.320341
I	3800001	16	39.295	inopinata_no_transposon_cds	0.315485
I	3900001	13	31.279	inopinata_no_transposon_cds	0.310629
I	4000001	17	29.194	inopinata_no_transposon_cds	0.305774
I	4100001	12	35.231	inopinata_no_transposon_cds	0.300918
I	4200001	12	29.553	inopinata_no_transposon_cds	0.296063
I	4300001	16	20.928	inopinata_no_transposon_cds	0.291207
I	4400001	19	44.3	inopinata_no_transposon_cds	0.286351
I	4500001	8	22.958	inopinata_no_transposon_cds	0.281496
I	4600001	22	23.01	inopinata_no_transposon_cds	0.27664
I	4700001	16	18.547	inopinata_no_transposon_cds	0.271784
I	4800001	11	45.011	inopinata_no_transposon_cds	0.266929
I	4900001	24	39.244	inopinata_no_transposon_cds	0.262073
I	5000001	10	33.251	inopinata_no_transposon_cds	0.257217
I	5100001	18	32.545	inopinata_no_transposon_cds	0.252362
I	5200001	19	44.324	inopinata_no_transposon_cds	0.247506
I	5300001	9	29.599	inopinata_no_transposon_cds	0.24265
I	5400001	15	32.664	inopinata_no_transposon_cds	0.237795
I	5500001	17	20.061	inopinata_no_transposon_cds	0.232939
I	5600001	17	24.216	inopinata_no_transposon_cds	0.228083
I	5700001	9	25.703	inopinata_no_transposon_cds	0.223228
I	5800001	10	24.623	inopinata_no_transposon_cds	0.218372
I	5900001	11	43.76	inopinata_no_transposon_cds	0.213516
I	6000001	13	62.515	inopinata_no_transposon_cds	0.208661
I	6100001	17	46.506	inopinata_no_transposon_cds	0.203805
I	6200001	16	26.337	inopinata_no_transposon_cds	0.198949
I	6300001	14	29.128	inopinata_no_transposon_cds	0.194094
I	6400001	12	23.51	inopinata_no_transposon_cds	0.189238
I	6500001	17	33.359	inopinata_no_transposon_cds	0.184383
I	6600001	13	24.153	inopinata_no_transposon_cds	0.179527
I	6700001	15	17.207	inopinata_no_transposon_cds	0.174671
I	6800001	14	33.796	inopinata_no_transposon_cds	0.169816
I	6900001	27	23.283	inopinata_no_transposon_cds	0.16496
I	7000001	13	21.499	inopinata_no_transposon_cds	0.160104
I	7100001	18	29.895	inopinata_no_transposon_cds	0.155249
I	7200001	15	18.806	inopinata_no_transposon_cds	0.150393
I	7300001	14	45.15	inopinata_no_transposon_cds	0.145537
I	7400001	12	75.193	inopinata_no_transposon_cds	0.140682
I	7500001	16	41.87	inopinata_no_transposon_cds	0.135826
I	7600001	17	28.019	inopinata_no_transposon_cds	0.13097
I	7700001	16	25.469	inopinata_no_transposon_cds	0.126115
I	7800001	10	23.836	inopinata_no_transposon_cds	0.121259
I	7900001	17	24.457	inopinata_no_transposon_cds	0.116403
I	8000001	18	26.402	inopinata_no_transposon_cds	0.111548
I	8100001	12	38.816	inopinata_no_transposon_cds	0.106692
I	8200001	19	41.619	inopinata_no_transposon_cds	0.101836
I	8300001	19	29.566	inopinata_no_transposon_cds	0.0969807
I	8400001	10	32.095	inopinata_no_transposon_cds	0.0921251
I	8500001	23	23.22	inopinata_no_transposon_cds	0.0872694
I	8600001	21	28.203	inopinata_no_transposon_cds	0.0824138
I	8700001	10	18.922	inopinata_no_transposon_cds	0.0775581
I	8800001	10	22.043	inopinata_no_transposon_cds	0.0727025
I	8900001	20	30.744	inopinata_no_transposon_cds	0.0678468
I	9000001	14	28.998	inopinata_no_transposon_cds	0.0629912
I	9100001	23	91.946	inopinata_no_transposon_cds	0.0581355
I	9200001	19	30.513	inopinata_no_transposon_cds	0.0532799
I	9300001	13	33.129	inopinata_no_transposon_cds	0.0484242
I	9400001	20	23.649	inopinata_no_transposon_cds	0.0435686
I	9500001	16	30.82	inopinata_no_transposon_cds	0.0387129
I	9600001	16	27.16	inopinata_no_transposon_cds	0.0338573
I	9700001	13	33.967	inopinata_no_transposon_cds	0.0290016
I	9800001	12	22.688	inopinata_no_transposon_cds	0.0241459
I	9900001	13	27.389	inopinata_no_transposon_cds	0.0192903
I	10000001	13	43.723	inopinata_no_transposon_cds	0.0144346
I	10100001	15	41.157	inopinata_no_transposon_cds	0.00957899
I	10200001	11	35.266	inopinata_no_transposon_cds	0.00472334
I	10300001	10	49.758	inopinata_no_transposon_cds	0.000132317
I	10400001	13	51.39	inopinata_no_transposon_cds	0.00498797
I	10500001	12	35.075	inopinata_no_transposon_cds	0.00984362
I	10600001	17	28.941	inopinata_no_transposon_cds	0.0146993
I	10700001	13	26.291	inopinata_no_transposon_cds	0.0195549
I	10800001	16	28.231	inopinata_no_transposon_cds	0.0244106
I	10900001	27	57.194	inopinata_no_transposon_cds	0.0292662
I	11000001	20	84.114	inopinata_no_transposon_cds	0.0341219
I	11100001	20	75.801	inopinata_no_transposon_cds	0.0389775
I	11200001	26	71.452	inopinata_no_transposon_cds	0.0438332
I	11300001	23	84.663	inopinata_no_transposon_cds	0.0486888
I	11400001	16	82.455	inopinata_no_transposon_cds	0.0535445
I	11500001	17	75.321	inopinata_no_transposon_cds	0.0584002
I	11600001	12	31.056	inopinata_no_transposon_cds	0.0632558
I	11700001	22	24.738	inopinata_no_transposon_cds	0.0681115
I	11800001	20	28.455	inopinata_no_transposon_cds	0.0729671
I	11900001	15	30.61	inopinata_no_transposon_cds	0.0778228
I	12000001	13	28.523	inopinata_no_transposon_cds	0.0826784
I	12100001	14	21.206	inopinata_no_transposon_cds	0.0875341
I	12200001	14	19.689	inopinata_no_transposon_cds	0.0923897
I	12300001	20	25.878	inopinata_no_transposon_cds	0.0972454
I	12400001	18	20.4	inopinata_no_transposon_cds	0.102101
I	12500001	12	22.386	inopinata_no_transposon_cds	0.106957
I	12600001	18	32.07	inopinata_no_transposon_cds	0.111812
I	12700001	9	62.249	inopinata_no_transposon_cds	0.116668
I	12800001	9	34.896	inopinata_no_transposon_cds	0.121524
I	12900001	8	25.397	inopinata_no_transposon_cds	0.126379
I	13000001	10	37.081	inopinata_no_transposon_cds	0.131235
I	13100001	9	36.914	inopinata_no_transposon_cds	0.136091
I	13200001	21	33.08	inopinata_no_transposon_cds	0.140946
I	13300001	24	13.373	inopinata_no_transposon_cds	0.145802
I	13400001	20	19.714	inopinata_no_transposon_cds	0.150658
I	13500001	23	21.913	inopinata_no_transposon_cds	0.155513
I	13600001	21	28.122	inopinata_no_transposon_cds	0.160369
I	13700001	16	20.757	inopinata_no_transposon_cds	0.165225
I	13800001	14	31.802	inopinata_no_transposon_cds	0.17008
I	13900001	12	31.46	inopinata_no_transposon_cds	0.174936
I	14000001	10	27.736	inopinata_no_transposon_cds	0.179791
I	14100001	7	37.354	inopinata_no_transposon_cds	0.184647
I	14200001	12	17.446	inopinata_no_transposon_cds	0.189503
I	14300001	17	26.514	inopinata_no_transposon_cds	0.194358
I	14400001	20	23.353	inopinata_no_transposon_cds	0.199214
I	14500001	15	29.961	inopinata_no_transposon_cds	0.20407
I	14600001	7	29.811	inopinata_no_transposon_cds	0.208925
I	14700001	17	31.477	inopinata_no_transposon_cds	0.213781
I	14800001	18	31.467	inopinata_no_transposon_cds	0.218637
I	14900001	12	28.874	inopinata_no_transposon_cds	0.223492
I	15000001	9	37.991	inopinata_no_transposon_cds	0.228348
I	15100001	17	38.653	inopinata_no_transposon_cds	0.233204
I	15200001	14	28.83	inopinata_no_transposon_cds	0.238059
I	15300001	12	38.355	inopinata_no_transposon_cds	0.242915
I	15400001	17	31.825	inopinata_no_transposon_cds	0.247771
I	15500001	14	44.184	inopinata_no_transposon_cds	0.252626
I	15600001	16	45.332	inopinata_no_transposon_cds	0.257482
I	15700001	17	36.513	inopinata_no_transposon_cds	0.262338
I	15800001	18	22.998	inopinata_no_transposon_cds	0.267193
I	15900001	12	36.199	inopinata_no_transposon_cds	0.272049
I	16000001	8	24.425	inopinata_no_transposon_cds	0.276905
I	16100001	15	33.213	inopinata_no_transposon_cds	0.28176
I	16200001	17	32.563	inopinata_no_transposon_cds	0.286616
I	16300001	11	21.59	inopinata_no_transposon_cds	0.291472
I	16400001	14	29.719	inopinata_no_transposon_cds	0.296327
I	16500001	26	24.734	inopinata_no_transposon_cds	0.301183
I	16600001	16	32.289	inopinata_no_transposon_cds	0.306038
I	16700001	13	45.949	inopinata_no_transposon_cds	0.310894
I	16800001	9	40.599	inopinata_no_transposon_cds	0.31575
I	16900001	8	44.72	inopinata_no_transposon_cds	0.320605
I	17000001	8	43.179	inopinata_no_transposon_cds	0.325461
I	17100001	18	24.923	inopinata_no_transposon_cds	0.330317
I	17200001	16	21.806	inopinata_no_transposon_cds	0.335172
I	17300001	12	23.29	inopinata_no_transposon_cds	0.340028
I	17400001	24	22.165	inopinata_no_transposon_cds	0.344884
I	17500001	14	18.52	inopinata_no_transposon_cds	0.349739
I	17600001	8	42.65	inopinata_no_transposon_cds	0.354595
I	17700001	13	24.347	inopinata_no_transposon_cds	0.359451
I	17800001	13	33.044	inopinata_no_transposon_cds	0.364306
I	17900001	20	33.322	inopinata_no_transposon_cds	0.369162
I	18000001	13	21.152	inopinata_no_transposon_cds	0.374018
I	18100001	15	31.129	inopinata_no_transposon_cds	0.378873
I	18200001	18	28.735	inopinata_no_transposon_cds	0.383729
I	18300001	21	28.679	inopinata_no_transposon_cds	0.388585
I	18400001	12	40.071	inopinata_no_transposon_cds	0.39344
I	18500001	22	17.517	inopinata_no_transposon_cds	0.398296
I	18600001	16	27.209	inopinata_no_transposon_cds	0.403152
I	18700001	19	22.89	inopinata_no_transposon_cds	0.408007
I	18800001	21	39.033	inopinata_no_transposon_cds	0.412863
I	18900001	19	61.324	inopinata_no_transposon_cds	0.417718
I	19000001	15	24.985	inopinata_no_transposon_cds	0.422574
I	19100001	20	22.587	inopinata_no_transposon_cds	0.42743
I	19200001	20	25.827	inopinata_no_transposon_cds	0.432285
I	19300001	25	28.509	inopinata_no_transposon_cds	0.437141
I	19400001	21	24.094	inopinata_no_transposon_cds	0.441997
I	19500001	17	34.83	inopinata_no_transposon_cds	0.446852
I	19600001	11	49.059	inopinata_no_transposon_cds	0.451708
I	19700001	16	29.51	inopinata_no_transposon_cds	0.456564
I	19800001	20	18.116	inopinata_no_transposon_cds	0.461419
I	19900001	21	23.208	inopinata_no_transposon_cds	0.466275
I	20000001	14	26.243	inopinata_no_transposon_cds	0.471131
I	20100001	19	22.381	inopinata_no_transposon_cds	0.475986
I	20200001	15	19.952	inopinata_no_transposon_cds	0.480842
I	20300001	18	17.066	inopinata_no_transposon_cds	0.485698
I	20400001	9	22.43	inopinata_no_transposon_cds	0.490553
I	20500001	15	22.889	inopinata_no_transposon_cds	0.495409
IV	1	24	63.526	inopinata_no_transposon_cds	0.5
IV	100001	19	18.692	inopinata_no_transposon_cds	0.495242
IV	200001	21	22.414	inopinata_no_transposon_cds	0.490484
IV	300001	13	21.019	inopinata_no_transposon_cds	0.485726
IV	400001	14	23.317	inopinata_no_transposon_cds	0.480968
IV	500001	11	28.88	inopinata_no_transposon_cds	0.47621
IV	600001	16	37.364	inopinata_no_transposon_cds	0.471453
IV	700001	11	27.717	inopinata_no_transposon_cds	0.466695
IV	800001	28	30.263	inopinata_no_transposon_cds	0.461937
IV	900001	11	27.734	inopinata_no_transposon_cds	0.457179
IV	1000001	14	42.933	inopinata_no_transposon_cds	0.452421
IV	1100001	16	32.15	inopinata_no_transposon_cds	0.447663
IV	1200001	22	22.015	inopinata_no_transposon_cds	0.442905
IV	1300001	26	29.089	inopinata_no_transposon_cds	0.438147
IV	1400001	18	39.462	inopinata_no_transposon_cds	0.433389
IV	1500001	22	32.971	inopinata_no_transposon_cds	0.428631
IV	1600001	17	53.117	inopinata_no_transposon_cds	0.423873
IV	1700001	14	42.965	inopinata_no_transposon_cds	0.419116
IV	1800001	13	46.076	inopinata_no_transposon_cds	0.414358
IV	1900001	13	39.929	inopinata_no_transposon_cds	0.4096
IV	2000001	12	24.672	inopinata_no_transposon_cds	0.404842
IV	2100001	12	21.358	inopinata_no_transposon_cds	0.400084
IV	2200001	11	32.123	inopinata_no_transposon_cds	0.395326
IV	2300001	15	36.32	inopinata_no_transposon_cds	0.390568
IV	2400001	14	33.017	inopinata_no_transposon_cds	0.38581
IV	2500001	16	36.83	inopinata_no_transposon_cds	0.381052
IV	2600001	14	27.036	inopinata_no_transposon_cds	0.376294
IV	2700001	21	41.336	inopinata_no_transposon_cds	0.371536
IV	2800001	15	37.715	inopinata_no_transposon_cds	0.366779
IV	2900001	28	40.997	inopinata_no_transposon_cds	0.362021
IV	3000001	20	36.935	inopinata_no_transposon_cds	0.357263
IV	3100001	13	42.19	inopinata_no_transposon_cds	0.352505
IV	3200001	13	47.375	inopinata_no_transposon_cds	0.347747
IV	3300001	15	36.998	inopinata_no_transposon_cds	0.342989
IV	3400001	11	32.264	inopinata_no_transposon_cds	0.338231
IV	3500001	7	34.934	inopinata_no_transposon_cds	0.333473
IV	3600001	13	34.516	inopinata_no_transposon_cds	0.328715
IV	3700001	13	32.15	inopinata_no_transposon_cds	0.323957
IV	3800001	12	33.996	inopinata_no_transposon_cds	0.319199
IV	3900001	14	39.471	inopinata_no_transposon_cds	0.314442
IV	4000001	10	47.511	inopinata_no_transposon_cds	0.309684
IV	4100001	19	39.275	inopinata_no_transposon_cds	0.304926
IV	4200001	6	56.086	inopinata_no_transposon_cds	0.300168
IV	4300001	13	46.005	inopinata_no_transposon_cds	0.29541
IV	4400001	4	44.606	inopinata_no_transposon_cds	0.290652
IV	4500001	9	43.84	inopinata_no_transposon_cds	0.285894
IV	4600001	15	42.069	inopinata_no_transposon_cds	0.281136
IV	4700001	16	56.863	inopinata_no_transposon_cds	0.276378
IV	4800001	7	44.259	inopinata_no_transposon_cds	0.27162
IV	4900001	18	53.292	inopinata_no_transposon_cds	0.266862
IV	5000001	16	29.598	inopinata_no_transposon_cds	0.262105
IV	5100001	11	55.226	inopinata_no_transposon_cds	0.257347
IV	5200001	16	36.147	inopinata_no_transposon_cds	0.252589
IV	5300001	9	42.25	inopinata_no_transposon_cds	0.247831
IV	5400001	16	39.418	inopinata_no_transposon_cds	0.243073
IV	5500001	23	26.539	inopinata_no_transposon_cds	0.238315
IV	5600001	15	27.606	inopinata_no_transposon_cds	0.233557
IV	5700001	24	31.786	inopinata_no_transposon_cds	0.228799
IV	5800001	12	36.334	inopinata_no_transposon_cds	0.224041
IV	5900001	13	35.745	inopinata_no_transposon_cds	0.219283
IV	6000001	11	43.743	inopinata_no_transposon_cds	0.214526
IV	6100001	20	36.255	inopinata_no_transposon_cds	0.209768
IV	6200001	18	27.214	inopinata_no_transposon_cds	0.20501
IV	6300001	8	34.78	inopinata_no_transposon_cds	0.200252
IV	6400001	17	33.065	inopinata_no_transposon_cds	0.195494
IV	6500001	21	26.253	inopinata_no_transposon_cds	0.190736
IV	6600001	14	30.742	inopinata_no_transposon_cds	0.185978
IV	6700001	10	32.426	inopinata_no_transposon_cds	0.18122
IV	6800001	22	31.704	inopinata_no_transposon_cds	0.176462
IV	6900001	20	26.991	inopinata_no_transposon_cds	0.171704
IV	7000001	6	34.124	inopinata_no_transposon_cds	0.166946
IV	7100001	27	27.291	inopinata_no_transposon_cds	0.162189
IV	7200001	14	15.081	inopinata_no_transposon_cds	0.157431
IV	7300001	17	22.109	inopinata_no_transposon_cds	0.152673
IV	7400001	17	29.18	inopinata_no_transposon_cds	0.147915
IV	7500001	17	35.945	inopinata_no_transposon_cds	0.143157
IV	7600001	14	18.23	inopinata_no_transposon_cds	0.138399
IV	7700001	18	40.196	inopinata_no_transposon_cds	0.133641
IV	7800001	17	15.019	inopinata_no_transposon_cds	0.128883
IV	7900001	20	25.471	inopinata_no_transposon_cds	0.124125
IV	8000001	12	37.618	inopinata_no_transposon_cds	0.119367
IV	8100001	20	16.756	inopinata_no_transposon_cds	0.114609
IV	8200001	25	28.679	inopinata_no_transposon_cds	0.109852
IV	8300001	19	27.525	inopinata_no_transposon_cds	0.105094
IV	8400001	31	48.208	inopinata_no_transposon_cds	0.100336
IV	8500001	28	42.103	inopinata_no_transposon_cds	0.0955778
IV	8600001	23	32.782	inopinata_no_transposon_cds	0.0908199
IV	8700001	31	35.998	inopinata_no_transposon_cds	0.086062
IV	8800001	27	29.794	inopinata_no_transposon_cds	0.0813041
IV	8900001	14	25.396	inopinata_no_transposon_cds	0.0765462
IV	9000001	23	44.715	inopinata_no_transposon_cds	0.0717883
IV	9100001	13	20.535	inopinata_no_transposon_cds	0.0670304
IV	9200001	15	23.82	inopinata_no_transposon_cds	0.0622725
IV	9300001	19	24.055	inopinata_no_transposon_cds	0.0575146
IV	9400001	15	28.645	inopinata_no_transposon_cds	0.0527567
IV	9500001	12	12.594	inopinata_no_transposon_cds	0.0479988
IV	9600001	13	33.067	inopinata_no_transposon_cds	0.0432409
IV	9700001	10	37.552	inopinata_no_transposon_cds	0.038483
IV	9800001	18	51.744	inopinata_no_transposon_cds	0.033725
IV	9900001	17	21.587	inopinata_no_transposon_cds	0.0289671
IV	10000001	19	40.274	inopinata_no_transposon_cds	0.0242092
IV	10100001	13	41.867	inopinata_no_transposon_cds	0.0194513
IV	10200001	15	29.222	inopinata_no_transposon_cds	0.0146934
IV	10300001	12	31.944	inopinata_no_transposon_cds	0.00993551
IV	10400001	16	43.22	inopinata_no_transposon_cds	0.0051776
IV	10500001	27	56.295	inopinata_no_transposon_cds	0.000419695
IV	10600001	14	40.778	inopinata_no_transposon_cds	0.00433821
IV	10700001	26	22.032	inopinata_no_transposon_cds	0.00909612
IV	10800001	9	22.534	inopinata_no_transposon_cds	0.013854
IV	10900001	17	28.74	inopinata_no_transposon_cds	0.0186119
IV	11000001	16	38.638	inopinata_no_transposon_cds	0.0233698
IV	11100001	14	26.413	inopinata_no_transposon_cds	0.0281277
IV	11200001	10	27.936	inopinata_no_transposon_cds	0.0328857
IV	11300001	3	16.857	inopinata_no_transposon_cds	0.0376436
IV	11400001	16	30.602	inopinata_no_transposon_cds	0.0424015
IV	11500001	15	35.505	inopinata_no_transposon_cds	0.0471594
IV	11600001	20	28.481	inopinata_no_transposon_cds	0.0519173
IV	11700001	15	51.666	inopinata_no_transposon_cds	0.0566752
IV	11800001	17	30.804	inopinata_no_transposon_cds	0.0614331
IV	11900001	15	48.143	inopinata_no_transposon_cds	0.066191
IV	12000001	11	24.319	inopinata_no_transposon_cds	0.0709489
IV	12100001	20	31.707	inopinata_no_transposon_cds	0.0757068
IV	12200001	15	42.598	inopinata_no_transposon_cds	0.0804647
IV	12300001	21	36.184	inopinata_no_transposon_cds	0.0852226
IV	12400001	19	25.214	inopinata_no_transposon_cds	0.0899805
IV	12500001	14	28.731	inopinata_no_transposon_cds	0.0947384
IV	12600001	20	25.409	inopinata_no_transposon_cds	0.0994964
IV	12700001	16	46.889	inopinata_no_transposon_cds	0.104254
IV	12800001	18	83.452	inopinata_no_transposon_cds	0.109012
IV	12900001	15	33.26	inopinata_no_transposon_cds	0.11377
IV	13000001	7	38.272	inopinata_no_transposon_cds	0.118528
IV	13100001	14	21.424	inopinata_no_transposon_cds	0.123286
IV	13200001	15	43.944	inopinata_no_transposon_cds	0.128044
IV	13300001	15	23.405	inopinata_no_transposon_cds	0.132802
IV	13400001	15	35.288	inopinata_no_transposon_cds	0.13756
IV	13500001	16	38.394	inopinata_no_transposon_cds	0.142318
IV	13600001	13	16.574	inopinata_no_transposon_cds	0.147075
IV	13700001	18	20.598	inopinata_no_transposon_cds	0.151833
IV	13800001	19	29.148	inopinata_no_transposon_cds	0.156591
IV	13900001	14	30.174	inopinata_no_transposon_cds	0.161349
IV	14000001	19	24.492	inopinata_no_transposon_cds	0.166107
IV	14100001	18	26.181	inopinata_no_transposon_cds	0.170865
IV	14200001	13	19.493	inopinata_no_transposon_cds	0.175623
IV	14300001	14	25.52	inopinata_no_transposon_cds	0.180381
IV	14400001	19	40.559	inopinata_no_transposon_cds	0.185139
IV	14500001	9	43.192	inopinata_no_transposon_cds	0.189897
IV	14600001	13	39.342	inopinata_no_transposon_cds	0.194655
IV	14700001	15	39.851	inopinata_no_transposon_cds	0.199412
IV	14800001	12	27.597	inopinata_no_transposon_cds	0.20417
IV	14900001	17	26.056	inopinata_no_transposon_cds	0.208928
IV	15000001	21	25.629	inopinata_no_transposon_cds	0.213686
IV	15100001	12	28.654	inopinata_no_transposon_cds	0.218444
IV	15200001	22	41.842	inopinata_no_transposon_cds	0.223202
IV	15300001	13	58.606	inopinata_no_transposon_cds	0.22796
IV	15400001	23	57.39	inopinata_no_transposon_cds	0.232718
IV	15500001	7	34.223	inopinata_no_transposon_cds	0.237476
IV	15600001	15	26.109	inopinata_no_transposon_cds	0.242234
IV	15700001	10	31.228	inopinata_no_transposon_cds	0.246991
IV	15800001	14	42.673	inopinata_no_transposon_cds	0.251749
IV	15900001	20	26.118	inopinata_no_transposon_cds	0.256507
IV	16000001	12	30.353	inopinata_no_transposon_cds	0.261265
IV	16100001	11	22.951	inopinata_no_transposon_cds	0.266023
IV	16200001	11	31.06	inopinata_no_transposon_cds	0.270781
IV	16300001	17	24.029	inopinata_no_transposon_cds	0.275539
IV	16400001	23	50.674	inopinata_no_transposon_cds	0.280297
IV	16500001	15	36.195	inopinata_no_transposon_cds	0.285055
IV	16600001	11	38.151	inopinata_no_transposon_cds	0.289813
IV	16700001	22	56.326	inopinata_no_transposon_cds	0.294571
IV	16800001	6	30.775	inopinata_no_transposon_cds	0.299328
