Chr	BP	num_rep_bp	species	norm_dist_center
V	11600001	609	inopinata	0.00926794
V	11610001	636	inopinata	0.00884489
V	11620001	190	inopinata	0.00842185
V	11630001	1055	inopinata	0.0079988
V	11640001	206	inopinata	0.00757576
V	11650001	80	inopinata	0.00715272
V	11660001	40	inopinata	0.00672967
V	11670001	2657	inopinata	0.00630663
V	11680001	613	inopinata	0.00588358
V	11690001	1341	inopinata	0.00546054
V	11700001	346	inopinata	0.00503749
V	11710001	488	inopinata	0.00461445
V	11720001	0	inopinata	0.0041914
V	11730001	1707	inopinata	0.00376836
V	11740001	1280	inopinata	0.00334531
V	11750001	1245	inopinata	0.00292227
V	11760001	802	inopinata	0.00249922
V	11770001	1862	inopinata	0.00207618
V	11780001	241	inopinata	0.00165313
V	11790001	462	inopinata	0.00123009
V	11800001	165	inopinata	0.000807043
V	11810001	449	inopinata	0.000383998
V	11820001	597	inopinata	3.9047e-05
V	11830001	854	inopinata	0.000462092
V	11840001	1115	inopinata	0.000885137
V	11850001	1678	inopinata	0.00130818
V	11860001	1830	inopinata	0.00173123
V	11870001	340	inopinata	0.00215427
V	11880001	307	inopinata	0.00257732
V	11890001	49	inopinata	0.00300036
V	11900001	749	inopinata	0.00342341
V	11910001	1006	inopinata	0.00384645
V	11920001	620	inopinata	0.0042695
V	11930001	77	inopinata	0.00469254
V	11940001	435	inopinata	0.00511559
V	11950001	77	inopinata	0.00553863
V	11960001	526	inopinata	0.00596167
V	11970001	0	inopinata	0.00638472
V	11980001	378	inopinata	0.00680776
V	11990001	508	inopinata	0.00723081
V	12000001	116	inopinata	0.00765385
V	12010001	509	inopinata	0.0080769
V	12020001	827	inopinata	0.00849994
V	12030001	28	inopinata	0.00892299
V	12040001	593	inopinata	0.00934603
V	12050001	3631	inopinata	0.00976908
V	12060001	69	inopinata	0.0101921
V	12070001	449	inopinata	0.0106152
V	12080001	594	inopinata	0.0110382
V	12090001	1277	inopinata	0.0114613
V	12100001	1138	inopinata	0.0118843
V	12110001	374	inopinata	0.0123073
V	12120001	191	inopinata	0.0127304
V	12130001	92	inopinata	0.0131534
V	12140001	33	inopinata	0.0135765
V	12150001	33	inopinata	0.0139995
V	12160001	84	inopinata	0.0144226
V	12170001	160	inopinata	0.0148456
V	12180001	313	inopinata	0.0152687
V	12190001	4896	inopinata	0.0156917
V	12200001	1288	inopinata	0.0161148
V	12210001	111	inopinata	0.0165378
V	12220001	283	inopinata	0.0169608
V	12230001	52	inopinata	0.0173839
V	12240001	0	inopinata	0.0178069
V	12250001	514	inopinata	0.01823
V	12260001	271	inopinata	0.018653
V	12270001	77	inopinata	0.0190761
V	12280001	297	inopinata	0.0194991
V	12290001	167	inopinata	0.0199222
V	12300001	168	inopinata	0.0203452
V	12310001	360	inopinata	0.0207682
V	12320001	467	inopinata	0.0211913
V	12330001	539	inopinata	0.0216143
V	12340001	30	inopinata	0.0220374
V	12350001	162	inopinata	0.0224604
V	12360001	630	inopinata	0.0228835
V	12370001	400	inopinata	0.0233065
V	12380001	312	inopinata	0.0237296
V	12390001	1314	inopinata	0.0241526
V	12400001	1751	inopinata	0.0245756
V	12410001	54	inopinata	0.0249987
V	12420001	41	inopinata	0.0254217
V	12430001	19	inopinata	0.0258448
V	12440001	316	inopinata	0.0262678
V	12450001	963	inopinata	0.0266909
V	12460001	96	inopinata	0.0271139
V	12470001	755	inopinata	0.027537
V	12480001	2172	inopinata	0.02796
V	12490001	900	inopinata	0.0283831
V	12500001	220	inopinata	0.0288061
V	12510001	38	inopinata	0.0292291
V	12520001	287	inopinata	0.0296522
V	12530001	0	inopinata	0.0300752
V	12540001	188	inopinata	0.0304983
V	12550001	122	inopinata	0.0309213
V	12560001	0	inopinata	0.0313444
V	12570001	1210	inopinata	0.0317674
V	12580001	772	inopinata	0.0321905
V	12590001	320	inopinata	0.0326135
V	12600001	341	inopinata	0.0330365
V	12610001	1261	inopinata	0.0334596
V	12620001	288	inopinata	0.0338826
V	12630001	353	inopinata	0.0343057
V	12640001	2626	inopinata	0.0347287
V	12650001	351	inopinata	0.0351518
V	12660001	654	inopinata	0.0355748
V	12670001	104	inopinata	0.0359979
V	12680001	459	inopinata	0.0364209
V	12690001	52	inopinata	0.0368439
V	12700001	78	inopinata	0.037267
V	12710001	317	inopinata	0.03769
V	12720001	192	inopinata	0.0381131
V	12730001	107	inopinata	0.0385361
V	12740001	320	inopinata	0.0389592
V	12750001	726	inopinata	0.0393822
V	12760001	2034	inopinata	0.0398053
V	12770001	231	inopinata	0.0402283
V	12780001	285	inopinata	0.0406514
V	12790001	34	inopinata	0.0410744
V	12800001	60	inopinata	0.0414974
V	12810001	388	inopinata	0.0419205
V	12820001	310	inopinata	0.0423435
V	12830001	0	inopinata	0.0427666
V	12840001	554	inopinata	0.0431896
V	12850001	1674	inopinata	0.0436127
V	12860001	929	inopinata	0.0440357
V	12870001	373	inopinata	0.0444588
V	12880001	227	inopinata	0.0448818
V	12890001	838	inopinata	0.0453048
V	12900001	87	inopinata	0.0457279
V	12910001	41	inopinata	0.0461509
V	12920001	38	inopinata	0.046574
V	12930001	167	inopinata	0.046997
V	12940001	24	inopinata	0.0474201
V	12950001	617	inopinata	0.0478431
V	12960001	1019	inopinata	0.0482662
V	12970001	359	inopinata	0.0486892
V	12980001	749	inopinata	0.0491122
V	12990001	141	inopinata	0.0495353
V	13000001	147	inopinata	0.0499583
V	13010001	177	inopinata	0.0503814
V	13020001	205	inopinata	0.0508044
V	13030001	74	inopinata	0.0512275
V	13040001	1117	inopinata	0.0516505
V	13050001	860	inopinata	0.0520736
V	13060001	917	inopinata	0.0524966
V	13070001	103	inopinata	0.0529197
V	13080001	133	inopinata	0.0533427
V	13090001	454	inopinata	0.0537657
V	13100001	250	inopinata	0.0541888
V	13110001	253	inopinata	0.0546118
V	13120001	1012	inopinata	0.0550349
V	13130001	862	inopinata	0.0554579
V	13140001	1850	inopinata	0.055881
V	13150001	219	inopinata	0.056304
V	13160001	45	inopinata	0.0567271
V	13170001	1322	inopinata	0.0571501
V	13180001	1373	inopinata	0.0575731
V	13190001	701	inopinata	0.0579962
V	13200001	830	inopinata	0.0584192
V	13210001	159	inopinata	0.0588423
V	13220001	275	inopinata	0.0592653
V	13230001	521	inopinata	0.0596884
V	13240001	545	inopinata	0.0601114
V	13250001	633	inopinata	0.0605345
V	13260001	57	inopinata	0.0609575
V	13270001	68	inopinata	0.0613805
V	13280001	95	inopinata	0.0618036
V	13290001	668	inopinata	0.0622266
V	13300001	1086	inopinata	0.0626497
V	13310001	531	inopinata	0.0630727
V	13320001	1255	inopinata	0.0634958
V	13330001	159	inopinata	0.0639188
V	13340001	301	inopinata	0.0643419
V	13350001	1550	inopinata	0.0647649
V	13360001	28	inopinata	0.065188
V	13370001	1000	inopinata	0.065611
V	13380001	1914	inopinata	0.066034
V	13390001	416	inopinata	0.0664571
V	13400001	137	inopinata	0.0668801
V	13410001	168	inopinata	0.0673032
V	13420001	546	inopinata	0.0677262
V	13430001	1259	inopinata	0.0681493
V	13440001	1297	inopinata	0.0685723
V	13450001	805	inopinata	0.0689954
V	13460001	49	inopinata	0.0694184
V	13470001	1616	inopinata	0.0698414
V	13480001	310	inopinata	0.0702645
V	13490001	689	inopinata	0.0706875
V	13500001	1474	inopinata	0.0711106
V	13510001	358	inopinata	0.0715336
V	13520001	112	inopinata	0.0719567
V	13530001	298	inopinata	0.0723797
V	13540001	163	inopinata	0.0728028
V	13550001	423	inopinata	0.0732258
V	13560001	576	inopinata	0.0736488
V	13570001	1031	inopinata	0.0740719
V	13580001	968	inopinata	0.0744949
V	13590001	0	inopinata	0.074918
V	13600001	277	inopinata	0.075341
V	13610001	318	inopinata	0.0757641
V	13620001	367	inopinata	0.0761871
V	13630001	753	inopinata	0.0766102
V	13640001	321	inopinata	0.0770332
V	13650001	74	inopinata	0.0774563
V	13660001	0	inopinata	0.0778793
V	13670001	0	inopinata	0.0783023
V	13680001	244	inopinata	0.0787254
V	13690001	874	inopinata	0.0791484
V	13700001	489	inopinata	0.0795715
V	13710001	1077	inopinata	0.0799945
V	13720001	486	inopinata	0.0804176
V	13730001	284	inopinata	0.0808406
V	13740001	703	inopinata	0.0812637
V	13750001	613	inopinata	0.0816867
V	13760001	156	inopinata	0.0821097
V	13770001	383	inopinata	0.0825328
V	13780001	512	inopinata	0.0829558
V	13790001	190	inopinata	0.0833789
V	13800001	89	inopinata	0.0838019
V	13810001	608	inopinata	0.084225
V	13820001	1096	inopinata	0.084648
V	13830001	832	inopinata	0.0850711
V	13840001	670	inopinata	0.0854941
V	13850001	23	inopinata	0.0859172
V	13860001	53	inopinata	0.0863402
V	13870001	293	inopinata	0.0867632
V	13880001	537	inopinata	0.0871863
V	13890001	2215	inopinata	0.0876093
V	13900001	1128	inopinata	0.0880324
V	13910001	1051	inopinata	0.0884554
V	13920001	417	inopinata	0.0888785
V	13930001	45	inopinata	0.0893015
V	13940001	664	inopinata	0.0897246
V	13950001	2186	inopinata	0.0901476
V	13960001	228	inopinata	0.0905706
V	13970001	383	inopinata	0.0909937
V	13980001	428	inopinata	0.0914167
V	13990001	742	inopinata	0.0918398
V	14000001	97	inopinata	0.0922628
V	14010001	667	inopinata	0.0926859
V	14020001	45	inopinata	0.0931089
V	14030001	130	inopinata	0.093532
V	14040001	224	inopinata	0.093955
V	14050001	587	inopinata	0.094378
V	14060001	476	inopinata	0.0948011
V	14070001	103	inopinata	0.0952241
V	14080001	1523	inopinata	0.0956472
V	14090001	1313	inopinata	0.0960702
V	14100001	665	inopinata	0.0964933
V	14110001	2333	inopinata	0.0969163
V	14120001	66	inopinata	0.0973394
V	14130001	889	inopinata	0.0977624
V	14140001	230	inopinata	0.0981855
V	14150001	1161	inopinata	0.0986085
V	14160001	61	inopinata	0.0990315
V	14170001	155	inopinata	0.0994546
V	14180001	428	inopinata	0.0998776
V	14190001	1148	inopinata	0.100301
V	14200001	890	inopinata	0.100724
V	14210001	1038	inopinata	0.101147
V	14220001	1097	inopinata	0.10157
V	14230001	1038	inopinata	0.101993
V	14240001	973	inopinata	0.102416
V	14250001	585	inopinata	0.102839
V	14260001	125	inopinata	0.103262
V	14270001	677	inopinata	0.103685
V	14280001	1674	inopinata	0.104108
V	14290001	879	inopinata	0.104531
V	14300001	467	inopinata	0.104954
V	14310001	1131	inopinata	0.105377
V	14320001	1026	inopinata	0.1058
V	14330001	526	inopinata	0.106223
V	14340001	230	inopinata	0.106646
V	14350001	1220	inopinata	0.107069
V	14360001	1249	inopinata	0.107492
V	14370001	979	inopinata	0.107915
V	14380001	1691	inopinata	0.108339
V	14390001	1855	inopinata	0.108762
V	14400001	565	inopinata	0.109185
V	14410001	515	inopinata	0.109608
V	14420001	146	inopinata	0.110031
V	14430001	538	inopinata	0.110454
V	14440001	304	inopinata	0.110877
V	14450001	897	inopinata	0.1113
V	14460001	266	inopinata	0.111723
V	14470001	508	inopinata	0.112146
V	14480001	87	inopinata	0.112569
V	14490001	107	inopinata	0.112992
V	14500001	221	inopinata	0.113415
V	14510001	1197	inopinata	0.113838
V	14520001	586	inopinata	0.114261
V	14530001	653	inopinata	0.114684
V	14540001	1196	inopinata	0.115107
V	14550001	259	inopinata	0.11553
V	14560001	396	inopinata	0.115953
V	14570001	0	inopinata	0.116376
V	14580001	1500	inopinata	0.116799
V	14590001	0	inopinata	0.117222
V	14600001	140	inopinata	0.117646
V	14610001	17	inopinata	0.118069
V	14620001	503	inopinata	0.118492
V	14630001	0	inopinata	0.118915
V	14640001	386	inopinata	0.119338
V	14650001	186	inopinata	0.119761
V	14660001	245	inopinata	0.120184
V	14670001	690	inopinata	0.120607
V	14680001	172	inopinata	0.12103
V	14690001	855	inopinata	0.121453
V	14700001	439	inopinata	0.121876
V	14710001	463	inopinata	0.122299
V	14720001	684	inopinata	0.122722
V	14730001	780	inopinata	0.123145
V	14740001	530	inopinata	0.123568
V	14750001	941	inopinata	0.123991
V	14760001	3677	inopinata	0.124414
V	14770001	517	inopinata	0.124837
V	14780001	76	inopinata	0.12526
V	14790001	778	inopinata	0.125683
V	14800001	911	inopinata	0.126106
V	14810001	159	inopinata	0.126529
V	14820001	808	inopinata	0.126953
V	14830001	66	inopinata	0.127376
V	14840001	580	inopinata	0.127799
V	14850001	831	inopinata	0.128222
V	14860001	56	inopinata	0.128645
V	14870001	64	inopinata	0.129068
V	14880001	807	inopinata	0.129491
V	14890001	485	inopinata	0.129914
V	14900001	1209	inopinata	0.130337
V	14910001	269	inopinata	0.13076
V	14920001	572	inopinata	0.131183
V	14930001	289	inopinata	0.131606
V	14940001	279	inopinata	0.132029
V	14950001	355	inopinata	0.132452
V	14960001	1927	inopinata	0.132875
V	14970001	478	inopinata	0.133298
V	14980001	290	inopinata	0.133721
V	14990001	972	inopinata	0.134144
V	15000001	1618	inopinata	0.134567
V	15010001	1564	inopinata	0.13499
V	15020001	2832	inopinata	0.135413
V	15030001	98	inopinata	0.135836
V	15040001	1360	inopinata	0.136259
V	15050001	109	inopinata	0.136683
V	15060001	705	inopinata	0.137106
V	15070001	119	inopinata	0.137529
V	15080001	919	inopinata	0.137952
V	15090001	246	inopinata	0.138375
V	15100001	818	inopinata	0.138798
V	15110001	801	inopinata	0.139221
V	15120001	49	inopinata	0.139644
V	15130001	1245	inopinata	0.140067
V	15140001	176	inopinata	0.14049
V	15150001	463	inopinata	0.140913
V	15160001	193	inopinata	0.141336
V	15170001	379	inopinata	0.141759
V	15180001	400	inopinata	0.142182
V	15190001	402	inopinata	0.142605
V	15200001	1856	inopinata	0.143028
V	15210001	1270	inopinata	0.143451
V	15220001	151	inopinata	0.143874
V	15230001	1012	inopinata	0.144297
V	15240001	63	inopinata	0.14472
V	15250001	763	inopinata	0.145143
V	15260001	207	inopinata	0.145566
V	15270001	2843	inopinata	0.14599
V	15280001	55	inopinata	0.146413
V	15290001	549	inopinata	0.146836
V	15300001	48	inopinata	0.147259
V	15310001	203	inopinata	0.147682
V	15320001	31	inopinata	0.148105
V	15330001	656	inopinata	0.148528
V	15340001	226	inopinata	0.148951
V	15350001	196	inopinata	0.149374
V	15360001	89	inopinata	0.149797
V	15370001	1241	inopinata	0.15022
V	15380001	1860	inopinata	0.150643
V	15390001	628	inopinata	0.151066
V	15400001	836	inopinata	0.151489
V	15410001	414	inopinata	0.151912
V	15420001	916	inopinata	0.152335
V	15430001	796	inopinata	0.152758
V	15440001	1184	inopinata	0.153181
V	15450001	1990	inopinata	0.153604
V	15460001	796	inopinata	0.154027
V	15470001	2476	inopinata	0.15445
V	15480001	1491	inopinata	0.154873
V	15490001	2978	inopinata	0.155297
V	15500001	90	inopinata	0.15572
V	15510001	234	inopinata	0.156143
V	15520001	327	inopinata	0.156566
V	15530001	1471	inopinata	0.156989
V	15540001	100	inopinata	0.157412
V	15550001	1253	inopinata	0.157835
V	15560001	309	inopinata	0.158258
V	15570001	126	inopinata	0.158681
V	15580001	1983	inopinata	0.159104
V	15590001	1973	inopinata	0.159527
V	15600001	67	inopinata	0.15995
V	15610001	448	inopinata	0.160373
V	15620001	381	inopinata	0.160796
V	15630001	854	inopinata	0.161219
V	15640001	554	inopinata	0.161642
V	15650001	0	inopinata	0.162065
V	15660001	774	inopinata	0.162488
V	15670001	613	inopinata	0.162911
V	15680001	547	inopinata	0.163334
V	15690001	36	inopinata	0.163757
V	15700001	131	inopinata	0.16418
V	15710001	395	inopinata	0.164603
V	15720001	90	inopinata	0.165027
V	15730001	172	inopinata	0.16545
V	15740001	1180	inopinata	0.165873
V	15750001	316	inopinata	0.166296
V	15760001	0	inopinata	0.166719
V	15770001	431	inopinata	0.167142
V	15780001	1078	inopinata	0.167565
V	15790001	1334	inopinata	0.167988
V	15800001	224	inopinata	0.168411
V	15810001	1475	inopinata	0.168834
V	15820001	1115	inopinata	0.169257
V	15830001	0	inopinata	0.16968
V	15840001	125	inopinata	0.170103
V	15850001	914	inopinata	0.170526
V	15860001	862	inopinata	0.170949
V	15870001	817	inopinata	0.171372
V	15880001	826	inopinata	0.171795
V	15890001	532	inopinata	0.172218
V	15900001	155	inopinata	0.172641
V	15910001	915	inopinata	0.173064
V	15920001	828	inopinata	0.173487
V	15930001	370	inopinata	0.17391
V	15940001	132	inopinata	0.174334
V	15950001	381	inopinata	0.174757
V	15960001	0	inopinata	0.17518
V	15970001	43	inopinata	0.175603
V	15980001	1491	inopinata	0.176026
V	15990001	2024	inopinata	0.176449
V	16000001	2883	inopinata	0.176872
V	16010001	116	inopinata	0.177295
V	16020001	1118	inopinata	0.177718
V	16030001	67	inopinata	0.178141
V	16040001	1406	inopinata	0.178564
V	16050001	528	inopinata	0.178987
V	16060001	289	inopinata	0.17941
V	16070001	1969	inopinata	0.179833
V	16080001	247	inopinata	0.180256
V	16090001	81	inopinata	0.180679
V	16100001	497	inopinata	0.181102
V	16110001	465	inopinata	0.181525
V	16120001	828	inopinata	0.181948
V	16130001	201	inopinata	0.182371
V	16140001	404	inopinata	0.182794
V	16150001	426	inopinata	0.183217
V	16160001	614	inopinata	0.183641
V	16170001	1285	inopinata	0.184064
V	16180001	1187	inopinata	0.184487
V	16190001	383	inopinata	0.18491
V	16200001	340	inopinata	0.185333
V	16210001	401	inopinata	0.185756
V	16220001	1552	inopinata	0.186179
V	16230001	1433	inopinata	0.186602
V	16240001	2415	inopinata	0.187025
V	16250001	1102	inopinata	0.187448
V	16260001	1461	inopinata	0.187871
V	16270001	110	inopinata	0.188294
V	16280001	67	inopinata	0.188717
V	16290001	0	inopinata	0.18914
V	16300001	513	inopinata	0.189563
V	16310001	754	inopinata	0.189986
V	16320001	532	inopinata	0.190409
V	16330001	568	inopinata	0.190832
V	16340001	660	inopinata	0.191255
V	16350001	674	inopinata	0.191678
V	16360001	276	inopinata	0.192101
V	16370001	140	inopinata	0.192524
V	16380001	412	inopinata	0.192947
V	16390001	820	inopinata	0.193371
V	16400001	451	inopinata	0.193794
V	16410001	40	inopinata	0.194217
V	16420001	238	inopinata	0.19464
V	16430001	1099	inopinata	0.195063
V	16440001	1779	inopinata	0.195486
V	16450001	2220	inopinata	0.195909
V	16460001	466	inopinata	0.196332
V	16470001	1067	inopinata	0.196755
V	16480001	621	inopinata	0.197178
V	16490001	0	inopinata	0.197601
V	16500001	998	inopinata	0.198024
V	16510001	257	inopinata	0.198447
V	16520001	551	inopinata	0.19887
V	16530001	0	inopinata	0.199293
V	16540001	775	inopinata	0.199716
V	16550001	1863	inopinata	0.200139
V	16560001	900	inopinata	0.200562
V	16570001	196	inopinata	0.200985
V	16580001	389	inopinata	0.201408
V	16590001	798	inopinata	0.201831
V	16600001	793	inopinata	0.202254
V	16610001	479	inopinata	0.202678
V	16620001	106	inopinata	0.203101
V	16630001	0	inopinata	0.203524
V	16640001	818	inopinata	0.203947
V	16650001	146	inopinata	0.20437
V	16660001	518	inopinata	0.204793
V	16670001	472	inopinata	0.205216
V	16680001	127	inopinata	0.205639
V	16690001	476	inopinata	0.206062
V	16700001	936	inopinata	0.206485
V	16710001	626	inopinata	0.206908
V	16720001	1178	inopinata	0.207331
V	16730001	1294	inopinata	0.207754
V	16740001	2038	inopinata	0.208177
V	16750001	1931	inopinata	0.2086
V	16760001	639	inopinata	0.209023
V	16770001	694	inopinata	0.209446
V	16780001	805	inopinata	0.209869
V	16790001	2282	inopinata	0.210292
V	16800001	599	inopinata	0.210715
V	16810001	199	inopinata	0.211138
V	16820001	428	inopinata	0.211561
V	16830001	206	inopinata	0.211985
V	16840001	160	inopinata	0.212408
V	16850001	535	inopinata	0.212831
V	16860001	69	inopinata	0.213254
V	16870001	418	inopinata	0.213677
V	16880001	28	inopinata	0.2141
V	16890001	575	inopinata	0.214523
V	16900001	1044	inopinata	0.214946
V	16910001	1921	inopinata	0.215369
V	16920001	416	inopinata	0.215792
V	16930001	0	inopinata	0.216215
V	16940001	493	inopinata	0.216638
V	16950001	336	inopinata	0.217061
V	16960001	1190	inopinata	0.217484
V	16970001	311	inopinata	0.217907
V	16980001	550	inopinata	0.21833
V	16990001	171	inopinata	0.218753
V	17000001	320	inopinata	0.219176
V	17010001	401	inopinata	0.219599
V	17020001	1067	inopinata	0.220022
V	17030001	430	inopinata	0.220445
V	17040001	793	inopinata	0.220868
V	17050001	471	inopinata	0.221292
V	17060001	976	inopinata	0.221715
V	17070001	2382	inopinata	0.222138
V	17080001	294	inopinata	0.222561
V	17090001	704	inopinata	0.222984
V	17100001	1638	inopinata	0.223407
V	17110001	588	inopinata	0.22383
V	17120001	431	inopinata	0.224253
V	17130001	1001	inopinata	0.224676
V	17140001	1322	inopinata	0.225099
V	17150001	157	inopinata	0.225522
V	17160001	749	inopinata	0.225945
V	17170001	130	inopinata	0.226368
V	17180001	674	inopinata	0.226791
V	17190001	1025	inopinata	0.227214
V	17200001	1388	inopinata	0.227637
V	17210001	497	inopinata	0.22806
V	17220001	1439	inopinata	0.228483
V	17230001	1139	inopinata	0.228906
V	17240001	95	inopinata	0.229329
V	17250001	3234	inopinata	0.229752
V	17260001	1429	inopinata	0.230175
V	17270001	536	inopinata	0.230598
V	17280001	2230	inopinata	0.231022
V	17290001	1109	inopinata	0.231445
V	17300001	729	inopinata	0.231868
V	17310001	1013	inopinata	0.232291
V	17320001	282	inopinata	0.232714
V	17330001	1245	inopinata	0.233137
V	17340001	189	inopinata	0.23356
V	17350001	737	inopinata	0.233983
V	17360001	37	inopinata	0.234406
V	17370001	1168	inopinata	0.234829
V	17380001	736	inopinata	0.235252
V	17390001	71	inopinata	0.235675
V	17400001	54	inopinata	0.236098
V	17410001	2821	inopinata	0.236521
V	17420001	2332	inopinata	0.236944
V	17430001	1167	inopinata	0.237367
V	17440001	2119	inopinata	0.23779
V	17450001	1973	inopinata	0.238213
V	17460001	1054	inopinata	0.238636
V	17470001	654	inopinata	0.239059
V	17480001	1592	inopinata	0.239482
V	17490001	571	inopinata	0.239905
V	17500001	500	inopinata	0.240329
V	17510001	2165	inopinata	0.240752
V	17520001	1275	inopinata	0.241175
V	17530001	2783	inopinata	0.241598
V	17540001	5386	inopinata	0.242021
V	17550001	4027	inopinata	0.242444
V	17560001	3529	inopinata	0.242867
V	17570001	1664	inopinata	0.24329
V	17580001	1918	inopinata	0.243713
V	17590001	2717	inopinata	0.244136
V	17600001	336	inopinata	0.244559
V	17610001	1460	inopinata	0.244982
V	17620001	2141	inopinata	0.245405
V	17630001	2123	inopinata	0.245828
V	17640001	1689	inopinata	0.246251
V	17650001	1818	inopinata	0.246674
V	17660001	1110	inopinata	0.247097
V	17670001	813	inopinata	0.24752
V	17680001	1132	inopinata	0.247943
V	17690001	146	inopinata	0.248366
V	17700001	233	inopinata	0.248789
V	17710001	569	inopinata	0.249212
V	17720001	227	inopinata	0.249636
V	17730001	915	inopinata	0.250059
V	17740001	46	inopinata	0.250482
V	17750001	187	inopinata	0.250905
V	17760001	793	inopinata	0.251328
V	17770001	495	inopinata	0.251751
V	17780001	1591	inopinata	0.252174
V	17790001	701	inopinata	0.252597
V	17800001	2383	inopinata	0.25302
V	17810001	388	inopinata	0.253443
V	17820001	0	inopinata	0.253866
V	17830001	0	inopinata	0.254289
V	17840001	0	inopinata	0.254712
V	17850001	756	inopinata	0.255135
V	17860001	2535	inopinata	0.255558
V	17870001	5027	inopinata	0.255981
V	17880001	3202	inopinata	0.256404
V	17890001	3370	inopinata	0.256827
V	17900001	566	inopinata	0.25725
V	17910001	487	inopinata	0.257673
V	17920001	1065	inopinata	0.258096
V	17930001	53	inopinata	0.258519
V	17940001	536	inopinata	0.258942
V	17950001	422	inopinata	0.259366
V	17960001	849	inopinata	0.259789
V	17970001	1589	inopinata	0.260212
V	17980001	743	inopinata	0.260635
V	17990001	1682	inopinata	0.261058
V	18000001	2154	inopinata	0.261481
V	18010001	1782	inopinata	0.261904
V	18020001	2042	inopinata	0.262327
V	18030001	363	inopinata	0.26275
V	18040001	306	inopinata	0.263173
V	18050001	14	inopinata	0.263596
V	18060001	574	inopinata	0.264019
V	18070001	1651	inopinata	0.264442
V	18080001	570	inopinata	0.264865
V	18090001	292	inopinata	0.265288
V	18100001	1255	inopinata	0.265711
V	18110001	2651	inopinata	0.266134
V	18120001	1777	inopinata	0.266557
V	18130001	1712	inopinata	0.26698
V	18140001	836	inopinata	0.267403
V	18150001	598	inopinata	0.267826
V	18160001	2820	inopinata	0.268249
V	18170001	4401	inopinata	0.268673
V	18180001	4739	inopinata	0.269096
V	18190001	744	inopinata	0.269519
V	18200001	3527	inopinata	0.269942
V	18210001	2213	inopinata	0.270365
V	18220001	4420	inopinata	0.270788
V	18230001	3158	inopinata	0.271211
V	18240001	1927	inopinata	0.271634
V	18250001	456	inopinata	0.272057
V	18260001	1565	inopinata	0.27248
V	18270001	1211	inopinata	0.272903
V	18280001	507	inopinata	0.273326
V	18290001	618	inopinata	0.273749
V	18300001	2826	inopinata	0.274172
V	18310001	741	inopinata	0.274595
V	18320001	1284	inopinata	0.275018
V	18330001	5252	inopinata	0.275441
V	18340001	5145	inopinata	0.275864
V	18350001	4226	inopinata	0.276287
V	18360001	5574	inopinata	0.27671
V	18370001	3069	inopinata	0.277133
V	18380001	5855	inopinata	0.277556
V	18390001	3537	inopinata	0.27798
V	18400001	3871	inopinata	0.278403
V	18410001	2073	inopinata	0.278826
V	18420001	1399	inopinata	0.279249
V	18430001	1130	inopinata	0.279672
V	18440001	2282	inopinata	0.280095
V	18450001	3741	inopinata	0.280518
V	18460001	1842	inopinata	0.280941
V	18470001	0	inopinata	0.281364
V	18480001	870	inopinata	0.281787
V	18490001	1307	inopinata	0.28221
V	18500001	215	inopinata	0.282633
V	18510001	115	inopinata	0.283056
V	18520001	1595	inopinata	0.283479
V	18530001	1488	inopinata	0.283902
V	18540001	1768	inopinata	0.284325
V	18550001	664	inopinata	0.284748
V	18560001	1497	inopinata	0.285171
V	18570001	2302	inopinata	0.285594
V	18580001	1585	inopinata	0.286017
V	18590001	1710	inopinata	0.28644
V	18600001	634	inopinata	0.286863
V	18610001	756	inopinata	0.287286
V	18620001	669	inopinata	0.28771
V	18630001	589	inopinata	0.288133
V	18640001	914	inopinata	0.288556
V	18650001	1240	inopinata	0.288979
V	18660001	2148	inopinata	0.289402
V	18670001	3662	inopinata	0.289825
V	18680001	3013	inopinata	0.290248
V	18690001	986	inopinata	0.290671
V	18700001	4711	inopinata	0.291094
V	18710001	6574	inopinata	0.291517
V	18720001	2997	inopinata	0.29194
V	18730001	2437	inopinata	0.292363
V	18740001	2894	inopinata	0.292786
V	18750001	289	inopinata	0.293209
V	18760001	835	inopinata	0.293632
V	18770001	2762	inopinata	0.294055
V	18780001	1856	inopinata	0.294478
V	18790001	4992	inopinata	0.294901
V	18800001	5653	inopinata	0.295324
V	18810001	2995	inopinata	0.295747
V	18820001	4469	inopinata	0.29617
V	18830001	2136	inopinata	0.296593
V	18840001	1084	inopinata	0.297017
V	18850001	3100	inopinata	0.29744
V	18860001	3368	inopinata	0.297863
V	18870001	2877	inopinata	0.298286
V	18880001	3184	inopinata	0.298709
V	18890001	199	inopinata	0.299132
V	18900001	3376	inopinata	0.299555
V	18910001	3473	inopinata	0.299978
V	18920001	3746	inopinata	0.300401
V	18930001	1621	inopinata	0.300824
V	18940001	4548	inopinata	0.301247
V	18950001	4714	inopinata	0.30167
V	18960001	2999	inopinata	0.302093
V	18970001	901	inopinata	0.302516
V	18980001	3815	inopinata	0.302939
V	18990001	4648	inopinata	0.303362
V	19000001	3979	inopinata	0.303785
V	19010001	1950	inopinata	0.304208
V	19020001	1342	inopinata	0.304631
V	19030001	2088	inopinata	0.305054
V	19040001	3122	inopinata	0.305477
V	19050001	0	inopinata	0.3059
V	19060001	2586	inopinata	0.306324
V	19070001	3697	inopinata	0.306747
V	19080001	4868	inopinata	0.30717
