Chr	BP	element_length	species
IV	18060001	256.8571429	inopinata
IV	18070001	473.5	inopinata
IV	18080001	77.16666667	inopinata
IV	18090001	123.1428571	inopinata
IV	18100001	277.88	inopinata
IV	18110001	170.0487805	inopinata
IV	18120001	95.35135135	inopinata
IV	18130001	112.9666667	inopinata
IV	18140001	116.9615385	inopinata
IV	18150001	178.2	inopinata
IV	18160001	150.3255814	inopinata
IV	18170001	119.1923077	inopinata
IV	18180001	202.5294118	inopinata
IV	18190001	51.625	inopinata
IV	18200001	94.38461538	inopinata
IV	18210001	122.5333333	inopinata
IV	18220001	147.969697	inopinata
IV	18230001	147.8085106	inopinata
IV	18240001	188.8461538	inopinata
IV	18250001	284	inopinata
IV	18260001	456.3333333	inopinata
IV	18270001	182.5555556	inopinata
IV	18280001	174.1428571	inopinata
IV	18290001	173.625	inopinata
IV	18300001	158.3508772	inopinata
IV	18310001	146.3111111	inopinata
IV	18320001	639.5	inopinata
IV	18330001	1919	inopinata
IV	18340001	212.3333333	inopinata
IV	18350001	195.2307692	inopinata
IV	18360001	148.88	inopinata
IV	18370001	122	inopinata
IV	18380001	97.58333333	inopinata
IV	18390001	169.3076923	inopinata
IV	18400001	97.14285714	inopinata
IV	18410001	189.4166667	inopinata
IV	18420001	121.25	inopinata
IV	18430001	187.3333333	inopinata
IV	18440001	151	inopinata
IV	18450001	199.5714286	inopinata
IV	18460001	180.0465116	inopinata
IV	18470001	202.2926829	inopinata
IV	18480001	203.2926829	inopinata
IV	18490001	220.1052632	inopinata
IV	18500001	175.7	inopinata
IV	18510001	158.9	inopinata
IV	18520001	172.5384615	inopinata
IV	18530001	108.4705882	inopinata
IV	18540001	173.4482759	inopinata
IV	18550001	179.375	inopinata
IV	18560001	471.8235294	inopinata
IV	18570001	214.6666667	inopinata
IV	18580001	173.5769231	inopinata
IV	18590001	189.5757576	inopinata
IV	18600001	191.875	inopinata
IV	18610001	194.2105263	inopinata
IV	18620001	210.375	inopinata
IV	18630001	89.625	inopinata
IV	18640001	238.5789474	inopinata
IV	18650001	458.8235294	inopinata
IV	18660001	379.3333333	inopinata
IV	18670001	189	inopinata
IV	18680001	214.4375	inopinata
IV	18690001	103.2	inopinata
IV	18700001	19	inopinata
IV	18710001	243.7142857	inopinata
IV	18720001	243.3333333	inopinata
IV	18730001	224.5714286	inopinata
IV	18740001	167.4166667	inopinata
IV	18750001	216.0571429	inopinata
IV	18760001	157.2222222	inopinata
IV	18770001	218.28125	inopinata
IV	18780001	123.5555556	inopinata
IV	18790001	162.2307692	inopinata
IV	18800001	111.5862069	inopinata
IV	18810001	31.5	inopinata
IV	18820001	163.7692308	inopinata
IV	18830001	131.8518519	inopinata
IV	18840001	229.5294118	inopinata
IV	18850001	133.5952381	inopinata
IV	18860001	339.2608696	inopinata
IV	18870001	63.5	inopinata
IV	18880001	207.75	inopinata
IV	18890001	178.6388889	inopinata
IV	18900001	277	inopinata
IV	18910001	151	inopinata
IV	18920001	140.3478261	inopinata
IV	18930001	164	inopinata
IV	18940001	100.25	inopinata
IV	18950001	129.9375	inopinata
IV	18960001	112.2222222	inopinata
IV	18970001	45	inopinata
IV	18980001	103.5172414	inopinata
IV	18990001	77.6	inopinata
IV	19000001	91.625	inopinata
IV	19010001	101.2	inopinata
IV	19020001	145.8387097	inopinata
IV	19030001	163.5636364	inopinata
IV	19040001	167.6226415	inopinata
IV	19050001	154.6851852	inopinata
IV	19060001	462.1875	inopinata
IV	19070001	181.3636364	inopinata
IV	19080001	170.9090909	inopinata
IV	19090001	218.7647059	inopinata
IV	19100001	224.3333333	inopinata
IV	19110001	250.5	inopinata
IV	19120001	126.8148148	inopinata
IV	19130001	423.6666667	inopinata
IV	19140001	237.3846154	inopinata
IV	19150001	202.75	inopinata
IV	19160001	193.6	inopinata
IV	19170001	152.18	inopinata
IV	19180001	159.1276596	inopinata
IV	19190001	173.6909091	inopinata
IV	19200001	72.5	inopinata
IV	19210001	125.3529412	inopinata
IV	19220001	96.93333333	inopinata
IV	19230001	277.9444444	inopinata
IV	19240001	148.5555556	inopinata
IV	19250001	132.7647059	inopinata
IV	19260001	212.7692308	inopinata
IV	19270001	516.8571429	inopinata
IV	19280001	127.6666667	inopinata
IV	19290001	212.0714286	inopinata
IV	19300001	214.1428571	inopinata
IV	19310001	249.125	inopinata
IV	19320001	179.3043478	inopinata
IV	19330001	158.8297872	inopinata
IV	19340001	114.2424242	inopinata
IV	19350001	212.16	inopinata
IV	19360001	144.5294118	inopinata
IV	19370001	193.4375	inopinata
IV	19380001	201.4210526	inopinata
IV	19390001	235.5909091	inopinata
IV	19400001	339.1666667	inopinata
IV	19410001	148.4444444	inopinata
IV	19420001	297	inopinata
IV	19430001	223.625	inopinata
IV	19440001	118.5555556	inopinata
IV	19450001	90	inopinata
IV	19460001	198.1111111	inopinata
IV	19470001	192.7368421	inopinata
IV	19480001	157.5555556	inopinata
IV	19490001	224.2222222	inopinata
IV	19500001	166.5	inopinata
IV	19510001	412.75	inopinata
IV	19520001	480.0625	inopinata
IV	19530001	113.75	inopinata
IV	19540001	152.2619048	inopinata
IV	19550001	176.1777778	inopinata
IV	19560001	91.27027027	inopinata
IV	19570001	54.7	inopinata
IV	19580001	51.42857143	inopinata
IV	19590001	168.5833333	inopinata
IV	19600001	156.6363636	inopinata
IV	19610001	181.0967742	inopinata
IV	19620001	231.6363636	inopinata
IV	19630001	215.28	inopinata
IV	19640001	96.71428571	inopinata
IV	19650001	274.6666667	inopinata
IV	19660001	163.1428571	inopinata
IV	19670001	104.3636364	inopinata
IV	19680001	172.375	inopinata
IV	19690001	197.173913	inopinata
IV	19700001	200.6470588	inopinata
IV	19710001	146.35	inopinata
IV	19720001	64.5	inopinata
IV	19730001	174.8	inopinata
IV	19740001	96.16	inopinata
IV	19750001	165.8333333	inopinata
IV	19760001	192.5	inopinata
IV	19770001	310.25	inopinata
IV	19780001	125.3333333	inopinata
IV	19790001	495.5652174	inopinata
IV	19800001	887.7272727	inopinata
IV	19810001	650.8181818	inopinata
IV	19820001	938.25	inopinata
IV	19830001	201.3666667	inopinata
IV	19840001	242.4473684	inopinata
IV	19850001	132.6938776	inopinata
IV	19860001	171.6153846	inopinata
IV	19870001	251.7916667	inopinata
IV	19880001	163.7777778	inopinata
IV	19890001	146.4285714	inopinata
IV	19900001	129.2307692	inopinata
IV	19910001	568.5	inopinata
IV	19920001	194.5	inopinata
IV	19930001	73.38461538	inopinata
IV	19940001	233.6666667	inopinata
IV	19950001	136.8181818	inopinata
IV	19960001	164.3142857	inopinata
IV	19970001	74.09090909	inopinata
IV	19980001	164.0666667	inopinata
IV	19990001	164.8043478	inopinata
IV	20000001	99.29411765	inopinata
IV	20010001	298.4285714	inopinata
IV	20020001	249.5	inopinata
IV	20030001	156	inopinata
IV	20040001	168.3030303	inopinata
IV	20050001	168.5806452	inopinata
IV	20060001	173.8333333	inopinata
IV	20070001	224	inopinata
IV	20080001	182.3076923	inopinata
IV	20090001	172	inopinata
IV	20100001	89.9375	inopinata
IV	20110001	294.5384615	inopinata
IV	20120001	291.9545455	inopinata
IV	20130001	148.6470588	inopinata
IV	20140001	159.5	inopinata
IV	20150001	178.5454545	inopinata
IV	20160001	121.1590909	inopinata
IV	20170001	138.3636364	inopinata
IV	20180001	150.4912281	inopinata
IV	20190001	228.3513514	inopinata
IV	20200001	138.1555556	inopinata
IV	20210001	163.6	inopinata
IV	20220001	204.2121212	inopinata
IV	20230001	168.3	inopinata
IV	20240001	180.6086957	inopinata
IV	20250001	133.3191489	inopinata
IV	20260001	164.1666667	inopinata
IV	20270001	188.5	inopinata
IV	20280001	133.3333333	inopinata
IV	20290001	204.3181818	inopinata
IV	20300001	184.1818182	inopinata
IV	20310001	158.5789474	inopinata
IV	20320001	227.3333333	inopinata
IV	20330001	68.5	inopinata
IV	20340001	202.3157895	inopinata
IV	20350001	64.66666667	inopinata
IV	20360001	253.8571429	inopinata
IV	20370001	158.0909091	inopinata
IV	20380001	86.7	inopinata
IV	20390001	155.9032258	inopinata
IV	20400001	172.2692308	inopinata
IV	20410001	355.2	inopinata
IV	20420001	170	inopinata
IV	20430001	73.4	inopinata
IV	20440001	500.2142857	inopinata
IV	20450001	206	inopinata
IV	20460001	242.8823529	inopinata
IV	20470001	53	inopinata
IV	20480001	90.41176471	inopinata
IV	20490001	256.1333333	inopinata
IV	20500001	138.5833333	inopinata
IV	20510001	177.6521739	inopinata
IV	20520001	62.9	inopinata
IV	20530001	137.375	inopinata
IV	20540001	222.125	inopinata
IV	20550001	41	inopinata
IV	20560001	248	inopinata
IV	20570001	147.2941176	inopinata
IV	20580001	243.8181818	inopinata
IV	20590001	161.75	inopinata
IV	20600001	474.1111111	inopinata
IV	20610001	119.625	inopinata
IV	20620001	261	inopinata
IV	20630001	163.1428571	inopinata
IV	20640001	163.45	inopinata
IV	20650001	131.6666667	inopinata
IV	20660001	215.2857143	inopinata
IV	20670001	137.2857143	inopinata
IV	20680001	186.25	inopinata
IV	20690001	429.625	inopinata
IV	20700001	228.75	inopinata
IV	20710001	195.5714286	inopinata
IV	20720001	165.4117647	inopinata
IV	20730001	211.8181818	inopinata
IV	20740001	256.6428571	inopinata
IV	20750001	202	inopinata
IV	20760001	87.33333333	inopinata
IV	20770001	169.3333333	inopinata
IV	20780001	96.57142857	inopinata
IV	20790001	98.14285714	inopinata
IV	20800001	152.8333333	inopinata
IV	20810001	220.375	inopinata
IV	20820001	47.28571429	inopinata
IV	20830001	243	inopinata
IV	20840001	209.6	inopinata
IV	20850001	369.5789474	inopinata
IV	20860001	174.4	inopinata
IV	20870001	187.2222222	inopinata
IV	20880001	327.7272727	inopinata
IV	20890001	428.1428571	inopinata
IV	20900001	225.2142857	inopinata
IV	20910001	445.0833333	inopinata
IV	20920001	152.25	inopinata
IV	20930001	165.7058824	inopinata
IV	20940001	188.6875	inopinata
IV	20950001	252.6	inopinata
IV	20960001	170.7857143	inopinata
IV	20970001	132.5294118	inopinata
IV	20980001	294.1875	inopinata
IV	20990001	129.2857143	inopinata
IV	21000001	467.1333333	inopinata
IV	21010001	542.2	inopinata
V	1	829.2727273	inopinata
V	10001	400.6086957	inopinata
V	20001	167.5384615	inopinata
V	30001	2873.2	inopinata
V	40001	1479.454545	inopinata
V	50001	314.7142857	inopinata
V	60001	127.05	inopinata
V	70001	177.7777778	inopinata
V	80001	290.8823529	inopinata
V	90001	231.9090909	inopinata
V	100001	269.0357143	inopinata
V	110001	455.55	inopinata
V	120001	525.2142857	inopinata
V	130001	543.5555556	inopinata
V	140001	198.5483871	inopinata
V	150001	299.3076923	inopinata
V	160001	254	inopinata
V	170001	282.5	inopinata
V	180001	129.625	inopinata
V	190001	454.7	inopinata
V	200001	318.2666667	inopinata
V	210001	225.8235294	inopinata
V	220001	197	inopinata
V	230001	289.3125	inopinata
V	240001	186.3571429	inopinata
V	250001	171	inopinata
V	260001	265.25	inopinata
V	270001	266.25	inopinata
V	280001	253.4117647	inopinata
V	290001	329.5714286	inopinata
V	300001	111.4	inopinata
V	310001	169.1666667	inopinata
V	320001	240.2	inopinata
V	330001	191.1428571	inopinata
V	340001	336.75	inopinata
V	350001	196.6363636	inopinata
V	360001	170.5217391	inopinata
V	370001	204.5454545	inopinata
V	380001	395.75	inopinata
V	390001	189.1935484	inopinata
V	400001	245.25	inopinata
V	410001	163.7666667	inopinata
V	420001	294.1538462	inopinata
V	430001	197.9411765	inopinata
V	440001	218.1538462	inopinata
V	450001	168.1923077	inopinata
V	460001	158.972973	inopinata
V	470001	338.5555556	inopinata
V	480001	272.1	inopinata
V	490001	76	inopinata
V	500001	508	inopinata
V	510001	194.5714286	inopinata
V	520001	878.5	inopinata
V	530001	393.5	inopinata
V	540001	363.5	inopinata
V	550001	434.3333333	inopinata
V	560001	196.2692308	inopinata
V	570001	163.85	inopinata
V	580001	546.8461538	inopinata
V	590001	652.6923077	inopinata
V	600001	316.9032258	inopinata
V	610001	267.6666667	inopinata
V	620001	152.9285714	inopinata
V	630001	156.7058824	inopinata
V	640001	185.2727273	inopinata
V	650001	112.8888889	inopinata
V	660001	170.0810811	inopinata
V	670001	142.5135135	inopinata
V	680001	155.6296296	inopinata
V	690001	196.3571429	inopinata
V	700001	188.3	inopinata
V	710001	1064.571429	inopinata
V	720001	862	inopinata
V	730001	306	inopinata
V	740001	162.6	inopinata
V	750001	147.5	inopinata
V	760001	202.3636364	inopinata
V	770001	269.0434783	inopinata
V	780001	406.5909091	inopinata
V	790001	196	inopinata
V	800001	117.9375	inopinata
V	810001	216.2777778	inopinata
V	820001	175.7142857	inopinata
V	830001	317.3	inopinata
V	840001	138.75	inopinata
V	850001	381.0952381	inopinata
V	860001	205	inopinata
V	870001	234.2916667	inopinata
V	880001	157.037037	inopinata
V	890001	149.84	inopinata
V	900001	301.6	inopinata
V	910001	277.7222222	inopinata
V	920001	1926.777778	inopinata
V	930001	1801.888889	inopinata
V	940001	285	inopinata
V	950001	308.6206897	inopinata
V	960001	11324	inopinata
V	970001	866.0526316	inopinata
V	980001	279.875	inopinata
V	990001	169.3529412	inopinata
V	1000001	296.4444444	inopinata
V	1010001	167.1176471	inopinata
V	1020001	531.8333333	inopinata
V	1030001	339.55	inopinata
V	1040001	202.7	inopinata
V	1050001	136.047619	inopinata
V	1060001	122.875	inopinata
V	1070001	296.4545455	inopinata
V	1080001	153.2857143	inopinata
V	1090001	271.6363636	inopinata
V	1100001	149.3333333	inopinata
V	1110001	609	inopinata
V	1120001	414.3333333	inopinata
V	1130001	213.7222222	inopinata
V	1140001	430.3333333	inopinata
V	1150001	320.1666667	inopinata
V	1160001	555.4545455	inopinata
V	1170001	271.25	inopinata
V	1180001	176.3125	inopinata
V	1190001	146.4	inopinata
V	1200001	232.68	inopinata
V	1210001	207.6875	inopinata
V	1220001	99.61111111	inopinata
V	1230001	112.75	inopinata
V	1240001	95.36363636	inopinata
V	1250001	97.38461538	inopinata
V	1260001	225	inopinata
V	1270001	145.5	inopinata
V	1280001	66.7	inopinata
V	1290001	110.0909091	inopinata
V	1300001	218.8666667	inopinata
V	1310001	141.8695652	inopinata
V	1320001	132.1428571	inopinata
V	1330001	1765.333333	inopinata
V	1340001	14424	inopinata
V	1350001	123.8823529	inopinata
V	1360001	158.4210526	inopinata
V	1370001	265.2727273	inopinata
V	1380001	507	inopinata
V	1390001	111.0714286	inopinata
V	1400001	310.5	inopinata
V	1410001	138.6923077	inopinata
V	1420001	346.4444444	inopinata
V	1430001	232.8181818	inopinata
V	1440001	303.3157895	inopinata
V	1450001	315.1052632	inopinata
V	1460001	186.4	inopinata
V	1470001	132.5	inopinata
V	1480001	49.8	inopinata
V	1490001	98.6	inopinata
V	1500001	214.5	inopinata
V	1510001	260.6666667	inopinata
V	1520001	252.5	inopinata
V	1530001	218.1538462	inopinata
V	1540001	198.5454545	inopinata
V	1550001	163.0833333	inopinata
V	1560001	236.9	inopinata
V	1570001	270.3846154	inopinata
V	1580001	159.72	inopinata
V	1590001	319.65	inopinata
V	1600001	367.0909091	inopinata
V	1610001	154.1666667	inopinata
V	1620001	508.7777778	inopinata
V	1630001	167.9473684	inopinata
V	1640001	157	inopinata
V	1650001	201.8333333	inopinata
V	1660001	280.3846154	inopinata
V	1670001	297.92	inopinata
V	1680001	206.1578947	inopinata
V	1690001	170.7142857	inopinata
V	1700001	204	inopinata
V	1710001	84.28571429	inopinata
V	1720001	69.85714286	inopinata
V	1730001	289.9411765	inopinata
V	1740001	155.4705882	inopinata
V	1750001	217	inopinata
V	1760001	220.1	inopinata
V	1770001	212	inopinata
V	1780001	194.5714286	inopinata
V	1790001	231	inopinata
V	1800001	270.2222222	inopinata
V	1810001	73.66666667	inopinata
V	1820001	800.2	inopinata
V	1830001	307.5555556	inopinata
V	1840001	162.4166667	inopinata
V	1850001	212.8333333	inopinata
V	1860001	312.6842105	inopinata
V	1870001	374.75	inopinata
V	1880001	205.8823529	inopinata
V	1890001	206.5454545	inopinata
V	1900001	293.5	inopinata
V	1910001	210.9090909	inopinata
V	1920001	102.5555556	inopinata
V	1930001	237.5	inopinata
V	1940001	237.0666667	inopinata
V	1950001	227.9166667	inopinata
V	1960001	296.7333333	inopinata
V	1970001	562.7857143	inopinata
V	1980001	239.7	inopinata
V	1990001	257.8125	inopinata
V	2000001	305	inopinata
V	2010001	245.5	inopinata
V	2020001	375.6	inopinata
V	2030001	223.6666667	inopinata
V	2040001	208	inopinata
V	2050001	445.1666667	inopinata
V	2060001	868.5555556	inopinata
V	2070001	245.875	inopinata
V	2080001	239.3571429	inopinata
V	2090001	302.75	inopinata
V	2100001	315.6	inopinata
V	2110001	265.0769231	inopinata
V	2120001	285.5333333	inopinata
V	2130001	459.1666667	inopinata
V	2140001	185	inopinata
V	2150001	210.75	inopinata
V	2160001	468.0714286	inopinata
V	2170001	301.0952381	inopinata
V	2180001	278.875	inopinata
V	2190001	213.5882353	inopinata
V	2200001	243.0333333	inopinata
V	2210001	277.1666667	inopinata
V	2220001	210.0526316	inopinata
V	2230001	344.1666667	inopinata
V	2240001	118.1666667	inopinata
V	2250001	280.0869565	inopinata
V	2260001	196.64	inopinata
V	2270001	751.3333333	inopinata
V	2280001	206.95	inopinata
V	2290001	56.8	inopinata
V	2300001	122.5	inopinata
V	2310001	39.5	inopinata
V	2320001	98	inopinata
V	2330001	143.25	inopinata
V	2340001	186.7	inopinata
V	2350001	101.3	inopinata
V	2360001	3646	inopinata
V	2370001	915.5333333	inopinata
V	2380001	209.6666667	inopinata
V	2390001	475.8333333	inopinata
V	2400001	420.375	inopinata
V	2410001	3736	inopinata
V	2420001	340.1428571	inopinata
V	2430001	101.4545455	inopinata
V	2440001	153.2631579	inopinata
V	2450001	181.75	inopinata
V	2460001	290.2	inopinata
V	2470001	154.4375	inopinata
V	2480001	282.5714286	inopinata
V	2490001	380.8333333	inopinata
V	2500001	352	inopinata
V	2510001	270.125	inopinata
V	2520001	563.1666667	inopinata
V	2530001	68.6	inopinata
V	2540001	143.625	inopinata
V	2550001	224.3571429	inopinata
V	2560001	140.5	inopinata
V	2570001	252.5882353	inopinata
V	2580001	409.2727273	inopinata
V	2590001	335.875	inopinata
V	2600001	141.2727273	inopinata
V	2610001	167.3	inopinata
V	2620001	116.9642857	inopinata
V	2630001	136.6818182	inopinata
V	2640001	220.125	inopinata
V	2650001	73.33333333	inopinata
V	2660001	161.8636364	inopinata
V	2670001	114.8	inopinata
V	2680001	236	inopinata
V	2690001	857.1578947	inopinata
V	2700001	1722.4	inopinata
V	2710001	115.1764706	inopinata
V	2720001	175.9285714	inopinata
V	2730001	122.4	inopinata
V	2740001	265	inopinata
V	2750001	119.5454545	inopinata
V	2760001	107	inopinata
V	2770001	225.6666667	inopinata
V	2780001	138.7894737	inopinata
V	2790001	952.3333333	inopinata
V	2800001	133.4615385	inopinata
V	2810001	132.6842105	inopinata
V	2820001	147.9090909	inopinata
V	2830001	102.6666667	inopinata
V	2840001	234.4210526	inopinata
V	2850001	246	inopinata
V	2860001	268.4	inopinata
V	2870001	182.5	inopinata
V	2880001	622.4444444	inopinata
V	2890001	214.8	inopinata
V	2900001	276.5714286	inopinata
V	2910001	324.8823529	inopinata
V	2920001	286.6470588	inopinata
V	2930001	125.6	inopinata
V	2940001	159.25	inopinata
V	2950001	131.5833333	inopinata
V	2960001	110	inopinata
V	2970001	296.75	inopinata
V	2980001	166.6666667	inopinata
V	2990001	179.0666667	inopinata
V	3000001	122.3043478	inopinata
V	3010001	295.7333333	inopinata
V	3020001	40	inopinata
V	3030001	84.71428571	inopinata
V	3040001	109.7368421	inopinata
V	3050001	171.5	inopinata
V	3060001	148.9444444	inopinata
V	3070001	183.9166667	inopinata
V	3080001	469	inopinata
V	3090001	202.75	inopinata
V	3100001	255.4615385	inopinata
V	3110001	174.2	inopinata
V	3120001	227.3333333	inopinata
V	3130001	333.4	inopinata
V	3140001	388.2631579	inopinata
V	3150001	481.6428571	inopinata
V	3160001	349.75	inopinata
V	3170001	124	inopinata
V	3180001	265.1875	inopinata
V	3190001	278.5555556	inopinata
V	3200001	373.4090909	inopinata
V	3210001	346.85	inopinata
V	3220001	1396.545455	inopinata
V	3230001	2241.833333	inopinata
V	3240001	239.8947368	inopinata
V	3250001	249.9545455	inopinata
V	3260001	565	inopinata
V	3270001	215	inopinata
V	3280001	154.5555556	inopinata
V	3290001	219.4	inopinata
V	3300001	111.6666667	inopinata
V	3310001	116.625	inopinata
V	3320001	787.875	inopinata
V	3330001	1768.666667	inopinata
V	3340001	15129	inopinata
V	3350001	804.2692308	inopinata
V	3360001	2219	inopinata
V	3370001	545.875	inopinata
V	3380001	436.3888889	inopinata
V	3390001	344.1818182	inopinata
V	3400001	495.2777778	inopinata
V	3410001	1227.555556	inopinata
V	3420001	13684	inopinata
V	3430001	832.3157895	inopinata
V	3440001	1849.833333	inopinata
V	3450001	1075.75	inopinata
V	3460001	150.1904762	inopinata
V	3470001	182.6956522	inopinata
V	3480001	295.1818182	inopinata
V	3490001	191.1052632	inopinata
V	3500001	356.7	inopinata
V	3510001	131.85	inopinata
V	3520001	227.5	inopinata
V	3530001	242.5357143	inopinata
V	3540001	653.4761905	inopinata
V	3550001	7051.5	inopinata
V	3560001	1209.588235	inopinata
V	3570001	144.0952381	inopinata
V	3580001	88.33333333	inopinata
V	3590001	125.6315789	inopinata
V	3600001	110.84	inopinata
V	3610001	139.1290323	inopinata
V	3620001	175.4	inopinata
V	3630001	193.7647059	inopinata
V	3640001	179.6666667	inopinata
V	3650001	124.3809524	inopinata
V	3660001	120.1875	inopinata
V	3670001	143.9090909	inopinata
V	3680001	218.5	inopinata
V	3690001	159.4285714	inopinata
V	3700001	312.3636364	inopinata
V	3710001	176.15	inopinata
V	3720001	352.125	inopinata
V	3730001	147.4736842	inopinata
V	3740001	584.2222222	inopinata
V	3750001	187.2142857	inopinata
V	3760001	102.9333333	inopinata
V	3770001	926	inopinata
V	3780001	5405	inopinata
V	3790001	335.4285714	inopinata
V	3800001	158.3846154	inopinata
V	3810001	103.375	inopinata
V	3820001	181.2222222	inopinata
V	3830001	167	inopinata
V	3840001	159	inopinata
V	3850001	285.0555556	inopinata
V	3860001	185.7333333	inopinata
V	3870001	110.0952381	inopinata
V	3880001	96.07692308	inopinata
V	3890001	134.35	inopinata
V	3900001	154.0416667	inopinata
V	3910001	117.125	inopinata
V	3920001	242.4285714	inopinata
V	3930001	215.5263158	inopinata
V	3940001	203.6153846	inopinata
V	3950001	244.3333333	inopinata
V	3960001	154.2857143	inopinata
V	3970001	175.1818182	inopinata
V	3980001	313.0909091	inopinata
V	3990001	154.3461538	inopinata
V	4000001	165.1111111	inopinata
V	4010001	129.2	inopinata
V	4020001	203.2142857	inopinata
V	4030001	131.7777778	inopinata
V	4040001	107.9	inopinata
V	4050001	58	inopinata
V	4060001	425.4285714	inopinata
V	4070001	187.2857143	inopinata
V	4080001	122.1538462	inopinata
V	4090001	211.7692308	inopinata
V	4100001	150.2777778	inopinata
V	4110001	576.2352941	inopinata
V	4120001	709.8888889	inopinata
V	4130001	647.5	inopinata
V	4140001	171.0833333	inopinata
V	4150001	60.5	inopinata
V	4160001	49.83333333	inopinata
V	4170001	355.826087	inopinata
V	4180001	543.3333333	inopinata
V	4190001	318.037037	inopinata
V	4200001	122.75	inopinata
V	4210001	210	inopinata
V	4220001	46	inopinata
V	4230001	211.3333333	inopinata
V	4240001	279.7	inopinata
V	4250001	149	inopinata
V	4260001	88.5	inopinata
V	4270001	148.9230769	inopinata
V	4280001	125.8823529	inopinata
V	4290001	114.5	inopinata
V	4300001	199.3529412	inopinata
V	4310001	141.1842105	inopinata
V	4320001	645.9	inopinata
V	4330001	3223	inopinata
V	4340001	824	inopinata
V	4350001	427.6111111	inopinata
V	4360001	191.9411765	inopinata
V	4370001	251.92	inopinata
V	4380001	238.1333333	inopinata
V	4390001	139.9285714	inopinata
V	4400001	196.4411765	inopinata
V	4410001	160.1764706	inopinata
V	4420001	121.6111111	inopinata
V	4430001	94.5	inopinata
V	4440001	244.0625	inopinata
V	4450001	163.7142857	inopinata
V	4460001	150.4242424	inopinata
V	4470001	139.8409091	inopinata
V	4480001	168.5384615	inopinata
V	4490001	66.5	inopinata
V	4500001	35	inopinata
V	4510001	152	inopinata
V	4520001	155	inopinata
V	4530001	125.0769231	inopinata
V	4540001	141.8235294	inopinata
V	4550001	136.2580645	inopinata
V	4560001	183.3214286	inopinata
V	4570001	402.1	inopinata
V	4580001	825.2	inopinata
V	4590001	619.7647059	inopinata
V	4600001	334.3157895	inopinata
V	4610001	195.9090909	inopinata
V	4620001	158.1666667	inopinata
V	4630001	76.85714286	inopinata
V	4640001	208.8095238	inopinata
V	4650001	140.4285714	inopinata
V	4660001	163.6875	inopinata
V	4670001	320.3	inopinata
V	4680001	203.6842105	inopinata
V	4690001	146.2	inopinata
V	4700001	274.5454545	inopinata
V	4710001	148.9	inopinata
V	4720001	181.1875	inopinata
V	4730001	631.1764706	inopinata
V	4740001	878.3076923	inopinata
V	4750001	169.4347826	inopinata
V	4760001	158	inopinata
V	4770001	126.5	inopinata
V	4780001	403.1666667	inopinata
V	4790001	116.7619048	inopinata
V	4800001	208.875	inopinata
V	4810001	88.375	inopinata
V	4820001	171.8333333	inopinata
V	4830001	187.6764706	inopinata
V	4840001	526	inopinata
V	4850001	101.6818182	inopinata
V	4860001	133.8181818	inopinata
V	4870001	80.625	inopinata
V	4880001	277.4545455	inopinata
V	4890001	125.0869565	inopinata
V	4900001	205.4166667	inopinata
V	4910001	146.6842105	inopinata
V	4920001	161.9354839	inopinata
V	4930001	220.875	inopinata
V	4940001	290.0526316	inopinata
V	4950001	195.92	inopinata
V	4960001	307.95	inopinata
V	4970001	304.0952381	inopinata
V	4980001	317.0416667	inopinata
V	4990001	207.4347826	inopinata
V	5000001	260.8571429	inopinata
V	5010001	177.6	inopinata
V	5020001	148.1428571	inopinata
V	5030001	278.5555556	inopinata
V	5040001	304.1764706	inopinata
V	5050001	219.9230769	inopinata
V	5060001	389.7272727	inopinata
V	5070001	559.6666667	inopinata
V	5080001	129	inopinata
V	5090001	143.3809524	inopinata
V	5100001	191.48	inopinata
V	5110001	272.8947368	inopinata
V	5120001	116.5	inopinata
V	5130001	172.3636364	inopinata
V	5140001	201.08	inopinata
V	5150001	378.6666667	inopinata
V	5160001	315.3	inopinata
V	5170001	128.5384615	inopinata
V	5180001	149.9166667	inopinata
V	5190001	320	inopinata
V	5200001	167.1481481	inopinata
V	5210001	148.7058824	inopinata
V	5220001	180.3076923	inopinata
V	5230001	226.3076923	inopinata
V	5240001	199.1333333	inopinata
V	5250001	324.9166667	inopinata
V	5260001	1885.333333	inopinata
V	5270001	1755.25	inopinata
V	5280001	452.1	inopinata
V	5290001	298.9	inopinata
V	5300001	230.7083333	inopinata
V	5310001	244	inopinata
V	5320001	190.2380952	inopinata
V	5330001	161.6956522	inopinata
V	5340001	192.88	inopinata
V	5350001	211.9130435	inopinata
V	5360001	236.3333333	inopinata
V	5370001	196.1052632	inopinata
V	5380001	194.3333333	inopinata
V	5390001	122.3333333	inopinata
V	5400001	174.16	inopinata
V	5410001	208.7894737	inopinata
V	5420001	248.4444444	inopinata
V	5430001	262.2	inopinata
V	5440001	92.72727273	inopinata
V	5450001	127.8666667	inopinata
V	5460001	175	inopinata
V	5470001	238.3333333	inopinata
V	5480001	120.0416667	inopinata
V	5490001	186.1764706	inopinata
V	5500001	130	inopinata
V	5510001	115	inopinata
V	5520001	140.0689655	inopinata
V	5530001	284.6923077	inopinata
V	5540001	164.5882353	inopinata
V	5550001	112.75	inopinata
V	5560001	2292.4	inopinata
V	5570001	880.3125	inopinata
V	5580001	135.48	inopinata
V	5590001	395.8421053	inopinata
V	5600001	298.5384615	inopinata
