Chr	BP	kimura_distance	species
X	4340001	18.44833333	inopinata
X	4350001	10.6	inopinata
X	4360001	20.775	inopinata
X	4370001	12.22714286	inopinata
X	4380001	15.64526316	inopinata
X	4390001	13.14321429	inopinata
X	4400001	11.04	inopinata
X	4410001	4.235	inopinata
X	4420001	15.13833333	inopinata
X	4430001	8.273636364	inopinata
X	4440001	13.2175	inopinata
X	4450001	11.90142857	inopinata
X	4470001	14.975	inopinata
X	4480001	13.98	inopinata
X	4490001	20.364	inopinata
X	4500001	16.785	inopinata
X	4510001	21.19578947	inopinata
X	4520001	14.48375	inopinata
X	4530001	16.75294118	inopinata
X	4540001	18.74545455	inopinata
X	4550001	20.715	inopinata
X	4570001	30.31125	inopinata
X	4580001	14.97285714	inopinata
X	4590001	19.18333333	inopinata
X	4600001	20.56857143	inopinata
X	4610001	22.75571429	inopinata
X	4620001	21.04	inopinata
X	4640001	17.01638889	inopinata
X	4650001	17.95521739	inopinata
X	4660001	16.142	inopinata
X	4670001	15.359375	inopinata
X	4680001	8.507692308	inopinata
X	4690001	17.18827586	inopinata
X	4700001	4.555	inopinata
X	4710001	21.17571429	inopinata
X	4720001	20.74375	inopinata
X	4740001	33.83285714	inopinata
X	4750001	17.51333333	inopinata
X	4760001	28.24333333	inopinata
X	4770001	10.345	inopinata
X	4780001	11.03	inopinata
X	4790001	16.93291667	inopinata
X	4800001	18.51238095	inopinata
X	4810001	11.30875	inopinata
X	4820001	13.01	inopinata
X	4840001	20.304	inopinata
X	4850001	8.046666667	inopinata
X	4860001	15.64714286	inopinata
X	4880001	15.28789474	inopinata
X	4890001	19.49636364	inopinata
X	4900001	5.258333333	inopinata
X	4910001	24.26	inopinata
X	4920001	8.423333333	inopinata
X	4930001	10.46	inopinata
X	4940001	19.99272727	inopinata
X	4950001	9.92625	inopinata
X	4960001	18.02	inopinata
X	4970001	13.20727273	inopinata
X	4980001	16.2625	inopinata
X	4990001	15.688	inopinata
X	5000001	10.910625	inopinata
X	5010001	13.26111111	inopinata
X	5020001	18.66866667	inopinata
X	5030001	16.36444444	inopinata
X	5040001	26.09384615	inopinata
X	5050001	27.21	inopinata
X	5060001	17.05285714	inopinata
X	5100001	15.398	inopinata
X	5110001	26.01142857	inopinata
X	5130001	22.05769231	inopinata
X	5140001	16.57	inopinata
X	5160001	12.02916667	inopinata
X	5170001	23.13235294	inopinata
X	5180001	17.27333333	inopinata
X	5200001	15.794	inopinata
X	5220001	19.086	inopinata
X	5230001	19.12636364	inopinata
X	5240001	2.98	inopinata
X	5250001	12.82529412	inopinata
X	5260001	8.867777778	inopinata
X	5270001	11.34666667	inopinata
X	5280001	19.46	inopinata
X	5290001	21.64363636	inopinata
X	5300001	13.12375	inopinata
X	5310001	15.06	inopinata
X	5320001	12.488	inopinata
X	5360001	18.01	inopinata
X	5370001	11.20214286	inopinata
X	5380001	16.88222222	inopinata
X	5390001	23.54428571	inopinata
X	5400001	11.282	inopinata
X	5410001	12.7	inopinata
X	5430001	18.93888889	inopinata
X	5440001	29.42	inopinata
X	5450001	19.70583333	inopinata
X	5470001	29.25	inopinata
X	5490001	19.5	inopinata
X	5500001	14.27666667	inopinata
X	5510001	17.84714286	inopinata
X	5520001	15.85	inopinata
X	5530001	12.22	inopinata
X	5540001	16.985	inopinata
X	5550001	13.53	inopinata
X	5570001	20.35166667	inopinata
X	5580001	24.946	inopinata
X	5590001	12.811	inopinata
X	5600001	18.65	inopinata
X	5610001	12.96571429	inopinata
X	5630001	19.19	inopinata
X	5640001	0	inopinata
X	5650001	4.33	inopinata
X	5660001	4.33	inopinata
X	5680001	7.941176471	inopinata
X	5690001	11.8975	inopinata
X	5700001	11.0875	inopinata
X	5710001	10.98590909	inopinata
X	5730001	17.655	inopinata
X	5740001	36.75125	inopinata
X	5760001	26.85	inopinata
X	5770001	17.476	inopinata
X	5780001	15.30625	inopinata
X	5790001	20.32571429	inopinata
X	5800001	18.26	inopinata
X	5810001	11.221	inopinata
X	5820001	20.01	inopinata
X	5840001	22.63	inopinata
X	5850001	13.741	inopinata
X	5860001	9.91875	inopinata
X	5870001	16.824	inopinata
X	5880001	15.208	inopinata
X	5890001	32.85666667	inopinata
X	5900001	32.65	inopinata
X	5910001	11.941	inopinata
X	5920001	22.0975	inopinata
X	5930001	11.31285714	inopinata
X	5940001	0.42	inopinata
X	5950001	1.762	inopinata
X	5970001	18.93090909	inopinata
X	5980001	5.29	inopinata
X	5990001	19.7	inopinata
X	6000001	16.276	inopinata
X	6010001	8.518333333	inopinata
X	6020001	11.12166667	inopinata
X	6030001	25.325	inopinata
X	6040001	12.9775	inopinata
X	6050001	12.018	inopinata
X	6070001	17.532	inopinata
X	6080001	10.9625	inopinata
X	6090001	11.99833333	inopinata
X	6100001	8.5	inopinata
X	6110001	7.62	inopinata
X	6120001	18.814	inopinata
X	6130001	24.99	inopinata
X	6140001	20.94625	inopinata
X	6150001	10.036	inopinata
X	6160001	14.65555556	inopinata
X	6170001	33.44444444	inopinata
X	6180001	7.20875	inopinata
X	6190001	18.51933333	inopinata
X	6210001	17.855	inopinata
X	6220001	28.3575	inopinata
X	6260001	10.5	inopinata
X	6270001	11.66666667	inopinata
X	6290001	11.99176471	inopinata
X	6300001	7.7475	inopinata
X	6310001	0	inopinata
X	6320001	14.97454545	inopinata
X	6330001	20.69032258	inopinata
X	6340001	4.64	inopinata
X	6350001	20.51727273	inopinata
X	6390001	26.21214286	inopinata
X	6400001	26.762	inopinata
X	6410001	13.694	inopinata
X	6420001	24.4425	inopinata
X	6430001	23.60428571	inopinata
X	6440001	16.4325	inopinata
X	6450001	15.54333333	inopinata
X	6470001	20.93058824	inopinata
X	6480001	13.81789474	inopinata
X	6490001	14.36	inopinata
X	6500001	12.5475	inopinata
X	6510001	15.952	inopinata
X	6520001	8.93	inopinata
X	6530001	15.35333333	inopinata
X	6550001	24.38	inopinata
X	6560001	26.15	inopinata
X	6570001	17.385	inopinata
X	6580001	17.55818182	inopinata
X	6590001	27.71166667	inopinata
X	6620001	17.036	inopinata
X	6630001	15.56	inopinata
X	6640001	11.67	inopinata
X	6660001	13.776	inopinata
X	6670001	16.81555556	inopinata
X	6680001	24.44692308	inopinata
X	6710001	20.8975	inopinata
X	6720001	15.38	inopinata
X	6730001	20.335	inopinata
X	6740001	23.68	inopinata
X	6770001	16.37666667	inopinata
X	6780001	14.1825	inopinata
X	6790001	11.16	inopinata
X	6800001	27.98	inopinata
X	6810001	24.83	inopinata
X	6830001	29.805	inopinata
X	6840001	24.12	inopinata
X	6870001	17.523	inopinata
X	6880001	16.56363636	inopinata
X	6890001	26.04	inopinata
X	6900001	19.25333333	inopinata
X	6910001	5.578	inopinata
X	6920001	15.24307692	inopinata
X	6930001	12.08666667	inopinata
X	6940001	26.47	inopinata
X	6950001	13.35	inopinata
X	6990001	16.49	inopinata
X	7000001	18.62333333	inopinata
X	7020001	10.11	inopinata
X	7030001	22.45	inopinata
X	7040001	11.925	inopinata
X	7050001	12.625	inopinata
X	7060001	23.12166667	inopinata
X	7070001	18.2975	inopinata
X	7080001	13.64857143	inopinata
X	7090001	16.89333333	inopinata
X	7100001	7.596666667	inopinata
X	7110001	20.06214286	inopinata
X	7120001	22.154	inopinata
X	7130001	17.02666667	inopinata
X	7140001	12.9855	inopinata
X	7150001	28.91375	inopinata
X	7160001	26.375	inopinata
X	7170001	17.4	inopinata
X	7180001	18.44928571	inopinata
X	7190001	21.565	inopinata
X	7200001	20.075	inopinata
X	7210001	17.53	inopinata
X	7220001	16.04666667	inopinata
X	7230001	37.19666667	inopinata
X	7240001	17.81615385	inopinata
X	7250001	15.104	inopinata
X	7280001	16.01666667	inopinata
X	7290001	14.61	inopinata
X	7300001	19.03	inopinata
X	7320001	18.92384615	inopinata
X	7330001	34.03	inopinata
X	7340001	18.42125	inopinata
X	7360001	33.85	inopinata
X	7370001	9.26	inopinata
X	7380001	17.306	inopinata
X	7390001	22.41636364	inopinata
X	7400001	18.38923077	inopinata
X	7410001	19.78948718	inopinata
X	7420001	25.21333333	inopinata
X	7430001	6.344	inopinata
X	7440001	17.4825	inopinata
X	7450001	16.6675	inopinata
X	7460001	29.56	inopinata
X	7480001	16.23866667	inopinata
X	7490001	16.58153846	inopinata
X	7500001	31.61714286	inopinata
X	7510001	13.92533333	inopinata
X	7520001	11.1555	inopinata
X	7530001	8.868695652	inopinata
X	7540001	15.02625	inopinata
X	7550001	9.436	inopinata
X	7560001	18.106	inopinata
X	7570001	11.88928571	inopinata
X	7580001	15.972	inopinata
X	7590001	17.40217391	inopinata
X	7600001	13.13764706	inopinata
X	7610001	9.85375	inopinata
X	7620001	0.842	inopinata
X	7630001	13.565	inopinata
X	7640001	16.962	inopinata
X	7650001	2.085	inopinata
X	7660001	17.58916667	inopinata
X	7670001	18.43352941	inopinata
X	7680001	17.06833333	inopinata
X	7690001	9.571428571	inopinata
X	7700001	14.41666667	inopinata
X	7710001	11.24714286	inopinata
X	7720001	8.796666667	inopinata
X	7730001	16.22625	inopinata
X	7740001	9.796666667	inopinata
X	7750001	15.72235294	inopinata
X	7760001	19.78772727	inopinata
X	7770001	11.8425	inopinata
X	7780001	12.86636364	inopinata
X	7790001	13.3503125	inopinata
X	7800001	17.66769231	inopinata
X	7810001	17.65625	inopinata
X	7820001	20.28142857	inopinata
X	7830001	16.6975	inopinata
X	7840001	19.19588235	inopinata
X	7850001	14.77142857	inopinata
X	7860001	12.89285714	inopinata
X	7870001	24.79666667	inopinata
X	7880001	26.28705882	inopinata
X	7890001	12.51214286	inopinata
X	7900001	18.405	inopinata
X	7910001	12.89857143	inopinata
X	7920001	21.95	inopinata
X	7930001	16.19571429	inopinata
X	7940001	17.715	inopinata
X	7950001	28.94	inopinata
X	7960001	19.18444444	inopinata
X	7970001	23.99777778	inopinata
X	7980001	20.16333333	inopinata
X	7990001	15.62272727	inopinata
X	8000001	15.45708333	inopinata
X	8010001	2.37	inopinata
X	8020001	10.03411765	inopinata
X	8030001	28.96	inopinata
X	8050001	17.46666667	inopinata
X	8060001	9.9175	inopinata
X	8070001	16.8316	inopinata
X	8080001	25.7275	inopinata
X	8090001	15.33666667	inopinata
X	8100001	17.91636364	inopinata
X	8110001	18.75454545	inopinata
X	8120001	15.50125	inopinata
X	8130001	9.94483871	inopinata
X	8140001	4.206410256	inopinata
X	8150001	6.040576923	inopinata
X	8160001	18.41578947	inopinata
X	8170001	16.23571429	inopinata
X	8180001	21.78	inopinata
X	8190001	20.2	inopinata
X	8210001	14.4626087	inopinata
X	8220001	9.06	inopinata
X	8230001	11.76	inopinata
X	8240001	19.15625	inopinata
X	8250001	18.91916667	inopinata
X	8260001	13.82	inopinata
X	8270001	15.68857143	inopinata
X	8280001	12.92846154	inopinata
X	8290001	7.7975	inopinata
X	8300001	11.24	inopinata
X	8310001	15.34478261	inopinata
X	8320001	15.18285714	inopinata
X	8330001	11.4275	inopinata
X	8340001	12.445	inopinata
X	8360001	20.91111111	inopinata
X	8370001	13.4455	inopinata
X	8380001	12.61466667	inopinata
X	8400001	9.177142857	inopinata
X	8410001	16.93375	inopinata
X	8420001	17.50058824	inopinata
X	8430001	14.976	inopinata
X	8440001	11.53157895	inopinata
X	8450001	0	inopinata
X	8460001	22.66615385	inopinata
X	8480001	21.84	inopinata
X	8490001	12.14333333	inopinata
X	8500001	13.41	inopinata
X	8510001	22.05333333	inopinata
X	8520001	18.264	inopinata
X	8530001	16.50083333	inopinata
X	8540001	20.44583333	inopinata
X	8550001	9.466071429	inopinata
X	8560001	14.173	inopinata
X	8570001	29.43833333	inopinata
X	8580001	9.525	inopinata
X	8590001	0	inopinata
X	8600001	0	inopinata
X	8610001	12.59045455	inopinata
X	8620001	20.24363636	inopinata
X	8630001	15.55769231	inopinata
X	8640001	11.96625	inopinata
X	8650001	27.3	inopinata
X	8660001	34.81333333	inopinata
X	8670001	30.343125	inopinata
X	8680001	13.31333333	inopinata
X	8690001	10.04	inopinata
X	8700001	12.878	inopinata
X	8710001	24.85666667	inopinata
X	8720001	11.08857143	inopinata
X	8730001	14.12363636	inopinata
X	8740001	18.45571429	inopinata
X	8750001	16.65428571	inopinata
X	8760001	15.76071429	inopinata
X	8770001	5.345	inopinata
X	8780001	7.4225	inopinata
X	8790001	15.21	inopinata
X	8800001	13.7575	inopinata
X	8810001	17.02166667	inopinata
X	8820001	38.06	inopinata
X	8830001	20.542	inopinata
X	8840001	17.118	inopinata
X	8850001	29.7025	inopinata
X	8860001	11.24666667	inopinata
X	8870001	19.61	inopinata
X	8880001	17.39	inopinata
X	8890001	26.85625	inopinata
X	8900001	26.16	inopinata
X	8910001	18.51454545	inopinata
X	8920001	14.622	inopinata
X	8930001	22.794	inopinata
X	8940001	26.795	inopinata
X	8950001	24.27	inopinata
X	8960001	18.865	inopinata
X	8970001	32.44	inopinata
X	8980001	18.35	inopinata
X	8990001	27.844	inopinata
X	9000001	16.50866667	inopinata
X	9010001	26.6	inopinata
X	9020001	18.3	inopinata
X	9030001	15.03227273	inopinata
X	9040001	19.76857143	inopinata
X	9060001	13.125	inopinata
X	9070001	21.72333333	inopinata
X	9080001	3.65	inopinata
X	9090001	17.18666667	inopinata
X	9110001	18.18	inopinata
X	9120001	29.79	inopinata
X	9150001	30.415	inopinata
X	9180001	23.67333333	inopinata
X	9190001	14.12111111	inopinata
X	9200001	15.4175	inopinata
X	9210001	19.23058824	inopinata
X	9220001	16.19	inopinata
X	9230001	25.095	inopinata
X	9270001	24.61	inopinata
X	9280001	21.47	inopinata
X	9290001	24.348125	inopinata
X	9300001	21.24166667	inopinata
X	9310001	21.34	inopinata
X	9320001	19.93192308	inopinata
X	9340001	25.2	inopinata
X	9350001	27.15	inopinata
X	9360001	14.93	inopinata
X	9370001	13.24	inopinata
X	9380001	24.737	inopinata
X	9390001	18.21470588	inopinata
X	9400001	19.00941176	inopinata
X	9410001	16.94266667	inopinata
X	9430001	17.51	inopinata
X	9450001	13.655	inopinata
X	9460001	22.56	inopinata
X	9470001	14.69714286	inopinata
X	9480001	25.892	inopinata
X	9490001	10.27	inopinata
X	9500001	28.27	inopinata
X	9530001	6.656666667	inopinata
X	9540001	11.56166667	inopinata
X	9550001	5.67	inopinata
X	9570001	18.200625	inopinata
X	9580001	8.655	inopinata
X	9590001	14.02	inopinata
X	9600001	16.09142857	inopinata
X	9620001	20.31444444	inopinata
X	9630001	20.638	inopinata
X	9640001	14.47666667	inopinata
X	9650001	11.78666667	inopinata
X	9660001	16.361	inopinata
X	9680001	17.52416667	inopinata
X	9690001	18.2775	inopinata
X	9700001	13.84777778	inopinata
X	9710001	27.56	inopinata
X	9720001	15.45	inopinata
X	9740001	22.37125	inopinata
X	9750001	19.83583333	inopinata
X	9760001	19.8425	inopinata
X	9770001	22.13	inopinata
X	9780001	29.73	inopinata
X	9790001	17.57666667	inopinata
X	9810001	17.01923077	inopinata
X	9820001	17.77571429	inopinata
X	9830001	18.962	inopinata
X	9840001	20.2475	inopinata
X	9860001	14.1725	inopinata
X	9870001	6.433	inopinata
X	9880001	12.74625	inopinata
X	9890001	25.55	inopinata
X	9910001	24.2325	inopinata
X	9930001	13.395	inopinata
X	9940001	14.62	inopinata
X	9950001	18.66333333	inopinata
X	9960001	12.54857143	inopinata
X	9990001	28.64	inopinata
X	10000001	16.295	inopinata
X	10020001	24.92333333	inopinata
X	10030001	16.56	inopinata
X	10040001	14.93105263	inopinata
X	10050001	21.64	inopinata
X	10070001	1.62	inopinata
X	10080001	11.4925	inopinata
X	10090001	22.27	inopinata
X	10100001	10.46285714	inopinata
X	10110001	12.525	inopinata
X	10120001	12.30333333	inopinata
X	10130001	9.787272727	inopinata
X	10140001	4.8	inopinata
X	10150001	11.71675676	inopinata
X	10160001	13.07413793	inopinata
X	10170001	19.33875	inopinata
X	10180001	16.04666667	inopinata
X	10190001	24.94333333	inopinata
X	10200001	10.75888889	inopinata
X	10210001	13.90625	inopinata
X	10220001	16.59909091	inopinata
X	10230001	24.79	inopinata
X	10240001	11.1585	inopinata
X	10250001	13.155	inopinata
X	10260001	11.42181818	inopinata
X	10270001	20.075	inopinata
X	10280001	13.19153846	inopinata
X	10290001	21.197	inopinata
X	10300001	12.9925	inopinata
X	10310001	13.93235294	inopinata
X	10320001	14.37814815	inopinata
X	10330001	9.75	inopinata
X	10340001	18.18	inopinata
X	10350001	23.35458333	inopinata
X	10360001	13.96928571	inopinata
X	10390001	17.49666667	inopinata
X	10400001	22.05666667	inopinata
X	10410001	6.5825	inopinata
X	10420001	13.02571429	inopinata
X	10430001	14.46086957	inopinata
X	10440001	16.47413793	inopinata
X	10450001	15.62923077	inopinata
X	10460001	18.06391304	inopinata
X	10470001	24.38666667	inopinata
X	10480001	13.695	inopinata
X	10490001	10.8175	inopinata
X	10500001	10.047	inopinata
X	10510001	25.97	inopinata
X	10520001	11.88777778	inopinata
X	10530001	12.26	inopinata
X	10540001	9.108	inopinata
X	10550001	12.88851852	inopinata
X	10560001	22.844	inopinata
X	10570001	13.53	inopinata
X	10590001	10.03	inopinata
X	10600001	15.202	inopinata
X	10610001	9.322	inopinata
X	10620001	19.1425	inopinata
X	10630001	17.17666667	inopinata
X	10640001	9.664615385	inopinata
X	10650001	21.72785714	inopinata
X	10660001	12.31833333	inopinata
X	10670001	12.18	inopinata
X	10680001	20.095	inopinata
X	10690001	34.5675	inopinata
X	10700001	16.87076923	inopinata
X	10710001	15.69785714	inopinata
X	10720001	22.858	inopinata
X	10730001	22.09	inopinata
X	10750001	9.673333333	inopinata
X	10760001	19.30142857	inopinata
X	10770001	19.29033333	inopinata
X	10780001	23.735	inopinata
X	10790001	14.902	inopinata
X	10800001	26.20384615	inopinata
X	10810001	12.8225	inopinata
X	10820001	16.838	inopinata
X	10840001	14.10777778	inopinata
X	10850001	14	inopinata
X	10860001	25.60833333	inopinata
X	10870001	20.241	inopinata
X	10880001	34.83833333	inopinata
X	10890001	26.74	inopinata
X	10900001	24.04933333	inopinata
X	10910001	12.45	inopinata
X	10920001	16.59285714	inopinata
X	10930001	5.76	inopinata
X	10950001	10.53	inopinata
X	10970001	16.84538462	inopinata
X	10980001	12.066	inopinata
X	10990001	21.805	inopinata
X	11000001	10.9425	inopinata
X	11010001	16.56	inopinata
X	11020001	30.24	inopinata
X	11030001	22.91	inopinata
X	11040001	0	inopinata
X	11050001	4.713125	inopinata
X	11060001	2.224	inopinata
X	11070001	3.8	inopinata
X	11080001	4.393	inopinata
X	11090001	15.79652174	inopinata
X	11100001	11.92142857	inopinata
X	11110001	5.2775	inopinata
X	11120001	0	inopinata
X	11130001	10.2875	inopinata
X	11140001	33.32	inopinata
X	11160001	9.2525	inopinata
X	11170001	19.876	inopinata
X	11180001	18.9025	inopinata
X	11190001	16.89222222	inopinata
X	11210001	30.77888889	inopinata
X	11220001	10.5475	inopinata
X	11230001	17.26294118	inopinata
X	11240001	21.48636364	inopinata
X	11250001	24.9225	inopinata
X	11260001	11.60375	inopinata
X	11270001	9.34625	inopinata
X	11280001	25.5125	inopinata
X	11290001	18.25333333	inopinata
X	11300001	16.25653846	inopinata
X	11310001	14.9	inopinata
X	11320001	15.96454545	inopinata
X	11330001	15.55733333	inopinata
X	11350001	17.798	inopinata
X	11360001	8.09	inopinata
X	11370001	21.7625	inopinata
X	11380001	28.1025	inopinata
X	11390001	26.21	inopinata
X	11400001	15.55666667	inopinata
X	11410001	8.315555556	inopinata
X	11420001	6.816153846	inopinata
X	11430001	21.86	inopinata
X	11440001	17.39333333	inopinata
X	11450001	15.97133333	inopinata
X	11460001	14.42307692	inopinata
X	11470001	15.40285714	inopinata
X	11480001	1.89	inopinata
X	11490001	1.89	inopinata
X	11500001	11.885	inopinata
X	11520001	23.37333333	inopinata
X	11530001	12.714	inopinata
X	11540001	14.69134615	inopinata
X	11550001	16.91	inopinata
X	11560001	6.926666667	inopinata
X	11570001	18.105	inopinata
X	11580001	15.30642857	inopinata
X	11590001	15.8175	inopinata
X	11600001	17.635	inopinata
X	11610001	6.09375	inopinata
X	11620001	26.4125	inopinata
X	11640001	11.708	inopinata
X	11650001	9.15	inopinata
X	11660001	8.063333333	inopinata
X	11670001	45.63333333	inopinata
X	11680001	33.29	inopinata
X	11690001	10.48230769	inopinata
X	11700001	13.25842105	inopinata
X	11710001	14.75636364	inopinata
X	11720001	20.385	inopinata
X	11730001	11.4575	inopinata
X	11740001	20.4405	inopinata
X	11750001	13.43947368	inopinata
X	11760001	15.785	inopinata
X	11770001	25.2425	inopinata
X	11780001	22.12826087	inopinata
X	11790001	13.82642857	inopinata
X	11810001	23.59666667	inopinata
X	11820001	13.13090909	inopinata
X	11830001	15.52666667	inopinata
X	11840001	14.384	inopinata
X	11850001	10.21242424	inopinata
X	11860001	17.41375	inopinata
X	11870001	18.53166667	inopinata
X	11880001	35.49	inopinata
X	11890001	13.086875	inopinata
X	11900001	19.26368421	inopinata
X	11910001	20.56222222	inopinata
X	11920001	11.23928571	inopinata
X	11930001	9.178	inopinata
X	11940001	19.17315789	inopinata
X	11950001	17.547	inopinata
X	11960001	11.128	inopinata
X	11970001	16.24777778	inopinata
X	11980001	0	inopinata
X	12000001	12.64	inopinata
X	12010001	28.67875	inopinata
X	12020001	12.39818182	inopinata
X	12030001	12.46333333	inopinata
X	12040001	16.70310345	inopinata
X	12050001	16.8755102	inopinata
X	12060001	10.89125	inopinata
X	12070001	28.08666667	inopinata
X	12080001	16.01058824	inopinata
X	12090001	26.415	inopinata
X	12100001	22.226	inopinata
X	12110001	18.18888889	inopinata
X	12120001	0	inopinata
X	12130001	11.68	inopinata
X	12140001	12.32615385	inopinata
X	12150001	20.60388889	inopinata
X	12160001	10.04461538	inopinata
X	12170001	16.69888889	inopinata
X	12180001	12.929	inopinata
X	12190001	18.05	inopinata
X	12200001	14.03	inopinata
X	12210001	0.68	inopinata
X	12220001	10.910625	inopinata
X	12230001	24.17666667	inopinata
X	12240001	3.1575	inopinata
X	12250001	20.096	inopinata
X	12260001	20.7975	inopinata
X	12270001	13.81923077	inopinata
X	12280001	18.92727273	inopinata
X	12290001	16.14	inopinata
X	12300001	21.27294118	inopinata
X	12310001	24.85857143	inopinata
X	12320001	12.42846154	inopinata
X	12330001	11.51	inopinata
X	12340001	12.85	inopinata
X	12360001	23.455	inopinata
X	12370001	14.818	inopinata
X	12380001	17.72666667	inopinata
X	12390001	0	inopinata
X	12400001	0	inopinata
X	12420001	23.456	inopinata
X	12430001	29.242	inopinata
X	12440001	24.525	inopinata
X	12450001	21.72441176	inopinata
X	12460001	22.02615385	inopinata
X	12470001	23.85538462	inopinata
X	12480001	11.17	inopinata
X	12490001	9.356428571	inopinata
X	12500001	9.308	inopinata
X	12510001	10.46533333	inopinata
X	12520001	12.07405405	inopinata
X	12530001	19.95625	inopinata
X	12540001	16.32666667	inopinata
X	12560001	18.422	inopinata
X	12570001	10.176	inopinata
X	12580001	14.958	inopinata
X	12590001	14.81	inopinata
X	12600001	13.72666667	inopinata
X	12610001	17.798	inopinata
X	12620001	16.23833333	inopinata
X	12630001	22.2	inopinata
X	12650001	15.82142857	inopinata
X	12660001	15.86857143	inopinata
X	12670001	34.76	inopinata
X	12680001	7.778571429	inopinata
X	12690001	7.64	inopinata
X	12710001	25.309	inopinata
X	12730001	12.43083333	inopinata
X	12740001	21.898	inopinata
X	12750001	8.433333333	inopinata
X	12760001	14.754	inopinata
X	12770001	19.66818182	inopinata
X	12780001	12.80076923	inopinata
X	12790001	12.51181818	inopinata
X	12800001	23.61866667	inopinata
X	12810001	37.33	inopinata
X	12820001	30.59	inopinata
X	12830001	16.665	inopinata
X	12850001	14.292	inopinata
X	12860001	12.834	inopinata
X	12900001	33.004	inopinata
X	12920001	8.25	inopinata
X	12940001	32.9025	inopinata
X	12950001	14.54444444	inopinata
X	12960001	10.84333333	inopinata
X	12980001	18.8345	inopinata
X	12990001	17.025	inopinata
X	13000001	20.16142857	inopinata
X	13010001	15.595	inopinata
X	13030001	6.926	inopinata
X	13040001	5.386428571	inopinata
X	13050001	6.6135	inopinata
X	13070001	16.70875	inopinata
X	13080001	19.37967742	inopinata
X	13090001	19.3	inopinata
X	13110001	20.12	inopinata
X	13120001	19.075	inopinata
X	13130001	20.87833333	inopinata
X	13140001	34.49	inopinata
X	13160001	32.41	inopinata
X	13170001	14.18	inopinata
X	13180001	20.09818182	inopinata
X	13190001	18.15571429	inopinata
X	13200001	11.33	inopinata
X	13210001	23.43333333	inopinata
X	13220001	7.331333333	inopinata
X	13230001	24.00166667	inopinata
X	13240001	10.746	inopinata
X	13260001	14.874	inopinata
X	13270001	16.62	inopinata
X	13290001	23.225	inopinata
X	13300001	16.36642857	inopinata
X	13310001	12.99272727	inopinata
X	13340001	16.1276	inopinata
X	13350001	19.4	inopinata
X	13380001	24.475	inopinata
X	13420001	12.74666667	inopinata
X	13430001	16.18714286	inopinata
X	13440001	40.185	inopinata
X	13460001	16.596	inopinata
X	13470001	13.18666667	inopinata
X	13490001	3.18	inopinata
X	13500001	15.92818182	inopinata
X	13510001	12.05416667	inopinata
X	13520001	3.695	inopinata
X	13540001	23.58666667	inopinata
X	13550001	31.355	inopinata
X	13560001	24.84	inopinata
X	13580001	14.43176471	inopinata
X	13590001	20.828	inopinata
X	13620001	12.75222222	inopinata
X	13630001	15.61	inopinata
X	13640001	23.25727273	inopinata
X	13650001	2.046666667	inopinata
X	13660001	17.962	inopinata
X	13670001	32.765	inopinata
X	13680001	16.615	inopinata
X	13710001	3.533333333	inopinata
X	13740001	22.058	inopinata
X	13780001	20.18	inopinata
X	13790001	19.48882353	inopinata
X	13800001	15.10428571	inopinata
X	13830001	17.34	inopinata
X	13850001	12.76545455	inopinata
X	13860001	20.22285714	inopinata
X	13870001	12.83142857	inopinata
X	13880001	17.35666667	inopinata
X	13900001	19.26	inopinata
X	13910001	17.11	inopinata
X	13920001	15.54166667	inopinata
X	13930001	9.3625	inopinata
X	13940001	18.31333333	inopinata
X	13950001	16.54923077	inopinata
X	13960001	28.50166667	inopinata
X	14000001	22.48133333	inopinata
X	14010001	22.64	inopinata
X	14020001	14.37470588	inopinata
X	14030001	10.985	inopinata
X	14040001	26.74666667	inopinata
X	14050001	7.665	inopinata
X	14060001	11.9575	inopinata
X	14070001	11.64777778	inopinata
X	14090001	37.515	inopinata
X	14100001	28.18333333	inopinata
X	14110001	13.44375	inopinata
X	14150001	24.03636364	inopinata
X	14160001	14.735	inopinata
X	14170001	14.48	inopinata
X	14180001	12.14058824	inopinata
X	14190001	8.1	inopinata
X	14200001	22.48625	inopinata
X	14210001	21.14272727	inopinata
X	14220001	11.870625	inopinata
X	14230001	14.8	inopinata
X	14240001	9.671666667	inopinata
X	14250001	16.28384615	inopinata
X	14260001	6.56125	inopinata
X	14280001	17.6335	inopinata
X	14290001	19.718	inopinata
X	14300001	7.754615385	inopinata
X	14310001	15.43444444	inopinata
X	14330001	24.645	inopinata
X	14340001	12.432	inopinata
X	14350001	29.484	inopinata
X	14360001	11.55	inopinata
X	14370001	17.04	inopinata
X	14380001	12.225	inopinata
X	14390001	25.15230769	inopinata
X	14400001	21.19375	inopinata
X	14410001	17.19666667	inopinata
X	14420001	16.34538462	inopinata
X	14430001	12.30142857	inopinata
X	14450001	10.81470588	inopinata
X	14460001	15.65183673	inopinata
X	14470001	17.49042254	inopinata
X	14480001	17.01606061	inopinata
X	14490001	19.42666667	inopinata
X	14500001	35.34	inopinata
X	14510001	15.0325	inopinata
X	14520001	12.49058824	inopinata
X	14530001	12.22666667	inopinata
X	14540001	22.008	inopinata
X	14550001	25.66666667	inopinata
X	14570001	19.30714286	inopinata
X	14590001	15.444	inopinata
X	14600001	25.76	inopinata
X	14610001	30.082	inopinata
X	14620001	15.016	inopinata
X	14630001	10.94	inopinata
